nom_fr,year,month,day,date,NDDI_median
Béni Mellal-Khénifra,2025,9,14,2025-09-14,4.432487811365798
Casablanca-Settat,2025,9,14,2025-09-14,9.254094910439193
Rabat-Salé-Kénitra,2025,9,14,2025-09-14,4.820224525116444
Fès-Meknès,2025,9,22,2025-09-22,4.404666574749971
Guelmim-Oued Noun,2025,9,22,2025-09-22,19.610001810259792
Laâyoune-Sakia El Hamra,2025,9,22,2025-09-22,32.63481463055826
Souss-Massa,2025,9,22,2025-09-22,11.174277354811192
Dakhla-Oued Ed-Dahab,2025,9,22,2025-09-22,8.742068904425699
Tanger-Tétouan-Al Hoceima,2025,9,22,2025-09-22,2.7982967682811952
Drâa-Tafilalet,2025,9,22,2025-09-22,13.705158812332753
Marrakech-Safi,2025,9,22,2025-09-22,9.403711586699071
l'Oriental,2025,9,22,2025-09-22,7.9669428782007365
Béni Mellal-Khénifra,2025,9,22,2025-09-22,5.398591962342385
Casablanca-Settat,2025,9,22,2025-09-22,8.706751970124856
Rabat-Salé-Kénitra,2025,9,22,2025-09-22,4.924180442779657
Fès-Meknès,2025,9,30,2025-09-30,4.6772115936015854
Guelmim-Oued Noun,2025,9,30,2025-09-30,17.262703828620467
Laâyoune-Sakia El Hamra,2025,9,30,2025-09-30,19.95313993269439
Souss-Massa,2025,9,30,2025-09-30,13.621550540803561
Dakhla-Oued Ed-Dahab,2025,9,30,2025-09-30,9.392751206240497
Tanger-Tétouan-Al Hoceima,2025,9,30,2025-09-30,2.843162854049515
Drâa-Tafilalet,2025,9,30,2025-09-30,15.160346361684336
Marrakech-Safi,2025,9,30,2025-09-30,8.671613248185531
l'Oriental,2025,9,30,2025-09-30,12.995117259178278
Béni Mellal-Khénifra,2025,9,30,2025-09-30,4.509511021716196
Casablanca-Settat,2025,9,30,2025-09-30,11.831496170673594
Rabat-Salé-Kénitra,2025,9,30,2025-09-30,5.4454258742213675
Fès-Meknès,2025,10,8,2025-10-08,4.695513978355597
Guelmim-Oued Noun,2025,10,8,2025-10-08,21.192194155831658
Laâyoune-Sakia El Hamra,2025,10,8,2025-10-08,42.026383621912665
Souss-Massa,2025,10,8,2025-10-08,14.940459048229261
Dakhla-Oued Ed-Dahab,2025,10,8,2025-10-08,6.992002779378419
Tanger-Tétouan-Al Hoceima,2025,10,8,2025-10-08,3.308548698540499
Drâa-Tafilalet,2025,10,8,2025-10-08,13.023560020266478
Marrakech-Safi,2025,10,8,2025-10-08,9.88361581216535
l'Oriental,2025,10,8,2025-10-08,8.633882296357196
Béni Mellal-Khénifra,2025,10,8,2025-10-08,4.471407340865802
Casablanca-Settat,2025,10,8,2025-10-08,8.19998804725714
Rabat-Salé-Kénitra,2025,10,8,2025-10-08,5.263162039792715
Fès-Meknès,2025,10,16,2025-10-16,5.509587302076614
Guelmim-Oued Noun,2025,10,16,2025-10-16,19.45763539356496
Laâyoune-Sakia El Hamra,2025,10,16,2025-10-16,16.233422753559683
Souss-Massa,2025,10,16,2025-10-16,11.616719713238636
Dakhla-Oued Ed-Dahab,2025,10,16,2025-10-16,12.027934994670309
Tanger-Tétouan-Al Hoceima,2025,10,16,2025-10-16,4.142617414639781
Drâa-Tafilalet,2025,10,16,2025-10-16,14.82420444012965
Marrakech-Safi,2025,10,16,2025-10-16,7.972801774591983
l'Oriental,2025,10,16,2025-10-16,36.60162895366834
Béni Mellal-Khénifra,2025,10,16,2025-10-16,6.651194398597346
Casablanca-Settat,2025,10,16,2025-10-16,10.712776174330509
Rabat-Salé-Kénitra,2025,10,16,2025-10-16,5.501484495870266
Fès-Meknès,2025,10,24,2025-10-24,4.757990985383541
Guelmim-Oued Noun,2025,10,24,2025-10-24,19.05230792386449
Laâyoune-Sakia El Hamra,2025,10,24,2025-10-24,34.81651897247858
Souss-Massa,2025,10,24,2025-10-24,15.700631078401383
Dakhla-Oued Ed-Dahab,2025,10,24,2025-10-24,7.47226672368559
Tanger-Tétouan-Al Hoceima,2025,10,24,2025-10-24,3.3093104741813884
Drâa-Tafilalet,2025,10,24,2025-10-24,14.94667447934936
Marrakech-Safi,2025,10,24,2025-10-24,43.72468680090605
l'Oriental,2025,10,24,2025-10-24,8.59723021364197
Béni Mellal-Khénifra,2025,10,24,2025-10-24,4.936804356233195
Casablanca-Settat,2025,10,24,2025-10-24,10.824484158735736
Rabat-Salé-Kénitra,2025,10,24,2025-10-24,6.6291230132095675
Fès-Meknès,2025,11,1,2025-11-01,5.8455412067779715
Guelmim-Oued Noun,2025,11,1,2025-11-01,27.433230778734334
Laâyoune-Sakia El Hamra,2025,11,1,2025-11-01,56.40300791853024
Souss-Massa,2025,11,1,2025-11-01,9.55671516801901
Dakhla-Oued Ed-Dahab,2025,11,1,2025-11-01,6.105254238156362
Tanger-Tétouan-Al Hoceima,2025,11,1,2025-11-01,2.994166953285625
Drâa-Tafilalet,2025,11,1,2025-11-01,13.90604641171767
Marrakech-Safi,2025,11,1,2025-11-01,8.658557028705411
l'Oriental,2025,11,1,2025-11-01,27.352375929487945
Béni Mellal-Khénifra,2025,11,1,2025-11-01,4.535456359262653
Casablanca-Settat,2025,11,1,2025-11-01,10.013579876074544
Rabat-Salé-Kénitra,2025,11,1,2025-11-01,4.512833518707081
Fès-Meknès,2025,11,9,2025-11-09,5.132242118680665
Guelmim-Oued Noun,2025,11,9,2025-11-09,22.177772362101592
Laâyoune-Sakia El Hamra,2025,11,9,2025-11-09,17.77417281548595
Souss-Massa,2025,11,9,2025-11-09,12.558956702378982
Dakhla-Oued Ed-Dahab,2025,11,9,2025-11-09,6.543023493242803
Tanger-Tétouan-Al Hoceima,2025,11,9,2025-11-09,3.647522453676497
Drâa-Tafilalet,2025,11,9,2025-11-09,20.992952560041957
Marrakech-Safi,2025,11,9,2025-11-09,8.17881007669909
l'Oriental,2025,11,9,2025-11-09,8.244530420436721
Béni Mellal-Khénifra,2025,11,9,2025-11-09,4.604684172274915
Casablanca-Settat,2025,11,9,2025-11-09,14.39642733321086
Rabat-Salé-Kénitra,2025,11,9,2025-11-09,6.479835523004722
Fès-Meknès,2025,11,17,2025-11-17,5.605505223782168
Guelmim-Oued Noun,2025,11,17,2025-11-17,22.008826384091275
Laâyoune-Sakia El Hamra,2025,11,17,2025-11-17,19.87387395260797
Souss-Massa,2025,11,17,2025-11-17,24.147824399073578
Dakhla-Oued Ed-Dahab,2025,11,17,2025-11-17,6.04406424505385
Tanger-Tétouan-Al Hoceima,2025,11,17,2025-11-17,2.839437723635738
Drâa-Tafilalet,2025,11,17,2025-11-17,54.36116225607339
Marrakech-Safi,2025,11,17,2025-11-17,7.712496229144599
l'Oriental,2025,11,17,2025-11-17,9.347412490680771
Béni Mellal-Khénifra,2025,11,17,2025-11-17,4.63833104838395
Casablanca-Settat,2025,11,17,2025-11-17,9.729099761272884
Rabat-Salé-Kénitra,2025,11,17,2025-11-17,8.903942742119122
Fès-Meknès,2025,11,25,2025-11-25,6.334670859125723
Guelmim-Oued Noun,2025,11,25,2025-11-25,46.3089903524929
Laâyoune-Sakia El Hamra,2025,11,25,2025-11-25,20.658897701377196
Souss-Massa,2025,11,25,2025-11-25,12.498996623546018
Dakhla-Oued Ed-Dahab,2025,11,25,2025-11-25,6.915770491666325
Tanger-Tétouan-Al Hoceima,2025,11,25,2025-11-25,3.231533466845744
Drâa-Tafilalet,2025,11,25,2025-11-25,28.557050593511953
Marrakech-Safi,2025,11,25,2025-11-25,7.367101329417604
l'Oriental,2025,11,25,2025-11-25,10.15032181585711
Béni Mellal-Khénifra,2025,11,25,2025-11-25,4.18774826749228
Casablanca-Settat,2025,11,25,2025-11-25,7.158798956389498
Rabat-Salé-Kénitra,2025,11,25,2025-11-25,4.323368485606576
Fès-Meknès,2025,12,3,2025-12-03,3.8048774926977726
Guelmim-Oued Noun,2025,12,3,2025-12-03,16.976777473929896
Laâyoune-Sakia El Hamra,2025,12,3,2025-12-03,37.7255520065968
Souss-Massa,2025,12,3,2025-12-03,50.11661826173928
Dakhla-Oued Ed-Dahab,2025,12,3,2025-12-03,6.3398214741125
Tanger-Tétouan-Al Hoceima,2025,12,3,2025-12-03,1.8879096311223766
Drâa-Tafilalet,2025,12,3,2025-12-03,13.94617720396839
Marrakech-Safi,2025,12,3,2025-12-03,6.838341930952676
l'Oriental,2025,12,3,2025-12-03,7.2771391970989665
Béni Mellal-Khénifra,2025,12,3,2025-12-03,4.6228229514986605
Casablanca-Settat,2025,12,3,2025-12-03,6.0186794861363175
Rabat-Salé-Kénitra,2025,12,3,2025-12-03,3.814406034711034
Fès-Meknès,2025,12,11,2025-12-11,3.721395427589739
Guelmim-Oued Noun,2025,12,11,2025-12-11,21.60055679510304
Laâyoune-Sakia El Hamra,2025,12,11,2025-12-11,53.79181669642429
Souss-Massa,2025,12,11,2025-12-11,15.454668914429451
Dakhla-Oued Ed-Dahab,2025,12,11,2025-12-11,7.49236958844017
Tanger-Tétouan-Al Hoceima,2025,12,11,2025-12-11,1.5533802592870223
Drâa-Tafilalet,2025,12,11,2025-12-11,22.06063458992615
Marrakech-Safi,2025,12,11,2025-12-11,5.134942412867266
l'Oriental,2025,12,11,2025-12-11,10.597383485849079
Béni Mellal-Khénifra,2025,12,11,2025-12-11,2.7197445291628988
Casablanca-Settat,2025,12,11,2025-12-11,2.4964130988596414
Rabat-Salé-Kénitra,2025,12,11,2025-12-11,1.792440939140164
Fès-Meknès,2025,12,19,2025-12-19,3.0984513430305527
Guelmim-Oued Noun,2025,12,19,2025-12-19,36.276083593069266
Laâyoune-Sakia El Hamra,2025,12,19,2025-12-19,20.07477102145807
Souss-Massa,2025,12,19,2025-12-19,14.798060121471888
Dakhla-Oued Ed-Dahab,2025,12,19,2025-12-19,5.754313351225843
Tanger-Tétouan-Al Hoceima,2025,12,19,2025-12-19,2.0724296502266673
Drâa-Tafilalet,2025,12,19,2025-12-19,13.558475369445977
Marrakech-Safi,2025,12,19,2025-12-19,3.1618824695505117
l'Oriental,2025,12,19,2025-12-19,7.231861213208593
Béni Mellal-Khénifra,2025,12,19,2025-12-19,2.437403995597919
Casablanca-Settat,2025,12,19,2025-12-19,1.9402940217693248
Rabat-Salé-Kénitra,2025,12,19,2025-12-19,1.4821894298488012
Fès-Meknès,2025,12,27,2025-12-27,4.53754845861367
Guelmim-Oued Noun,2025,12,27,2025-12-27,18.410058268432
Laâyoune-Sakia El Hamra,2025,12,27,2025-12-27,18.846054836738357
Souss-Massa,2025,12,27,2025-12-27,11.426267655397584
Dakhla-Oued Ed-Dahab,2025,12,27,2025-12-27,6.5618504792271
Tanger-Tétouan-Al Hoceima,2025,12,27,2025-12-27,1.7034414556183541
Drâa-Tafilalet,2025,12,27,2025-12-27,18.11805861144633
Marrakech-Safi,2025,12,27,2025-12-27,2.6504980734483627
l'Oriental,2025,12,27,2025-12-27,15.546953149454978
Béni Mellal-Khénifra,2025,12,27,2025-12-27,2.4253956825283134
Casablanca-Settat,2025,12,27,2025-12-27,1.450139992847239
Rabat-Salé-Kénitra,2025,12,27,2025-12-27,1.25114849904548
Fès-Meknès,2026,1,1,2026-01-01,3.8017447571390424
Guelmim-Oued Noun,2026,1,1,2026-01-01,16.221878771944024
Laâyoune-Sakia El Hamra,2026,1,1,2026-01-01,15.715329773540867
Souss-Massa,2026,1,1,2026-01-01,9.137638727091895
Dakhla-Oued Ed-Dahab,2026,1,1,2026-01-01,6.638399327639608
Tanger-Tétouan-Al Hoceima,2026,1,1,2026-01-01,1.4533868908969365
Drâa-Tafilalet,2026,1,1,2026-01-01,13.482033922221408
Marrakech-Safi,2026,1,1,2026-01-01,1.9785532243923365
l'Oriental,2026,1,1,2026-01-01,8.404655560705569
Béni Mellal-Khénifra,2026,1,1,2026-01-01,1.977928809803156
Casablanca-Settat,2026,1,1,2026-01-01,1.1242276411680663
Rabat-Salé-Kénitra,2026,1,1,2026-01-01,1.12169507637819
Fès-Meknès,2026,1,9,2026-01-09,4.0814193936405285
Guelmim-Oued Noun,2026,1,9,2026-01-09,20.983026672623925
Laâyoune-Sakia El Hamra,2026,1,9,2026-01-09,18.955004788603894
Souss-Massa,2026,1,9,2026-01-09,16.518361936381577
Dakhla-Oued Ed-Dahab,2026,1,9,2026-01-09,6.769409611311477
Tanger-Tétouan-Al Hoceima,2026,1,9,2026-01-09,1.389390479627997
Drâa-Tafilalet,2026,1,9,2026-01-09,17.798404062499795
Marrakech-Safi,2026,1,9,2026-01-09,2.581265437321755
l'Oriental,2026,1,9,2026-01-09,7.667991689806657
Béni Mellal-Khénifra,2026,1,9,2026-01-09,2.152596212925695
Casablanca-Settat,2026,1,9,2026-01-09,1.1839122821738877
Rabat-Salé-Kénitra,2026,1,9,2026-01-09,1.1448874195944694
Fès-Meknès,2026,1,17,2026-01-17,3.542444963891624
Guelmim-Oued Noun,2026,1,17,2026-01-17,27.41432840313271
Laâyoune-Sakia El Hamra,2026,1,17,2026-01-17,20.163813401361445
Souss-Massa,2026,1,17,2026-01-17,10.060582091112787
Dakhla-Oued Ed-Dahab,2026,1,17,2026-01-17,7.117983420856349
Tanger-Tétouan-Al Hoceima,2026,1,17,2026-01-17,1.2719186478555027
Drâa-Tafilalet,2026,1,17,2026-01-17,13.897541710723987
Marrakech-Safi,2026,1,17,2026-01-17,1.6584234976862156
l'Oriental,2026,1,17,2026-01-17,12.767801044153645
Béni Mellal-Khénifra,2026,1,17,2026-01-17,1.7052281917301204
Casablanca-Settat,2026,1,17,2026-01-17,0.9666543718919961
Rabat-Salé-Kénitra,2026,1,17,2026-01-17,0.9911700213068221
Fès-Meknès,2026,1,25,2026-01-25,3.8957129634344287
Guelmim-Oued Noun,2026,1,25,2026-01-25,27.599802389079066
Laâyoune-Sakia El Hamra,2026,1,25,2026-01-25,21.21391713133794
Souss-Massa,2026,1,25,2026-01-25,11.060369701255079
Dakhla-Oued Ed-Dahab,2026,1,25,2026-01-25,8.096421993128299
Tanger-Tétouan-Al Hoceima,2026,1,25,2026-01-25,1.2525486149188247
Drâa-Tafilalet,2026,1,25,2026-01-25,26.387553316145247
Marrakech-Safi,2026,1,25,2026-01-25,1.528769748858675
l'Oriental,2026,1,25,2026-01-25,23.783784865361966
Béni Mellal-Khénifra,2026,1,25,2026-01-25,1.742372675183843
Casablanca-Settat,2026,1,25,2026-01-25,1.008970585609779
Rabat-Salé-Kénitra,2026,1,25,2026-01-25,1.000751999434473
Fès-Meknès,2026,2,2,2026-02-02,3.667240637341758
Guelmim-Oued Noun,2026,2,2,2026-02-02,12.929614015826385
Laâyoune-Sakia El Hamra,2026,2,2,2026-02-02,16.821392218056353
Souss-Massa,2026,2,2,2026-02-02,9.92838302907903
Dakhla-Oued Ed-Dahab,2026,2,2,2026-02-02,5.276389474343838
Tanger-Tétouan-Al Hoceima,2026,2,2,2026-02-02,1.1223943980520616
Drâa-Tafilalet,2026,2,2,2026-02-02,17.194480909140502
Marrakech-Safi,2026,2,2,2026-02-02,1.354836460486032
l'Oriental,2026,2,2,2026-02-02,11.94691291883548
Béni Mellal-Khénifra,2026,2,2,2026-02-02,1.5213772242518302
Casablanca-Settat,2026,2,2,2026-02-02,0.8131157206114488
Rabat-Salé-Kénitra,2026,2,2,2026-02-02,0.928953123024995
Fès-Meknès,2026,2,10,2026-02-10,3.437183527462466
Guelmim-Oued Noun,2026,2,10,2026-02-10,12.377774512693945
Laâyoune-Sakia El Hamra,2026,2,10,2026-02-10,22.070513822376537
Souss-Massa,2026,2,10,2026-02-10,11.308948195654597
Dakhla-Oued Ed-Dahab,2026,2,10,2026-02-10,6.459429953553276
Tanger-Tétouan-Al Hoceima,2026,2,10,2026-02-10,1.1747314517458198
Drâa-Tafilalet,2026,2,10,2026-02-10,13.185174098739319
Marrakech-Safi,2026,2,10,2026-02-10,1.170503830583317
l'Oriental,2026,2,10,2026-02-10,5.881064919237336
Béni Mellal-Khénifra,2026,2,10,2026-02-10,1.402504793251194
Casablanca-Settat,2026,2,10,2026-02-10,0.8431001361596536
Rabat-Salé-Kénitra,2026,2,10,2026-02-10,1.0203073600552373
Fès-Meknès,2026,2,18,2026-02-18,2.8052562722887315
Guelmim-Oued Noun,2026,2,18,2026-02-18,16.51150938622172
Laâyoune-Sakia El Hamra,2026,2,18,2026-02-18,13.382589572188893
Souss-Massa,2026,2,18,2026-02-18,7.785505554278004
Dakhla-Oued Ed-Dahab,2026,2,18,2026-02-18,5.001994007165702
Tanger-Tétouan-Al Hoceima,2026,2,18,2026-02-18,1.1497275180736353
Drâa-Tafilalet,2026,2,18,2026-02-18,13.299862141489182
Marrakech-Safi,2026,2,18,2026-02-18,1.222348634386588
l'Oriental,2026,2,18,2026-02-18,6.320397477160231
Béni Mellal-Khénifra,2026,2,18,2026-02-18,1.4327993625539652
Casablanca-Settat,2026,2,18,2026-02-18,0.8495813874521878
Rabat-Salé-Kénitra,2026,2,18,2026-02-18,1.0616894124986533
Fès-Meknès,2026,2,26,2026-02-26,2.1641600158950993
Guelmim-Oued Noun,2026,2,26,2026-02-26,12.452187024143274
Laâyoune-Sakia El Hamra,2026,2,26,2026-02-26,15.940894969603024
Souss-Massa,2026,2,26,2026-02-26,6.022528855192389
Dakhla-Oued Ed-Dahab,2026,2,26,2026-02-26,5.065419271457152
Tanger-Tétouan-Al Hoceima,2026,2,26,2026-02-26,1.0083254911870814
Drâa-Tafilalet,2026,2,26,2026-02-26,14.576341950145318
Marrakech-Safi,2026,2,26,2026-02-26,0.9077233262813835
l'Oriental,2026,2,26,2026-02-26,4.156950962980622
Béni Mellal-Khénifra,2026,2,26,2026-02-26,0.9192622480539135
Casablanca-Settat,2026,2,26,2026-02-26,0.6833736344736396
Rabat-Salé-Kénitra,2026,2,26,2026-02-26,0.8181694155074837
Fès-Meknès,2026,3,6,2026-03-06,2.778470321644434
Guelmim-Oued Noun,2026,3,6,2026-03-06,11.271070065035449
Laâyoune-Sakia El Hamra,2026,3,6,2026-03-06,18.010958805470153
Souss-Massa,2026,3,6,2026-03-06,6.006698103820183
Dakhla-Oued Ed-Dahab,2026,3,6,2026-03-06,6.288339460198027
Tanger-Tétouan-Al Hoceima,2026,3,6,2026-03-06,1.0695496438096306
Drâa-Tafilalet,2026,3,6,2026-03-06,12.755952821795002
Marrakech-Safi,2026,3,6,2026-03-06,1.0219483637893128
l'Oriental,2026,3,6,2026-03-06,5.6847350965578
Béni Mellal-Khénifra,2026,3,6,2026-03-06,1.2607643525074752
Casablanca-Settat,2026,3,6,2026-03-06,0.7973116880186515
Rabat-Salé-Kénitra,2026,3,6,2026-03-06,0.9800441993083262
Fès-Meknès,2026,3,14,2026-03-14,2.7922296442351997
Guelmim-Oued Noun,2026,3,14,2026-03-14,13.452558144431753
Laâyoune-Sakia El Hamra,2026,3,14,2026-03-14,25.89372565926414
Souss-Massa,2026,3,14,2026-03-14,6.855648405241623
Dakhla-Oued Ed-Dahab,2026,3,14,2026-03-14,7.626194717571872
Tanger-Tétouan-Al Hoceima,2026,3,14,2026-03-14,1.099260023079373
Drâa-Tafilalet,2026,3,14,2026-03-14,12.184264346582133
Marrakech-Safi,2026,3,14,2026-03-14,1.0447744712770097
l'Oriental,2026,3,14,2026-03-14,5.413013577030372
Béni Mellal-Khénifra,2026,3,14,2026-03-14,1.2989320058165637
Casablanca-Settat,2026,3,14,2026-03-14,0.7931320928251966
Rabat-Salé-Kénitra,2026,3,14,2026-03-14,0.8377221289707795
Fès-Meknès,2026,3,22,2026-03-22,2.0664580660162284
Guelmim-Oued Noun,2026,3,22,2026-03-22,13.45002129745043
Laâyoune-Sakia El Hamra,2026,3,22,2026-03-22,15.150917622963116
Souss-Massa,2026,3,22,2026-03-22,6.459936526549176
Dakhla-Oued Ed-Dahab,2026,3,22,2026-03-22,6.256383820216463
Tanger-Tétouan-Al Hoceima,2026,3,22,2026-03-22,1.0142701023523688
Drâa-Tafilalet,2026,3,22,2026-03-22,10.773844940394442
Marrakech-Safi,2026,3,22,2026-03-22,1.021471606264295
l'Oriental,2026,3,22,2026-03-22,4.040617469736721
Béni Mellal-Khénifra,2026,3,22,2026-03-22,1.0353849205204628
Casablanca-Settat,2026,3,22,2026-03-22,0.8041146687935607
Rabat-Salé-Kénitra,2026,3,22,2026-03-22,0.920101690939088
Fès-Meknès,2026,3,30,2026-03-30,2.3165052459506077
Guelmim-Oued Noun,2026,3,30,2026-03-30,9.022309978954523
Laâyoune-Sakia El Hamra,2026,3,30,2026-03-30,17.63977691963254
Souss-Massa,2026,3,30,2026-03-30,6.473444834288727
Dakhla-Oued Ed-Dahab,2026,3,30,2026-03-30,5.092888795857561
Tanger-Tétouan-Al Hoceima,2026,3,30,2026-03-30,1.0179283032268551
Drâa-Tafilalet,2026,3,30,2026-03-30,12.24220671048031
Marrakech-Safi,2026,3,30,2026-03-30,1.0394787940545005
l'Oriental,2026,3,30,2026-03-30,4.093894965921626
Béni Mellal-Khénifra,2026,3,30,2026-03-30,1.2749362935786637
Casablanca-Settat,2026,3,30,2026-03-30,0.8908950350804984
Rabat-Salé-Kénitra,2026,3,30,2026-03-30,0.9438175659017556
Fès-Meknès,2026,4,7,2026-04-07,1.9200474104568375
Guelmim-Oued Noun,2026,4,7,2026-04-07,13.784732638284712
Laâyoune-Sakia El Hamra,2026,4,7,2026-04-07,25.66173795178517
Souss-Massa,2026,4,7,2026-04-07,10.217940974071517
Dakhla-Oued Ed-Dahab,2026,4,7,2026-04-07,6.6399834010998795
Tanger-Tétouan-Al Hoceima,2026,4,7,2026-04-07,0.9723633783939307
Drâa-Tafilalet,2026,4,7,2026-04-07,10.620688219562044
Marrakech-Safi,2026,4,7,2026-04-07,1.1459446125854496
l'Oriental,2026,4,7,2026-04-07,5.754996090069474
Béni Mellal-Khénifra,2026,4,7,2026-04-07,1.3093353802404435
Casablanca-Settat,2026,4,7,2026-04-07,0.9887991882543056
Rabat-Salé-Kénitra,2026,4,7,2026-04-07,0.9448341935502158
Fès-Meknès,2026,4,15,2026-04-15,2.1149174340493597
Guelmim-Oued Noun,2026,4,15,2026-04-15,13.020050804365336
Laâyoune-Sakia El Hamra,2026,4,15,2026-04-15,18.860007720423933
Souss-Massa,2026,4,15,2026-04-15,7.561760472140192
Dakhla-Oued Ed-Dahab,2026,4,15,2026-04-15,7.068134057241244
Tanger-Tétouan-Al Hoceima,2026,4,15,2026-04-15,0.8857066852915589
Drâa-Tafilalet,2026,4,15,2026-04-15,10.595778952630905
Marrakech-Safi,2026,4,15,2026-04-15,1.0844943322241558
l'Oriental,2026,4,15,2026-04-15,3.4852926050382735
Béni Mellal-Khénifra,2026,4,15,2026-04-15,1.2849452665889924
Casablanca-Settat,2026,4,15,2026-04-15,1.0106336182485345
Rabat-Salé-Kénitra,2026,4,15,2026-04-15,0.994383458364072
Fès-Meknès,2026,4,23,2026-04-23,1.945101446220115
Guelmim-Oued Noun,2026,4,23,2026-04-23,11.975459937048635
Laâyoune-Sakia El Hamra,2026,4,23,2026-04-23,27.874764537044467
Souss-Massa,2026,4,23,2026-04-23,7.7756385666820655
Dakhla-Oued Ed-Dahab,2026,4,23,2026-04-23,7.8409227694035
Tanger-Tétouan-Al Hoceima,2026,4,23,2026-04-23,0.9638679978967039
Drâa-Tafilalet,2026,4,23,2026-04-23,11.020816603659778
Marrakech-Safi,2026,4,23,2026-04-23,1.2584562571379818
l'Oriental,2026,4,23,2026-04-23,3.605587907909041
Béni Mellal-Khénifra,2026,4,23,2026-04-23,1.2889556205307011
Casablanca-Settat,2026,4,23,2026-04-23,1.1925278098382783
Rabat-Salé-Kénitra,2026,4,23,2026-04-23,1.0685881617806035
Fès-Meknès,2026,5,1,2026-05-01,2.0385283405519976
Guelmim-Oued Noun,2026,5,1,2026-05-01,14.91558830000499
Laâyoune-Sakia El Hamra,2026,5,1,2026-05-01,30.690296322192342
Souss-Massa,2026,5,1,2026-05-01,6.119152142875449
Dakhla-Oued Ed-Dahab,2026,5,1,2026-05-01,8.228873156008609
Tanger-Tétouan-Al Hoceima,2026,5,1,2026-05-01,1.0261445648352718
Drâa-Tafilalet,2026,5,1,2026-05-01,29.22603632801839
Marrakech-Safi,2026,5,1,2026-05-01,1.578289735171355
l'Oriental,2026,5,1,2026-05-01,5.005174179724678
Béni Mellal-Khénifra,2026,5,1,2026-05-01,1.2606232963013917
Casablanca-Settat,2026,5,1,2026-05-01,1.4793833731944217
Rabat-Salé-Kénitra,2026,5,1,2026-05-01,1.2192817151801107
Fès-Meknès,2026,5,9,2026-05-09,1.8300111593464232
Guelmim-Oued Noun,2026,5,9,2026-05-09,13.985378528094103
Laâyoune-Sakia El Hamra,2026,5,9,2026-05-09,29.65376231458208
Souss-Massa,2026,5,9,2026-05-09,7.264208554308237
Dakhla-Oued Ed-Dahab,2026,5,9,2026-05-09,6.357678064957548
Tanger-Tétouan-Al Hoceima,2026,5,9,2026-05-09,1.0401064462911542
Drâa-Tafilalet,2026,5,9,2026-05-09,9.711988713304066
Marrakech-Safi,2026,5,9,2026-05-09,1.7374815264514798
l'Oriental,2026,5,9,2026-05-09,4.195365090545006
Béni Mellal-Khénifra,2026,5,9,2026-05-09,1.5600077444255063
Casablanca-Settat,2026,5,9,2026-05-09,1.651577574548631
Rabat-Salé-Kénitra,2026,5,9,2026-05-09,1.2495341614562805
Fès-Meknès,2026,5,17,2026-05-17,2.069512882832668
Guelmim-Oued Noun,2026,5,17,2026-05-17,14.175720960154353
Laâyoune-Sakia El Hamra,2026,5,17,2026-05-17,26.90788569801359
Souss-Massa,2026,5,17,2026-05-17,13.409019680189072
Dakhla-Oued Ed-Dahab,2026,5,17,2026-05-17,7.300825596639892
Tanger-Tétouan-Al Hoceima,2026,5,17,2026-05-17,1.100853227166308
Drâa-Tafilalet,2026,5,17,2026-05-17,10.712568655528315
Marrakech-Safi,2026,5,17,2026-05-17,2.1203004661499882
l'Oriental,2026,5,17,2026-05-17,4.029429907735122
Béni Mellal-Khénifra,2026,5,17,2026-05-17,1.8314727471487988
Casablanca-Settat,2026,5,17,2026-05-17,2.3206404575580555
Rabat-Salé-Kénitra,2026,5,17,2026-05-17,1.361662586666195
Fès-Meknès,2026,5,25,2026-05-25,2.143073843078821
Guelmim-Oued Noun,2026,5,25,2026-05-25,15.122876165064504
Laâyoune-Sakia El Hamra,2026,5,25,2026-05-25,19.831975550564703
Souss-Massa,2026,5,25,2026-05-25,6.995943836975905
Dakhla-Oued Ed-Dahab,2026,5,25,2026-05-25,6.760288976665856
Tanger-Tétouan-Al Hoceima,2026,5,25,2026-05-25,1.1513691276272764
Drâa-Tafilalet,2026,5,25,2026-05-25,26.368219775651617
Marrakech-Safi,2026,5,25,2026-05-25,2.1397447685268953
l'Oriental,2026,5,25,2026-05-25,4.076936066552543
Béni Mellal-Khénifra,2026,5,25,2026-05-25,1.421125461428761
Casablanca-Settat,2026,5,25,2026-05-25,2.2313954714895075
Rabat-Salé-Kénitra,2026,5,25,2026-05-25,1.5863685055334005
Fès-Meknès,2026,6,2,2026-06-02,2.3952515714303706
Guelmim-Oued Noun,2026,6,2,2026-06-02,12.375783081620451
Laâyoune-Sakia El Hamra,2026,6,2,2026-06-02,21.09350066043593
Souss-Massa,2026,6,2,2026-06-02,8.279048917045666
Dakhla-Oued Ed-Dahab,2026,6,2,2026-06-02,8.268053315279595
Tanger-Tétouan-Al Hoceima,2026,6,2,2026-06-02,1.3632889956173042
Drâa-Tafilalet,2026,6,2,2026-06-02,11.78641771652047
Marrakech-Safi,2026,6,2,2026-06-02,2.271178726722422
l'Oriental,2026,6,2,2026-06-02,4.43517689799044
Béni Mellal-Khénifra,2026,6,2,2026-06-02,2.095280774920526
Casablanca-Settat,2026,6,2,2026-06-02,2.4277573250898494
Rabat-Salé-Kénitra,2026,6,2,2026-06-02,1.7827440703775357
Fès-Meknès,2026,6,10,2026-06-10,2.381758202912207
