nom_fr,date,NDVI,NDWI,NDDI_corrige
Dakhla-Oued Ed-Dahab,2025-09-22,0.06712065632951017,-0.07870044471463684,1.5534316703045274
Tanger-Tétouan-Al Hoceima,2025-09-22,0.28605149812743447,-0.06820883653811852,2.3618331686446847
Drâa-Tafilalet,2025-09-22,0.12146122355587476,-0.07308510556357058,1.534288687973049
Marrakech-Safi,2025-09-22,0.19326413022044914,-0.11950409492014755,5.592010787882289
l'Oriental,2025-09-22,0.18484604416925252,-0.11636272385217675,0.17430460979516668
Béni Mellal-Khénifra,2025-09-22,0.24195680428230934,-0.04244940363468875,2.037524689532041
Casablanca-Settat,2025-09-22,0.21956084193021647,-0.11003912861197503,6.078389927117637
Rabat-Salé-Kénitra,2025-09-22,0.2917323620272792,-0.06989358783626781,2.098853312944447
Fès-Meknès,2025-09-30,0.2400969937755737,-0.07550890915004105,2.261582361769302
Guelmim-Oued Noun,2025-09-30,0.08122641583466259,-0.09357140513688231,5.732081411866062
Laâyoune-Sakia El Hamra,2025-09-30,0.07491414886622265,-0.08205468076532922,-3.090063438024594
Souss-Massa,2025-09-30,0.13408615438810917,-0.10208096925324397,5.633422969415314
Dakhla-Oued Ed-Dahab,2025-09-30,0.06750438316908955,-0.05592920706527539,2.680053549860283
Tanger-Tétouan-Al Hoceima,2025-09-30,0.3014826645899027,-0.08145571557825086,2.159026855757015
Drâa-Tafilalet,2025-09-30,0.12253090249781479,-0.08277414400819318,0.744351582476751
Marrakech-Safi,2025-09-30,0.181232477226842,-0.10933721420140832,5.636436770748706
l'Oriental,2025-09-30,0.1552217296890838,-0.10738072811623102,1.2244716668342814
Béni Mellal-Khénifra,2025-09-30,0.23106059300001888,-0.044865252989390765,2.151371009029024
Casablanca-Settat,2025-09-30,0.2110979118927909,-0.10913653669637402,3.9036041716269128
Rabat-Salé-Kénitra,2025-09-30,0.2919911911733,-0.08556889257544503,1.9871664746547506
Fès-Meknès,2025-10-08,0.23109333460482326,-0.054840966602425406,2.4884910168388155
Guelmim-Oued Noun,2025-10-08,0.08887751729507036,-0.09686482841635743,4.246230458397004
Laâyoune-Sakia El Hamra,2025-10-08,0.07578226648092475,-0.08588497398093754,0.17033261498493707
Souss-Massa,2025-10-08,0.12943798552974278,-0.10249575498627098,5.372834910254367
Dakhla-Oued Ed-Dahab,2025-10-08,0.06699185017142875,-0.0489977840613703,1.9251963800818166
Tanger-Tétouan-Al Hoceima,2025-10-08,0.31285759511527006,-0.07848724217832435,2.1142092579853693
Drâa-Tafilalet,2025-10-08,0.12118242305053512,-0.08066632071877257,1.036414141419678
Marrakech-Safi,2025-10-08,0.17911810560728175,-0.10368703880940283,5.4157805568327335
l'Oriental,2025-10-08,0.155560025835082,-0.10702721249859332,1.0214956466818657
Béni Mellal-Khénifra,2025-10-08,0.2289976146657292,-0.028377983296177335,1.814298507138504
Casablanca-Settat,2025-10-08,0.1963523634478239,-0.09054450888237164,3.7979505849984894
Rabat-Salé-Kénitra,2025-10-08,0.2727942153256387,-0.08237054528756274,2.0682648299194453
Fès-Meknès,2025-10-16,0.2401503486513646,-0.07201878624259678,3.163325405868561
Guelmim-Oued Noun,2025-10-16,0.09037264168965829,-0.08706045194516242,5.653495982645655
Laâyoune-Sakia El Hamra,2025-10-16,0.07710245115029048,-0.08635390631627698,0.76716595850119
Souss-Massa,2025-10-16,0.13206684606471833,-0.1033929894896155,4.639161927971623
Dakhla-Oued Ed-Dahab,2025-10-16,0.06186719130166761,-0.06817291799116719,4.011913825631413
Tanger-Tétouan-Al Hoceima,2025-10-16,0.29417043531626513,-0.08672313776730732,2.639775820565191
Drâa-Tafilalet,2025-10-16,0.12359997711364461,-0.07665914707830067,4.096397892949312
Marrakech-Safi,2025-10-16,0.18818076604207518,-0.11577380469970068,6.029630441061926
l'Oriental,2025-10-16,0.15623179264265127,-0.11776638889848672,2.42673688181136
Béni Mellal-Khénifra,2025-10-16,0.23733455582910953,-0.036948944815963315,2.0406155606975864
Casablanca-Settat,2025-10-16,0.21263483259698393,-0.09772943644981613,3.5438893888099545
Rabat-Salé-Kénitra,2025-10-16,0.27276720815121686,-0.08183108817824727,1.6777079844060105
Fès-Meknès,2025-10-24,0.26765203475378024,-0.051580477411545415,2.0219097865174054
Guelmim-Oued Noun,2025-10-24,0.07436814681267863,-0.07807794021021423,3.5926837064407424
Laâyoune-Sakia El Hamra,2025-10-24,0.0779729790949927,-0.08046607361663569,3.680978928429245
Souss-Massa,2025-10-24,0.1306644185634988,-0.09754990261685913,3.780097110027837
Dakhla-Oued Ed-Dahab,2025-10-24,0.10999695141868657,-0.06686430677408682,2.8856389397041595
Tanger-Tétouan-Al Hoceima,2025-10-24,0.32769661105406583,-0.072444587911304,1.8026618701492192
Drâa-Tafilalet,2025-10-24,0.1237782063786114,-0.0814390569513637,-1.4401422998926756
Marrakech-Safi,2025-10-24,0.18411005760576682,-0.10731841427369355,5.233225411910381
l'Oriental,2025-10-24,0.17030151071528646,-0.11140975497158707,3.0971955286234354
Béni Mellal-Khénifra,2025-10-24,0.2258851185183053,-0.03841968326527616,2.089301377880148
Casablanca-Settat,2025-10-24,0.20892110463349423,-0.10360752759260897,3.4779928229548487
Rabat-Salé-Kénitra,2025-10-24,0.27962440927949783,-0.0802818618134785,2.3042459323708324
Fès-Meknès,2025-11-01,0.2644546348172894,-0.0659421535651946,2.63848234483073
Guelmim-Oued Noun,2025-11-01,0.10246132104467742,-0.10953412959926591,-1.82862579002702
Laâyoune-Sakia El Hamra,2025-11-01,0.08110746838040271,-0.08940698242669876,-2.146644844313779
Souss-Massa,2025-11-01,0.13658055766955987,-0.1016451200588452,6.859796981619977
Dakhla-Oued Ed-Dahab,2025-11-01,0.0774822178978399,-0.062326548224738605,2.36589779435334
Tanger-Tétouan-Al Hoceima,2025-11-01,0.35066738399764014,-0.07308424477894954,1.0382190799899196
Drâa-Tafilalet,2025-11-01,0.12377812961438618,-0.07787479748694418,1.4764349634771439
Marrakech-Safi,2025-11-01,0.17846150667825902,-0.10478724217466472,5.886146094397079
l'Oriental,2025-11-01,0.16368340668603698,-0.11569558058760629,-0.5079410355769419
