nom_fr,year,month,date,P,NDVI,LST,ET_PET
Casablanca-Settat,2000.0,5.0,2000-05,10.888281821279469,0.2438202117332269,40.2344940155902,0.0
Rabat-Salé-Kénitra,2000.0,5.0,2000-05,27.335056591616393,0.3244063391442157,37.058669372965,0.0
Fès-Meknès,2000.0,6.0,2000-06,6.267054987973078,0.21338869188133916,41.59044796343015,0.0
Guelmim-Oued Noun,2000.0,6.0,2000-06,0.05867104764863677,0.11454190885162875,44.044142559768765,0.0
Laâyoune-Sakia El Hamra,2000.0,6.0,2000-06,0.01716797255657935,0.10503377176732119,40.30107685968563,0.0
Souss-Massa,2000.0,6.0,2000-06,1.7829502115669056,0.16143099063270158,44.629763831624544,0.0
Dakhla-Oued Ed-Dahab,2000.0,6.0,2000-06,0.03243550291866022,0.06493664596273294,40.81881120806631,0.0
Tanger-Tétouan-Al Hoceima,2000.0,6.0,2000-06,3.34092848846278,0.39225190275311916,35.600436458983616,0.0
Drâa-Tafilalet,2000.0,6.0,2000-06,5.275285909485571,0.13621811630513603,44.690567167648105,0.0
Marrakech-Safi,2000.0,6.0,2000-06,3.167040024459116,0.17676375143156317,42.51681986695567,0.0
l'Oriental,2000.0,6.0,2000-06,6.008741094074346,0.13518236860881905,43.780050025868725,0.0
Béni Mellal-Khénifra,2000.0,6.0,2000-06,5.9293512843971605,0.2312707838145479,42.694612033543656,0.0
Casablanca-Settat,2000.0,6.0,2000-06,0.15369911930324004,0.21685372072913564,43.04074556539887,0.0
Rabat-Salé-Kénitra,2000.0,6.0,2000-06,1.3732536399520905,0.2516196520361087,42.76984117582741,0.0
Fès-Meknès,2000.0,7.0,2000-07,0.17221868697656256,0.19978764529665197,43.94460825257713,0.0
Guelmim-Oued Noun,2000.0,7.0,2000-07,0.0,0.11542124154136199,43.56186687527274,0.0
Laâyoune-Sakia El Hamra,2000.0,7.0,2000-07,0.031091040581237624,0.10644912467580588,40.421062835884904,0.0
Souss-Massa,2000.0,7.0,2000-07,0.0,0.15709410898143436,46.63700591355177,0.0
Dakhla-Oued Ed-Dahab,2000.0,7.0,2000-07,0.014026214126092779,0.035120496894409936,40.144820790301424,0.0
Tanger-Tétouan-Al Hoceima,2000.0,7.0,2000-07,0.01496290294367951,0.35519071876438246,38.30108737670124,0.0
Drâa-Tafilalet,2000.0,7.0,2000-07,0.009024921776204946,0.13116539746379188,47.46915812355698,0.0
Marrakech-Safi,2000.0,7.0,2000-07,4.926669453197386E-4,0.1709769916223044,43.51384956167991,0.0
l'Oriental,2000.0,7.0,2000-07,0.04754625273744629,0.13271091534504864,44.83754386159569,0.0
Béni Mellal-Khénifra,2000.0,7.0,2000-07,0.014818781824345161,0.22092780130472564,44.845842592451206,0.0
Casablanca-Settat,2000.0,7.0,2000-07,0.0,0.2142759776650242,44.2143547476319,0.0
Rabat-Salé-Kénitra,2000.0,7.0,2000-07,0.0,0.24635070161576003,43.35679895939646,0.0
Fès-Meknès,2000.0,8.0,2000-08,5.538994792550781,0.19118279732519516,42.38671583816686,0.0
Guelmim-Oued Noun,2000.0,8.0,2000-08,0.01609134346054844,0.11764774405959978,45.36988773811154,0.0
Laâyoune-Sakia El Hamra,2000.0,8.0,2000-08,0.0247141660092229,0.10754767043349386,42.63596271120709,0.0
Souss-Massa,2000.0,8.0,2000-08,0.2532091216242239,0.15391222420780923,45.381955246704486,0.0
Dakhla-Oued Ed-Dahab,2000.0,8.0,2000-08,4.050726515211797,0.05169192546583851,40.87784968119861,0.0
Tanger-Tétouan-Al Hoceima,2000.0,8.0,2000-08,1.7147043491182694,0.3132275978748031,39.40677641819624,0.0
Drâa-Tafilalet,2000.0,8.0,2000-08,1.950002875825362,0.13191019702863677,45.18370344527625,0.0
Marrakech-Safi,2000.0,8.0,2000-08,0.5265133615715456,0.16920415979712344,41.393977231553336,0.0
l'Oriental,2000.0,8.0,2000-08,1.9566687743073814,0.1320433322066057,43.324881305936756,0.0
Béni Mellal-Khénifra,2000.0,8.0,2000-08,5.572328321173919,0.2148679375298337,41.610575944114366,0.0
Casablanca-Settat,2000.0,8.0,2000-08,0.4741870365715613,0.2073783971741715,42.16267947432672,0.0
Rabat-Salé-Kénitra,2000.0,8.0,2000-08,1.727583878246887,0.22723842580610015,42.49172574354866,0.0
Fès-Meknès,2000.0,9.0,2000-09,15.537652019070322,0.20308398662597602,38.312055350499215,0.0
Guelmim-Oued Noun,2000.0,9.0,2000-09,1.8699705194996978,0.11736279064472352,43.23782247314943,0.0
Laâyoune-Sakia El Hamra,2000.0,9.0,2000-09,3.001006892263313,0.1105856706187477,41.656460160605455,0.0
Souss-Massa,2000.0,9.0,2000-09,3.047376068207005,0.15723910609060276,42.69511253653623,0.0
Dakhla-Oued Ed-Dahab,2000.0,9.0,2000-09,5.7389661693533744,0.12744347826086957,43.12699487037582,0.0
Tanger-Tétouan-Al Hoceima,2000.0,9.0,2000-09,21.013671326876096,0.34116074507069444,34.500515295292786,0.0
Drâa-Tafilalet,2000.0,9.0,2000-09,11.984941958917068,0.13503480088349704,41.71814314908502,0.0
Marrakech-Safi,2000.0,9.0,2000-09,2.859583011704713,0.17490045045045044,40.56247249954617,0.0
l'Oriental,2000.0,9.0,2000-09,14.034979374042386,0.13497210752768923,39.04885082481975,0.0
Béni Mellal-Khénifra,2000.0,9.0,2000-09,8.313260494792296,0.22676159366853124,39.38859070982328,0.0
Casablanca-Settat,2000.0,9.0,2000-09,5.431568818635472,0.2195239685602062,41.43318976205575,0.0
Rabat-Salé-Kénitra,2000.0,9.0,2000-09,11.205938090489472,0.24798662756638198,39.922260920870464,0.0
Fès-Meknès,2000.0,10.0,2000-10,82.96909318234444,0.23008400525087475,27.18576459862072,0.0
Guelmim-Oued Noun,2000.0,10.0,2000-10,3.166924659913653,0.12142637364639017,37.13704088314386,0.0
Laâyoune-Sakia El Hamra,2000.0,10.0,2000-10,0.6661398044863795,0.1131907836235643,36.518285442043066,0.0
Souss-Massa,2000.0,10.0,2000-10,11.669227099656304,0.16158447097780207,34.9420911003142,0.0
Dakhla-Oued Ed-Dahab,2000.0,10.0,2000-10,0.6364790328527229,0.11575962732919255,38.98320045132693,0.0
Tanger-Tétouan-Al Hoceima,2000.0,10.0,2000-10,94.94437972920961,0.39414506153907064,24.23914581096268,0.0
Drâa-Tafilalet,2000.0,10.0,2000-10,35.210101771374354,0.13878881310300864,33.18698445588029,0.0
Marrakech-Safi,2000.0,10.0,2000-10,18.15672984092402,0.18319701000716632,32.235395634238486,0.0
l'Oriental,2000.0,10.0,2000-10,44.49680180115506,0.144961373761567,28.809141634252494,0.0
Béni Mellal-Khénifra,2000.0,10.0,2000-10,56.93612379486381,0.24474358820973527,29.575224922480047,0.0
Casablanca-Settat,2000.0,10.0,2000-10,35.24085735716251,0.24709397390350277,33.90524515279852,0.0
Rabat-Salé-Kénitra,2000.0,10.0,2000-10,64.06324974243704,0.2911183110360298,29.492541186761965,0.0
Fès-Meknès,2000.0,11.0,2000-11,43.723011362127934,0.28196257180683953,18.686004672062843,0.0
Guelmim-Oued Noun,2000.0,11.0,2000-11,7.750873778024463,0.12167414366251063,30.997719850132356,0.0
Laâyoune-Sakia El Hamra,2000.0,11.0,2000-11,3.820950396681456,0.11556535753982959,31.23943861115473,0.0
Souss-Massa,2000.0,11.0,2000-11,15.958730245903466,0.1652638546758474,28.29504954306817,0.0
Dakhla-Oued Ed-Dahab,2000.0,11.0,2000-11,1.955083045799568,0.1105,32.8245502758375,0.0
Tanger-Tétouan-Al Hoceima,2000.0,11.0,2000-11,81.4191630106711,0.4604641318863948,17.676105131726835,0.0
Drâa-Tafilalet,2000.0,11.0,2000-11,26.676794542460996,0.14320737346431953,25.800712908437845,0.0
Marrakech-Safi,2000.0,11.0,2000-11,15.77730803596578,0.1880131104948803,25.429236372566876,0.0
l'Oriental,2000.0,11.0,2000-11,27.68696643237231,0.1612780541746533,19.753781954470114,0.0
Béni Mellal-Khénifra,2000.0,11.0,2000-11,36.55900003173763,0.2709754678530778,21.2186365548037,0.0
Casablanca-Settat,2000.0,11.0,2000-11,20.34465780846735,0.2990468823291881,25.47271137753957,0.0
Rabat-Salé-Kénitra,2000.0,11.0,2000-11,43.066959541524035,0.3857291435629852,21.5466518442922,0.0
Fès-Meknès,2000.0,12.0,2000-12,88.91551119190527,0.33560799333542757,15.045993674648798,0.0
Guelmim-Oued Noun,2000.0,12.0,2000-12,20.31873224179835,0.12841868368564358,26.20112094992444,0.0
Laâyoune-Sakia El Hamra,2000.0,12.0,2000-12,15.212327637497182,0.1141244673953316,28.069945097896092,0.0
Souss-Massa,2000.0,12.0,2000-12,34.492202925808066,0.17235625576696212,23.69229408225419,0.0
Dakhla-Oued Ed-Dahab,2000.0,12.0,2000-12,1.5777827694858975,0.1214245341614907,30.424285059341916,0.0
Tanger-Tétouan-Al Hoceima,2000.0,12.0,2000-12,219.22424463232156,0.49729881655926794,14.691017072460175,0.0
Drâa-Tafilalet,2000.0,12.0,2000-12,42.371671842085576,0.14499538142018856,21.255992624153983,0.0
Marrakech-Safi,2000.0,12.0,2000-12,67.08476428464893,0.19860284959229052,20.765827903715497,0.0
l'Oriental,2000.0,12.0,2000-12,30.68648542228375,0.18243685623661016,16.412441520954502,0.0
Béni Mellal-Khénifra,2000.0,12.0,2000-12,100.62137111716983,0.29427965328690503,16.622279641572927,0.0
Casablanca-Settat,2000.0,12.0,2000-12,104.46162947593865,0.3245223192869386,20.5183891946451,0.0
Rabat-Salé-Kénitra,2000.0,12.0,2000-12,162.8805344580722,0.47028727568294104,17.949069131964738,0.0
Fès-Meknès,2001.0,1.0,2001-01,61.839343344404234,0.3726508610088857,13.368686808635209,0.0
Guelmim-Oued Noun,2001.0,1.0,2001-01,6.342635623351113,0.14816451652565146,26.434819519006197,0.0
Laâyoune-Sakia El Hamra,2001.0,1.0,2001-01,2.6795616324012816,0.11458814838829193,27.56218854742498,0.0
Souss-Massa,2001.0,1.0,2001-01,20.041825295983735,0.19288040853452015,23.616497390036308,0.0
Dakhla-Oued Ed-Dahab,2001.0,1.0,2001-01,0.8750080691722523,0.18560683229813665,29.098998786147273,0.0
Tanger-Tétouan-Al Hoceima,2001.0,1.0,2001-01,120.17579160765462,0.5281916613899006,13.271602796853559,0.0
Drâa-Tafilalet,2001.0,1.0,2001-01,20.12638733219008,0.13158597822025891,21.383554771057575,0.0
Marrakech-Safi,2001.0,1.0,2001-01,36.96192364898567,0.2506745947652195,18.18474284181803,0.0
l'Oriental,2001.0,1.0,2001-01,23.953214726167438,0.20433410345326408,15.74034256050246,0.0
Béni Mellal-Khénifra,2001.0,1.0,2001-01,72.24490722520788,0.31397878520372585,13.824565338262051,0.0
Casablanca-Settat,2001.0,1.0,2001-01,60.190225389743595,0.4553503467533692,16.90799062953949,0.0
Rabat-Salé-Kénitra,2001.0,1.0,2001-01,92.99542724839947,0.5651380453490646,15.974042840610927,0.0
Fès-Meknès,2001.0,2.0,2001-02,23.983489699087297,0.39832802351674057,18.3028701885001,0.0
Guelmim-Oued Noun,2001.0,2.0,2001-02,3.623224850700535,0.15258386096412532,29.556429585420222,0.0
Laâyoune-Sakia El Hamra,2001.0,2.0,2001-02,1.46824310894613,0.11181169877732493,30.950659138191487,0.0
Souss-Massa,2001.0,2.0,2001-02,8.19520227483219,0.2120680102690518,27.542535399043715,0.0
Dakhla-Oued Ed-Dahab,2001.0,2.0,2001-02,1.2972803079592194,0.1127636645962733,32.9731258719668,0.0
Tanger-Tétouan-Al Hoceima,2001.0,2.0,2001-02,55.80694966084755,0.5292015103020117,16.992376418196226,0.0
Drâa-Tafilalet,2001.0,2.0,2001-02,8.353966119202502,0.13865880958660257,25.971038699081326,0.0
Marrakech-Safi,2001.0,2.0,2001-02,10.518490442866257,0.28677099500301784,24.633517367302687,0.0
l'Oriental,2001.0,2.0,2001-02,13.807388298121726,0.20735675664022682,21.256566701309666,0.0
Béni Mellal-Khénifra,2001.0,2.0,2001-02,18.573763069551568,0.3594610321836409,20.513109261154497,0.0
Casablanca-Settat,2001.0,2.0,2001-02,17.25492890837094,0.5293222485071952,22.353817010045674,0.0
Rabat-Salé-Kénitra,2001.0,2.0,2001-02,29.847088992874518,0.5787445112703431,19.186214941135795,0.0
Fès-Meknès,2001.0,3.0,2001-03,27.305969189244433,0.41864517278520796,26.78286815077485,0.0
Guelmim-Oued Noun,2001.0,3.0,2001-03,2.965071083594145,0.13946183070884058,37.36290564902845,0.0
Laâyoune-Sakia El Hamra,2001.0,3.0,2001-03,1.1049137565293286,0.11235176917376806,36.29008396025347,0.0
Souss-Massa,2001.0,3.0,2001-03,16.14525166610701,0.20478490851700035,36.079743165379455,0.0
Dakhla-Oued Ed-Dahab,2001.0,3.0,2001-03,0.4615137177042135,0.10549658385093169,38.03932228029833,0.0
Tanger-Tétouan-Al Hoceima,2001.0,3.0,2001-03,63.72208306927818,0.5449491271160452,23.70867044574854,0.0
Drâa-Tafilalet,2001.0,3.0,2001-03,17.17743239113815,0.1445299715390871,34.95433243192679,0.0
Marrakech-Safi,2001.0,3.0,2001-03,32.52729750521145,0.26716988417235477,32.2432424944565,0.0
l'Oriental,2001.0,3.0,2001-03,13.788389214909218,0.19979981511134376,31.134397224369412,0.0
Béni Mellal-Khénifra,2001.0,3.0,2001-03,34.994480301441335,0.37229431905805194,28.89163079108563,0.0
Casablanca-Settat,2001.0,3.0,2001-03,29.7471335354974,0.47717576924331967,31.104235693680096,0.0
Rabat-Salé-Kénitra,2001.0,3.0,2001-03,47.616394402784884,0.5631925197636987,27.51005341977698,0.0
Fès-Meknès,2001.0,4.0,2001-04,15.893894128144758,0.33324463120455916,31.585107036594316,0.0
Guelmim-Oued Noun,2001.0,4.0,2001-04,1.7529820204806612,0.1295783795845134,40.03335617115479,0.0
Laâyoune-Sakia El Hamra,2001.0,4.0,2001-04,2.4313244435506305,0.10925048165987405,37.88101057641899,0.0
Souss-Massa,2001.0,4.0,2001-04,7.845505988374777,0.17989506318838575,39.41339953414246,0.0
Dakhla-Oued Ed-Dahab,2001.0,4.0,2001-04,0.050574112555704764,0.1235385093167702,40.38818298302441,0.0
Tanger-Tétouan-Al Hoceima,2001.0,4.0,2001-04,19.932902233691053,0.47975779992779727,28.476716444000502,0.0
Drâa-Tafilalet,2001.0,4.0,2001-04,12.297423307191123,0.14171611656886654,38.7605664395148,0.0
Marrakech-Safi,2001.0,4.0,2001-04,12.83281985674504,0.20836969770973424,37.33661753494283,0.0
l'Oriental,2001.0,4.0,2001-04,9.887872035490462,0.16840994859344968,35.27213875960874,0.0
Béni Mellal-Khénifra,2001.0,4.0,2001-04,19.265950927161224,0.3007102773153985,34.78922140925965,0.0
Casablanca-Settat,2001.0,4.0,2001-04,11.114847038682477,0.3162839612288941,36.71207244034351,0.0
Rabat-Salé-Kénitra,2001.0,4.0,2001-04,13.922958160980992,0.415838115736705,33.09463074670754,0.0
Fès-Meknès,2001.0,5.0,2001-05,21.996492079469075,0.26100378635221216,34.73719490316607,0.0
Guelmim-Oued Noun,2001.0,5.0,2001-05,0.8742493160180648,0.12254119345349228,40.140358387734196,0.0
Laâyoune-Sakia El Hamra,2001.0,5.0,2001-05,0.3908254882884574,0.10758452667654689,39.82023238044063,0.0
Souss-Massa,2001.0,5.0,2001-05,2.1929913035481907,0.1643410260228695,42.531412767851975,0.0
Dakhla-Oued Ed-Dahab,2001.0,5.0,2001-05,0.0033034829569366956,0.10272173913043481,41.37110883508978,0.0
Tanger-Tétouan-Al Hoceima,2001.0,5.0,2001-05,40.13300239195942,0.43633214303381684,29.671708145003542,0.0
Drâa-Tafilalet,2001.0,5.0,2001-05,10.109119148660838,0.13638402617524892,42.15792048012445,0.0
Marrakech-Safi,2001.0,5.0,2001-05,9.184931611523767,0.1819212786558692,40.025206592420936,0.0
l'Oriental,2001.0,5.0,2001-05,11.044848928782823,0.14993723443913845,38.81081495709164,0.0
Béni Mellal-Khénifra,2001.0,5.0,2001-05,17.846403672372972,0.2501515290136224,37.35250058808258,0.0
Casablanca-Settat,2001.0,5.0,2001-05,9.113712389820321,0.24125275047312966,40.15083231376723,0.0
Rabat-Salé-Kénitra,2001.0,5.0,2001-05,23.65093605421682,0.32118115010171505,35.70321841437049,0.0
Fès-Meknès,2001.0,6.0,2001-06,4.187322883569008,0.21714628309846518,42.112547576682495,0.0
Guelmim-Oued Noun,2001.0,6.0,2001-06,0.0,0.11394807284219341,44.801732380942866,0.0
Laâyoune-Sakia El Hamra,2001.0,6.0,2001-06,6.176285631296198E-5,0.10086037884401632,41.83698824166044,0.0
Souss-Massa,2001.0,6.0,2001-06,0.2199574675554889,0.15103952263316808,45.70270084460881,0.0
Dakhla-Oued Ed-Dahab,2001.0,6.0,2001-06,7.30025968764711E-4,0.12414223602484471,43.10395683972985,0.0
Tanger-Tétouan-Al Hoceima,2001.0,6.0,2001-06,0.7247554174231146,0.3603086573084838,37.34632598326886,0.0
Drâa-Tafilalet,2001.0,6.0,2001-06,3.1841065399880666,0.12793325003846062,46.0919547052844,0.0
Marrakech-Safi,2001.0,6.0,2001-06,1.4895526638007217,0.16413488115882688,43.65299240814493,0.0
l'Oriental,2001.0,6.0,2001-06,2.911977575654404,0.13725681362962422,45.11080256722886,0.0
Béni Mellal-Khénifra,2001.0,6.0,2001-06,6.397859807300176,0.21978786703058645,43.39030720821181,0.0
Casablanca-Settat,2001.0,6.0,2001-06,0.03212968608270568,0.21048438675435108,43.9527769298443,0.0
Rabat-Salé-Kénitra,2001.0,6.0,2001-06,0.8173484403330941,0.25693762391974667,42.75871113682758,0.0
Fès-Meknès,2001.0,7.0,2001-07,1.1663123792013077,0.1974751584238394,40.58227987840871,0.0
Guelmim-Oued Noun,2001.0,7.0,2001-07,0.010634204124100445,0.11372588912467321,42.11823377609392,0.0
Laâyoune-Sakia El Hamra,2001.0,7.0,2001-07,0.0,0.10446211096702483,38.281600167164335,0.0
Souss-Massa,2001.0,7.0,2001-07,0.05588880019430311,0.14622674906852598,44.36504495654362,0.0
Dakhla-Oued Ed-Dahab,2001.0,7.0,2001-07,0.3491233588223989,0.0693080745341615,38.30858433028064,0.0
Tanger-Tétouan-Al Hoceima,2001.0,7.0,2001-07,0.3766055985704278,0.32390149842193294,38.01278109626666,0.0
Drâa-Tafilalet,2001.0,7.0,2001-07,0.14216614880683767,0.12408658447067096,44.71902552613656,0.0
Marrakech-Safi,2001.0,7.0,2001-07,0.0,0.15982528444359093,40.22381246729955,0.0
l'Oriental,2001.0,7.0,2001-07,0.34385329560233935,0.13575825023541907,42.9782780864627,0.0
Béni Mellal-Khénifra,2001.0,7.0,2001-07,0.09612158095304753,0.20652708713266346,41.428269082133035,0.0
Casablanca-Settat,2001.0,7.0,2001-07,0.004595557635226563,0.2046347605973949,40.289427685823654,0.0
Rabat-Salé-Kénitra,2001.0,7.0,2001-07,0.047139215212233715,0.2431974353210446,40.469258296581174,0.0
Fès-Meknès,2001.0,8.0,2001-08,8.195390945354543,0.20932062965622517,41.41099051302358,0.0
Guelmim-Oued Noun,2001.0,8.0,2001-08,0.2195741136736262,0.11620424366342136,44.693559709350865,0.0
Laâyoune-Sakia El Hamra,2001.0,8.0,2001-08,0.2692314436801114,0.10527665339014454,41.82142346792747,0.0
Souss-Massa,2001.0,8.0,2001-08,1.1359722321515444,0.1504865031185396,45.2882919497622,0.0
Dakhla-Oued Ed-Dahab,2001.0,8.0,2001-08,3.403742954647869,0.05772795031055901,43.232491990002984,0.0
Tanger-Tétouan-Al Hoceima,2001.0,8.0,2001-08,1.6915306677970434,0.3273341532892199,37.842575702334905,0.0
Drâa-Tafilalet,2001.0,8.0,2001-08,6.3761465620917965,0.13006428507065776,44.27809463900988,0.0
Marrakech-Safi,2001.0,8.0,2001-08,0.6447023221777731,0.16526381114779576,42.26370741994389,0.0
l'Oriental,2001.0,8.0,2001-08,4.915909979295435,0.13818157223843316,42.90991405996698,0.0
Béni Mellal-Khénifra,2001.0,8.0,2001-08,3.448176448954132,0.22124433190947715,42.08301367100982,0.0
Casablanca-Settat,2001.0,8.0,2001-08,0.0,0.2102542489884819,42.585790924156555,0.0
Rabat-Salé-Kénitra,2001.0,8.0,2001-08,0.6472702866223073,0.25676451410743734,41.23283965410417,0.0
Fès-Meknès,2001.0,9.0,2001-09,12.859428747710123,0.214891869109595,34.833276777705194,0.0
Guelmim-Oued Noun,2001.0,9.0,2001-09,2.5249025340489895,0.11905513347116085,39.89467347524769,0.0
Laâyoune-Sakia El Hamra,2001.0,9.0,2001-09,1.6339706197352997,0.10902218414227495,40.56161137120959,0.0
Souss-Massa,2001.0,9.0,2001-09,5.919532860849205,0.15759640185360393,39.89539451907623,0.0
Dakhla-Oued Ed-Dahab,2001.0,9.0,2001-09,2.904322392842668,0.09505000000000001,41.83509829981096,0.0
Tanger-Tétouan-Al Hoceima,2001.0,9.0,2001-09,22.913540265034662,0.34213615159340277,31.70010530653014,0.0
Drâa-Tafilalet,2001.0,9.0,2001-09,9.005632245802673,0.13372888321135795,39.881341756855605,0.0
Marrakech-Safi,2001.0,9.0,2001-09,3.6884238007516332,0.17060526602585277,37.559891332899106,0.0
l'Oriental,2001.0,9.0,2001-09,16.14212775244056,0.14221740681799838,36.016321277154496,0.0
Béni Mellal-Khénifra,2001.0,9.0,2001-09,4.042022052062431,0.2274492604310737,36.612066308216356,0.0
Casablanca-Settat,2001.0,9.0,2001-09,3.988824326247524,0.215054000334466,38.99353530290326,0.0
