nom_fr,year,month,date,P,NDVI,LST,ET_PET
Drâa-Tafilalet,2004.0,9.0,2004-09,11.115249607511306,0.14432606415243626,39.400451693416315,0.0
Marrakech-Safi,2004.0,9.0,2004-09,8.358941819477549,0.18608275778583597,38.38564541445549,0.0
l'Oriental,2004.0,9.0,2004-09,11.808202090454042,0.15629085228023537,37.508014050751335,0.0
Béni Mellal-Khénifra,2004.0,9.0,2004-09,10.244091362034412,0.250753951966268,37.42647014526408,0.0
Casablanca-Settat,2004.0,9.0,2004-09,6.149348702298242,0.2321819775907852,40.574946477893576,0.0
Rabat-Salé-Kénitra,2004.0,9.0,2004-09,6.515582588529514,0.2844933599905542,38.618137073553065,0.0
Fès-Meknès,2004.0,10.0,2004-10,61.37480713605733,0.24469963827304525,28.323953239457907,0.0
Guelmim-Oued Noun,2004.0,10.0,2004-10,10.92631187892065,0.13582412817967368,35.75657247731484,0.0
Laâyoune-Sakia El Hamra,2004.0,10.0,2004-10,3.5411011622192436,0.11513670340866988,37.60803331027542,0.0
Souss-Massa,2004.0,10.0,2004-10,25.962040055720603,0.18038362664540916,33.606250959782734,0.0
Dakhla-Oued Ed-Dahab,2004.0,10.0,2004-10,1.7039816156634902,0.12370341614906834,40.414949692015774,0.0
Tanger-Tétouan-Al Hoceima,2004.0,10.0,2004-10,76.44479787356278,0.3826727415524665,26.05715063054069,0.0
Drâa-Tafilalet,2004.0,10.0,2004-10,33.9883970105285,0.14697843256192175,32.7044054911862,0.0
Marrakech-Safi,2004.0,10.0,2004-10,39.06515637993927,0.20049706404232956,31.210124598250992,0.0
l'Oriental,2004.0,10.0,2004-10,29.72136456318972,0.16466296141231332,29.462475918951107,0.0
Béni Mellal-Khénifra,2004.0,10.0,2004-10,57.58421905468436,0.2763087680378936,28.598706554447322,0.0
Casablanca-Settat,2004.0,10.0,2004-10,71.53345963545324,0.2606003409920588,30.89884033389944,0.0
Rabat-Salé-Kénitra,2004.0,10.0,2004-10,93.44552092039677,0.30801375349644006,29.52401607377173,0.0
Fès-Meknès,2004.0,11.0,2004-11,55.73481260451118,0.2794381965263439,17.134822644379177,0.0
Guelmim-Oued Noun,2004.0,11.0,2004-11,6.109205921931172,0.14281935718904532,28.64857108105318,0.0
Laâyoune-Sakia El Hamra,2004.0,11.0,2004-11,3.475172773304837,0.1173511393108559,30.795762649835563,0.0
Souss-Massa,2004.0,11.0,2004-11,15.372604523966237,0.1859880810133676,26.12803901073021,0.0
Dakhla-Oued Ed-Dahab,2004.0,11.0,2004-11,2.4163699616141248,0.15189565217391304,33.27601927397377,0.0
Tanger-Tétouan-Al Hoceima,2004.0,11.0,2004-11,53.835539822871695,0.4288383676133865,18.433596021142897,0.0
Drâa-Tafilalet,2004.0,11.0,2004-11,28.089181966582288,0.14987457858069056,22.101835448938438,0.0
Marrakech-Safi,2004.0,11.0,2004-11,31.903330202718973,0.21987094366587723,23.238310721493196,0.0
l'Oriental,2004.0,11.0,2004-11,22.956586798747836,0.17628386593248177,18.104530312201955,0.0
Béni Mellal-Khénifra,2004.0,11.0,2004-11,55.35119922275566,0.3147214664700195,18.114238084327503,0.0
Casablanca-Settat,2004.0,11.0,2004-11,40.640858231496495,0.34637696794429945,23.847861161691643,0.0
Rabat-Salé-Kénitra,2004.0,11.0,2004-11,55.98001444968098,0.36835943016216904,21.79934210526322,0.0
Fès-Meknès,2004.0,12.0,2004-12,54.41978676795529,0.3140430921820305,12.436663816652358,0.0
Guelmim-Oued Noun,2004.0,12.0,2004-12,21.061627178863187,0.14983201941729896,23.588686514244248,0.0
Laâyoune-Sakia El Hamra,2004.0,12.0,2004-12,16.432985027527703,0.11651258799555393,24.885596630897712,0.0
Souss-Massa,2004.0,12.0,2004-12,35.11004630619494,0.20220945095600162,20.277749801591106,0.0
Dakhla-Oued Ed-Dahab,2004.0,12.0,2004-12,2.982023605206738,0.09893478260869566,26.520739381287175,0.0
Tanger-Tétouan-Al Hoceima,2004.0,12.0,2004-12,90.10118363828819,0.4785600781617157,13.653310275939587,0.0
Drâa-Tafilalet,2004.0,12.0,2004-12,38.61066057877541,0.14379203907606414,17.363815577809916,0.0
Marrakech-Safi,2004.0,12.0,2004-12,46.52940771342393,0.2715778980630877,17.034244124587545,0.0
l'Oriental,2004.0,12.0,2004-12,28.62779183410023,0.1778901970167857,13.983284537269578,0.0
Béni Mellal-Khénifra,2004.0,12.0,2004-12,65.29351116209963,0.3691609227935326,12.849427788045919,0.0
Casablanca-Settat,2004.0,12.0,2004-12,52.63850538341389,0.4994804653430213,16.956713628086852,0.0
Rabat-Salé-Kénitra,2004.0,12.0,2004-12,76.03044313358635,0.4683350396901084,15.886656332009085,0.0
Fès-Meknès,2005.0,1.0,2005-01,18.778653099193686,0.3173143108787367,14.214565912008082,0.0
Guelmim-Oued Noun,2005.0,1.0,2005-01,7.618990624957441,0.15179866528839053,22.744242669625812,0.0
Laâyoune-Sakia El Hamra,2005.0,1.0,2005-01,6.0415739159962465,0.1144779964801779,23.58020618007787,0.0
Souss-Massa,2005.0,1.0,2005-01,14.722389933046117,0.2078480255089529,20.701112081647636,0.0
Dakhla-Oued Ed-Dahab,2005.0,1.0,2005-01,3.348474723008776,0.0737357142857143,25.84086398692139,0.0
Tanger-Tétouan-Al Hoceima,2005.0,1.0,2005-01,22.13877108045947,0.4769797977699287,15.195826345361484,0.0
Drâa-Tafilalet,2005.0,1.0,2005-01,13.002249466286921,0.13352296400079117,18.027937820306363,0.0
Marrakech-Safi,2005.0,1.0,2005-01,16.814187223464515,0.2782394354991799,19.74154153097073,0.0
l'Oriental,2005.0,1.0,2005-01,13.522428715164702,0.1758768779187612,14.966255753110376,0.0
Béni Mellal-Khénifra,2005.0,1.0,2005-01,24.185363741198856,0.369502676768295,14.780626239173966,0.0
Casablanca-Settat,2005.0,1.0,2005-01,17.487819921272386,0.577694215787843,18.26386136628683,0.0
Rabat-Salé-Kénitra,2005.0,1.0,2005-01,18.31413519272414,0.5261687822145933,16.895129323698836,0.0
Fès-Meknès,2005.0,2.0,2005-02,48.88512536400684,0.3257521756350417,15.082086522093237,0.0
Guelmim-Oued Noun,2005.0,2.0,2005-02,19.746138926783498,0.15384381551744547,22.961098378692398,0.0
Laâyoune-Sakia El Hamra,2005.0,2.0,2005-02,9.642206113697853,0.11331202760281585,25.3109098943097,0.0
Souss-Massa,2005.0,2.0,2005-02,39.63583304305246,0.21316550288791142,21.235463268552035,0.0
Dakhla-Oued Ed-Dahab,2005.0,2.0,2005-02,4.662178510784157,0.06070962732919256,29.91673355692949,0.0
Tanger-Tétouan-Al Hoceima,2005.0,2.0,2005-02,77.35293813051798,0.4616809015805489,15.513882665334856,0.0
Drâa-Tafilalet,2005.0,2.0,2005-02,26.54480263112136,0.13477988736511282,19.786387527992144,0.0
Marrakech-Safi,2005.0,2.0,2005-02,54.53547008082375,0.269308445425652,19.98256187201694,0.0
l'Oriental,2005.0,2.0,2005-02,20.408628012471755,0.1746840893503295,17.309609399303817,0.0
Béni Mellal-Khénifra,2005.0,2.0,2005-02,54.44259561595976,0.37417384918546465,15.174386296403812,0.0
Casablanca-Settat,2005.0,2.0,2005-02,42.37168931420501,0.5200905892093848,20.361554841745647,0.0
Rabat-Salé-Kénitra,2005.0,2.0,2005-02,57.33888748295901,0.5278304989465274,18.462272189519894,0.0
Fès-Meknès,2005.0,3.0,2005-03,50.7854470126446,0.3579040265685305,24.17597920049751,0.0
Guelmim-Oued Noun,2005.0,3.0,2005-03,10.16894838535074,0.1671105465441397,34.37573240426944,0.0
Laâyoune-Sakia El Hamra,2005.0,3.0,2005-03,3.0291256733215532,0.11895495090774359,35.69426451000474,0.0
Souss-Massa,2005.0,3.0,2005-03,32.79453036251959,0.22607895569805087,31.511220561287466,0.0
Dakhla-Oued Ed-Dahab,2005.0,3.0,2005-03,0.22290518408396312,0.07888322981366461,38.35859623480724,0.0
Tanger-Tétouan-Al Hoceima,2005.0,3.0,2005-03,123.1572804009252,0.47624731663773695,21.36638234486208,0.0
Drâa-Tafilalet,2005.0,3.0,2005-03,31.514004687591896,0.13960395090217786,30.50293584325556,0.0
Marrakech-Safi,2005.0,3.0,2005-03,40.494173001006914,0.2714904285677723,28.88333447940803,0.0
l'Oriental,2005.0,3.0,2005-03,31.277736734651665,0.18542849289098182,26.97343744721884,0.0
Béni Mellal-Khénifra,2005.0,3.0,2005-03,61.27385965231015,0.4020078502319378,24.797394076404924,0.0
Casablanca-Settat,2005.0,3.0,2005-03,36.69088578664729,0.49335759474826235,28.43747155103627,0.0
Rabat-Salé-Kénitra,2005.0,3.0,2005-03,67.36995390922888,0.5331366277934454,25.951674351217434,0.0
Fès-Meknès,2005.0,4.0,2005-04,16.298802657550844,0.3219404586661883,31.1002102778379,0.0
Guelmim-Oued Noun,2005.0,4.0,2005-04,1.67028671055235,0.15113999307826126,36.28170488336157,0.0
Laâyoune-Sakia El Hamra,2005.0,4.0,2005-04,2.1024330277645134,0.1162564653575398,36.09690629045592,0.0
Souss-Massa,2005.0,4.0,2005-04,11.14422079435475,0.21302156414434298,37.92007286820716,0.0
Dakhla-Oued Ed-Dahab,2005.0,4.0,2005-04,0.3499815979287628,0.11887329192546585,38.09140141268568,0.0
Tanger-Tétouan-Al Hoceima,2005.0,4.0,2005-04,21.467674457154512,0.46797754863312885,27.90786347026263,0.0
Drâa-Tafilalet,2005.0,4.0,2005-04,15.239955925344862,0.14681184995934152,38.6598989550242,0.0
Marrakech-Safi,2005.0,4.0,2005-04,13.399420072566326,0.21501729167910805,34.45941147996688,0.0
l'Oriental,2005.0,4.0,2005-04,15.298139834616475,0.18470443666448294,34.02026518639976,0.0
Béni Mellal-Khénifra,2005.0,4.0,2005-04,23.154599656319718,0.3104067641335081,32.63222446932553,0.0
Casablanca-Settat,2005.0,4.0,2005-04,9.87337187740901,0.3035519963287783,34.30307802579266,0.0
Rabat-Salé-Kénitra,2005.0,4.0,2005-04,13.777663836661771,0.3920457293482998,32.36757420299365,0.0
Fès-Meknès,2005.0,5.0,2005-05,16.299981202387755,0.24112257001166845,37.39990665327787,0.0
Guelmim-Oued Noun,2005.0,5.0,2005-05,3.8729777762098974,0.1401165238299073,41.34767299427602,0.0
Laâyoune-Sakia El Hamra,2005.0,5.0,2005-05,1.4996560854447396,0.1143744535012968,39.74262934201573,0.0
Souss-Massa,2005.0,5.0,2005-05,7.279808191556271,0.18982386965561135,41.89160328874789,0.0
Dakhla-Oued Ed-Dahab,2005.0,5.0,2005-05,0.04333308054944968,0.11092857142857145,40.08470983284365,0.0
Tanger-Tétouan-Al Hoceima,2005.0,5.0,2005-05,14.511152735876209,0.37782272970045894,33.589831789237145,0.0
Drâa-Tafilalet,2005.0,5.0,2005-05,10.540294181586686,0.14259015571086348,42.07944088521725,0.0
Marrakech-Safi,2005.0,5.0,2005-05,10.015146090588923,0.18661973763911446,39.6329514769059,0.0
l'Oriental,2005.0,5.0,2005-05,11.19621036691881,0.15835210951538492,39.832574185509706,0.0
Béni Mellal-Khénifra,2005.0,5.0,2005-05,17.529460287284767,0.2608105351088699,38.18967207906277,0.0
Casablanca-Settat,2005.0,5.0,2005-05,6.491521706074286,0.23509665607563585,39.997722405221275,0.0
Rabat-Salé-Kénitra,2005.0,5.0,2005-05,11.466328631195239,0.28911135959056516,37.7950706416752,0.0
Fès-Meknès,2005.0,6.0,2005-06,13.259909872541659,0.2138680272192801,42.054940034158115,0.0
Guelmim-Oued Noun,2005.0,6.0,2005-06,0.09239115330319939,0.13410596817821646,43.10564567941971,0.0
Laâyoune-Sakia El Hamra,2005.0,6.0,2005-06,0.11533532275845433,0.11273015005557618,41.508437563227254,0.0
Souss-Massa,2005.0,6.0,2005-06,1.7938994001900075,0.17815013271545446,45.11123465154248,0.0
Dakhla-Oued Ed-Dahab,2005.0,6.0,2005-06,0.2781614321804742,0.10907329192546585,43.02838366062817,0.0
Tanger-Tétouan-Al Hoceima,2005.0,6.0,2005-06,4.892197086197233,0.33484325517909874,38.85954828318139,0.0
Drâa-Tafilalet,2005.0,6.0,2005-06,8.472812312411977,0.13803991143051808,45.178362346151744,0.0
Marrakech-Safi,2005.0,6.0,2005-06,3.5376436888203022,0.1772113158759,42.647347153855264,0.0
l'Oriental,2005.0,6.0,2005-06,9.929396784426123,0.14666412003872478,44.29372630978121,0.0
Béni Mellal-Khénifra,2005.0,6.0,2005-06,14.163565977611347,0.23836919207373058,42.051839797149746,0.0
Casablanca-Settat,2005.0,6.0,2005-06,3.2494595801788257,0.22058718247299897,43.9151007835997,0.0
Rabat-Salé-Kénitra,2005.0,6.0,2005-06,6.355111911050293,0.2527838566641238,43.856966348957634,0.0
Fès-Meknès,2005.0,7.0,2005-07,0.9865027209412763,0.20331118256888955,41.38017059121349,0.0
Guelmim-Oued Noun,2005.0,7.0,2005-07,0.09498340551717886,0.12785329693348757,42.47233071575903,0.0
Laâyoune-Sakia El Hamra,2005.0,7.0,2005-07,0.0784739919460746,0.11141746480177846,39.89984187855042,0.0
Souss-Massa,2005.0,7.0,2005-07,0.10065687483151882,0.16692338437459872,46.18732861292308,0.0
Dakhla-Oued Ed-Dahab,2005.0,7.0,2005-07,0.907684957341681,0.10162018633540373,39.632839774840775,0.0
Tanger-Tétouan-Al Hoceima,2005.0,7.0,2005-07,0.1913875077159631,0.31383072234919374,38.52098157073296,0.0
Drâa-Tafilalet,2005.0,7.0,2005-07,0.32189293465862934,0.13448784521219312,45.91025597985535,0.0
Marrakech-Safi,2005.0,7.0,2005-07,0.14067152716929993,0.1696778650537556,42.526142430034305,0.0
l'Oriental,2005.0,7.0,2005-07,0.6364236182605796,0.14261121268015706,43.272092331571535,0.0
Béni Mellal-Khénifra,2005.0,7.0,2005-07,0.42691852832091987,0.23192449772346177,41.966268287839675,0.0
Casablanca-Settat,2005.0,7.0,2005-07,0.113403961910483,0.20907173051195874,42.732437015365186,0.0
Rabat-Salé-Kénitra,2005.0,7.0,2005-07,0.1435017244790613,0.24340806426709563,41.057455783459744,0.0
Fès-Meknès,2005.0,8.0,2005-08,4.631400725429181,0.20475771598150924,42.33423497072604,0.0
Guelmim-Oued Noun,2005.0,8.0,2005-08,0.3260286988982582,0.12705184245758147,44.180773858914264,0.0
Laâyoune-Sakia El Hamra,2005.0,8.0,2005-08,1.0846921958851117,0.11034168673582812,41.256462338173755,0.0
Souss-Massa,2005.0,8.0,2005-08,1.0974599674971224,0.1647818432671083,45.34621743191189,0.0
Dakhla-Oued Ed-Dahab,2005.0,8.0,2005-08,5.109480017327624,0.09986086956521739,40.67030618942236,0.0
Tanger-Tétouan-Al Hoceima,2005.0,8.0,2005-08,0.7034650550204556,0.3130557534578626,38.71453437382941,0.0
Drâa-Tafilalet,2005.0,8.0,2005-08,4.277895675847298,0.1356900538449705,45.57142228550932,0.0
Marrakech-Safi,2005.0,8.0,2005-08,1.5135773195385616,0.1693322517557687,42.95635661075104,0.0
l'Oriental,2005.0,8.0,2005-08,3.699232808501747,0.14361997428075837,43.88011500381558,0.0
Béni Mellal-Khénifra,2005.0,8.0,2005-08,5.38438763432673,0.2309910079801233,42.853294927215266,0.0
Casablanca-Settat,2005.0,8.0,2005-08,0.0928646189337643,0.20773327609553968,43.485814718579284,0.0
Rabat-Salé-Kénitra,2005.0,8.0,2005-08,0.34537134106230455,0.24284215412489116,42.072711674442424,0.0
Fès-Meknès,2005.0,9.0,2005-09,9.910193558604828,0.21012105690692057,35.40931194212021,0.0
Guelmim-Oued Noun,2005.0,9.0,2005-09,3.570736301185296,0.12972254301040986,39.67918458646996,0.0
Laâyoune-Sakia El Hamra,2005.0,9.0,2005-09,8.148762750450997,0.11316779825861428,39.12694139994176,0.0
Souss-Massa,2005.0,9.0,2005-09,3.960093783388102,0.1685978980517888,39.79101999896769,0.0
Dakhla-Oued Ed-Dahab,2005.0,9.0,2005-09,14.284410372580021,0.06205900621118013,39.552737295950294,0.0
Tanger-Tétouan-Al Hoceima,2005.0,9.0,2005-09,16.69627304599491,0.32301650919128616,33.166540916468975,0.0
Drâa-Tafilalet,2005.0,9.0,2005-09,11.185155786785701,0.13663057086657443,39.81122292645951,0.0
Marrakech-Safi,2005.0,9.0,2005-09,3.2486686492443053,0.17055287289153184,38.08921457935147,0.0
l'Oriental,2005.0,9.0,2005-09,18.574636323658275,0.14703947168918968,35.87866155230764,0.0
Béni Mellal-Khénifra,2005.0,9.0,2005-09,5.9569233838309765,0.2356084250272327,36.80169496082003,0.0
Casablanca-Settat,2005.0,9.0,2005-09,0.5278485841427633,0.2159688035094447,39.986049552959415,0.0
Rabat-Salé-Kénitra,2005.0,9.0,2005-09,3.207666393576487,0.2458314568348592,38.411459305292375,0.0
Fès-Meknès,2005.0,10.0,2005-10,40.93586751004642,0.22307867695898007,27.68776986029326,0.0
Guelmim-Oued Noun,2005.0,10.0,2005-10,18.230603606435892,0.15202645197132933,33.50051018537943,0.0
Laâyoune-Sakia El Hamra,2005.0,10.0,2005-10,7.995941694326546,0.11936834012597262,35.954485868950876,0.0
Souss-Massa,2005.0,10.0,2005-10,36.089052816133616,0.19053739714187246,32.61619507730949,0.0
Dakhla-Oued Ed-Dahab,2005.0,10.0,2005-10,2.1235315357025084,0.09798136645962732,38.721788845018764,0.0
Tanger-Tétouan-Al Hoceima,2005.0,10.0,2005-10,78.92186371753,0.3645985121684427,24.95331830024556,0.0
Drâa-Tafilalet,2005.0,10.0,2005-10,34.55457465115653,0.14287647765983155,33.47980996523608,0.0
Marrakech-Safi,2005.0,10.0,2005-10,37.78530009188828,0.17966065314306442,31.217412099274323,0.0
l'Oriental,2005.0,10.0,2005-10,16.559134402694554,0.15083816843273837,29.86928666680643,0.0
Béni Mellal-Khénifra,2005.0,10.0,2005-10,45.33035621199895,0.24841252799774802,28.941824563011405,0.0
Casablanca-Settat,2005.0,10.0,2005-10,42.45555197295661,0.22126972877926201,33.54106993746208,0.0
Rabat-Salé-Kénitra,2005.0,10.0,2005-10,56.20848585124216,0.26466982799331606,30.390654826991334,0.0
Fès-Meknès,2005.0,11.0,2005-11,75.6776505233782,0.24528491843191783,18.328431347216497,0.0
Guelmim-Oued Noun,2005.0,11.0,2005-11,11.392792231760785,0.16308156312899044,29.43218716572192,0.0
Laâyoune-Sakia El Hamra,2005.0,11.0,2005-11,4.441935422126881,0.1299787282326788,30.896427588356175,0.0
Souss-Massa,2005.0,11.0,2005-11,23.196761324730033,0.2015132211749041,26.55216190646719,0.0
Dakhla-Oued Ed-Dahab,2005.0,11.0,2005-11,1.3773388843628902,0.12466521739130437,33.64125687605682,0.0
Tanger-Tétouan-Al Hoceima,2005.0,11.0,2005-11,105.9758797822167,0.4230782272621624,18.137544570691322,0.0
Drâa-Tafilalet,2005.0,11.0,2005-11,37.973371760725655,0.1437503068064438,23.741928492484366,0.0
Marrakech-Safi,2005.0,11.0,2005-11,32.72704068949179,0.19012073778026115,23.716994127256953,0.0
l'Oriental,2005.0,11.0,2005-11,35.074491096327066,0.1551959125704039,19.028439908849812,0.0
Béni Mellal-Khénifra,2005.0,11.0,2005-11,61.38712768094143,0.26861227510005753,19.135578062229857,0.0
Casablanca-Settat,2005.0,11.0,2005-11,57.08502234916772,0.24225177144558635,24.461672606747555,0.0
Rabat-Salé-Kénitra,2005.0,11.0,2005-11,127.41527366551536,0.29184374659425305,22.878253640290165,0.0
Fès-Meknès,2005.0,12.0,2005-12,43.12008958347019,0.29595244951081573,13.5511766357647,0.0
Guelmim-Oued Noun,2005.0,12.0,2005-12,33.982832415804864,0.16775624140474862,22.787837282743567,0.0
Laâyoune-Sakia El Hamra,2005.0,12.0,2005-12,26.202605744183387,0.1395633799555391,24.972705179142558,0.0
Souss-Massa,2005.0,12.0,2005-12,49.950540674758585,0.2145557149406354,20.539307338009092,0.0
Dakhla-Oued Ed-Dahab,2005.0,12.0,2005-12,3.687388189528088,0.14250652173913042,30.281246420974536,0.0
Tanger-Tétouan-Al Hoceima,2005.0,12.0,2005-12,61.54431181740503,0.49540377105543054,13.784029425229981,0.0
Drâa-Tafilalet,2005.0,12.0,2005-12,35.30199056736885,0.14301082690490316,18.244472595182973,0.0
Marrakech-Safi,2005.0,12.0,2005-12,63.11877036212037,0.24920875263652884,18.301974021120504,0.0
l'Oriental,2005.0,12.0,2005-12,16.493333790393443,0.16360259065879731,14.18683804465616,0.0
Béni Mellal-Khénifra,2005.0,12.0,2005-12,68.53783332790346,0.3321854361222965,15.315393022438817,0.0
Casablanca-Settat,2005.0,12.0,2005-12,74.53381248835449,0.42055367450321424,18.72109061521783,0.0
Rabat-Salé-Kénitra,2005.0,12.0,2005-12,74.83260000970144,0.42519912681006417,16.865564639828484,0.0
Fès-Meknès,2006.0,1.0,2006-01,120.64258430580301,0.35191844291356206,10.722761317252832,0.0
Guelmim-Oued Noun,2006.0,1.0,2006-01,30.216211555101737,0.1876834602318785,20.199709417602246,0.0
Laâyoune-Sakia El Hamra,2006.0,1.0,2006-01,13.40980780707177,0.15771030011115228,22.431043604180516,0.0
Souss-Massa,2006.0,1.0,2006-01,60.08031360851734,0.2393778628952194,17.956543193447043,0.0
Dakhla-Oued Ed-Dahab,2006.0,1.0,2006-01,6.677996150468125,0.12208322981366461,25.571934230635396,0.0
Tanger-Tétouan-Al Hoceima,2006.0,1.0,2006-01,134.24590805045955,0.5534364230727367,12.8140392558372,0.0
Drâa-Tafilalet,2006.0,1.0,2006-01,52.68674774138375,0.129569508252566,14.770291682499142,0.0
Marrakech-Safi,2006.0,1.0,2006-01,94.85043389482396,0.32885478292768244,13.887401823753635,0.0
l'Oriental,2006.0,1.0,2006-01,68.90383309443584,0.18251096174553202,11.576643043930181,0.0
Béni Mellal-Khénifra,2006.0,1.0,2006-01,141.43376399809785,0.35877476852135165,10.094390868681966,0.0
Casablanca-Settat,2006.0,1.0,2006-01,104.29294900591182,0.5688657668038528,14.632658919328144,0.0
Rabat-Salé-Kénitra,2006.0,1.0,2006-01,125.64794111160852,0.553874536154098,14.43832655999422,0.0
Fès-Meknès,2006.0,2.0,2006-02,77.88595700695168,0.3640860150569971,14.51900926289669,0.0
Guelmim-Oued Noun,2006.0,2.0,2006-02,16.11504976313701,0.23430533110501914,22.97387896121232,0.0
Laâyoune-Sakia El Hamra,2006.0,2.0,2006-02,8.204307232235236,0.21634348832901074,26.03631789824229,0.0
Souss-Massa,2006.0,2.0,2006-02,34.957836876552584,0.27502391447810287,22.285748721902813,0.0
Dakhla-Oued Ed-Dahab,2006.0,2.0,2006-02,2.707506209193403,0.11145000000000001,29.54006052972544,0.0
Tanger-Tétouan-Al Hoceima,2006.0,2.0,2006-02,115.7282130327153,0.5597289082088328,13.942113697090782,0.0
Drâa-Tafilalet,2006.0,2.0,2006-02,32.69523069835989,0.12579033361904152,21.084026934182543,0.0
Marrakech-Safi,2006.0,2.0,2006-02,51.8188801477684,0.41142086552795626,17.434529817517895,0.0
l'Oriental,2006.0,2.0,2006-02,31.833592262175987,0.1918985900652913,17.37749192793766,0.0
Béni Mellal-Khénifra,2006.0,2.0,2006-02,82.44776340949869,0.4037518450974872,13.919982077484363,0.0
Casablanca-Settat,2006.0,2.0,2006-02,70.37816520811243,0.6447995203269613,17.098281543466285,0.0
Rabat-Salé-Kénitra,2006.0,2.0,2006-02,103.59833809158972,0.6044622321221785,16.18969904201297,0.0
Fès-Meknès,2006.0,3.0,2006-03,53.35745621063973,0.40295322322951177,25.16991396387975,0.0
Guelmim-Oued Noun,2006.0,3.0,2006-03,2.7156401086954167,0.24932461179063545,36.975516133654565,0.0
Laâyoune-Sakia El Hamra,2006.0,3.0,2006-03,1.6419909410811306,0.22930933216005925,38.298192272761945,0.0
Souss-Massa,2006.0,3.0,2006-03,13.760808829115195,0.2831043567574187,34.53764283018134,0.0
Dakhla-Oued Ed-Dahab,2006.0,3.0,2006-03,0.01143099787039699,0.07084596273291925,39.00744901443469,0.0
Tanger-Tétouan-Al Hoceima,2006.0,3.0,2006-03,98.84111906633925,0.5653764377056067,21.89666783202232,0.0
Drâa-Tafilalet,2006.0,3.0,2006-03,23.471749354192365,0.14700911968967725,34.46629365665668,0.0
Marrakech-Safi,2006.0,3.0,2006-03,24.176221165511578,0.4418346125295953,27.92788172295605,0.0
l'Oriental,2006.0,3.0,2006-03,17.209523918419645,0.20639060511303955,30.027447076982636,0.0
Béni Mellal-Khénifra,2006.0,3.0,2006-03,55.462984753120104,0.459224540561546,24.35471616234136,0.0
Casablanca-Settat,2006.0,3.0,2006-03,36.6941047004188,0.6459184132493657,23.45348613867468,0.0
Rabat-Salé-Kénitra,2006.0,3.0,2006-03,65.56616414035618,0.6232478544572797,22.575749160166733,0.0
Fès-Meknès,2006.0,4.0,2006-04,37.360430850247546,0.3983474717260569,28.399078997215078,0.0
Guelmim-Oued Noun,2006.0,4.0,2006-04,2.6138961729125247,0.18957908496434397,37.14598118767789,0.0
Laâyoune-Sakia El Hamra,2006.0,4.0,2006-04,2.2660682509709407,0.17635647925157472,36.945654451638596,0.0
Souss-Massa,2006.0,4.0,2006-04,21.2916031286959,0.2351372098218197,36.505256533512245,0.0
Dakhla-Oued Ed-Dahab,2006.0,4.0,2006-04,0.15856729360310504,0.09717981366459628,38.2013359991294,0.0
Tanger-Tétouan-Al Hoceima,2006.0,4.0,2006-04,52.234411933558164,0.5462628942201654,26.196014267282646,0.0
Drâa-Tafilalet,2006.0,4.0,2006-04,23.733332123830866,0.15746175106041638,36.210484387085394,0.0
Marrakech-Safi,2006.0,4.0,2006-04,34.2582056566671,0.2897009623506823,31.64744106435456,0.0
l'Oriental,2006.0,4.0,2006-04,35.121605350383085,0.19506197462596225,32.85322996119485,0.0
Béni Mellal-Khénifra,2006.0,4.0,2006-04,39.332853702733914,0.3949790171413536,29.514591015320722,0.0
Casablanca-Settat,2006.0,4.0,2006-04,29.459543431889642,0.4538378061066342,30.113668092013338,0.0
Rabat-Salé-Kénitra,2006.0,4.0,2006-04,34.003345803387994,0.5371587540413402,28.579935060990476,0.0
Fès-Meknès,2006.0,5.0,2006-05,56.59530410346924,0.30156605578493806,32.491849897378415,0.0
Guelmim-Oued Noun,2006.0,5.0,2006-05,1.3385762011340232,0.15920513711418144,40.395997541268585,0.0
Laâyoune-Sakia El Hamra,2006.0,5.0,2006-05,0.3395487239007145,0.1534275565024083,40.26587128159018,0.0
Souss-Massa,2006.0,5.0,2006-05,5.978511921824117,0.19816547400049028,40.05099747230344,0.0
Dakhla-Oued Ed-Dahab,2006.0,5.0,2006-05,0.05515063993933973,0.13047173913043478,42.23572962593661,0.0
Tanger-Tétouan-Al Hoceima,2006.0,5.0,2006-05,31.711464487745754,0.45378329113235377,29.407295068048477,0.0
Drâa-Tafilalet,2006.0,5.0,2006-05,30.36055684632599,0.1519018987494779,39.843821263036524,0.0
Marrakech-Safi,2006.0,5.0,2006-05,13.969343362901641,0.22243665420469053,35.61683965276075,0.0
l'Oriental,2006.0,5.0,2006-05,44.91602327766463,0.17109463699032168,36.417237450916396,0.0
Béni Mellal-Khénifra,2006.0,5.0,2006-05,42.27414030473117,0.3009036242549235,33.8399362274123,0.0
Casablanca-Settat,2006.0,5.0,2006-05,12.297095561568687,0.27600274904558403,34.92377979417724,0.0
Rabat-Salé-Kénitra,2006.0,5.0,2006-05,32.75822131697331,0.3575883975241029,33.70297919096568,0.0
Fès-Meknès,2006.0,6.0,2006-06,17.98914786510449,0.24369104748227247,36.61073974677577,0.0
Guelmim-Oued Noun,2006.0,6.0,2006-06,0.09670539833281794,0.1474837507627575,41.68793426572955,0.0
Laâyoune-Sakia El Hamra,2006.0,6.0,2006-06,0.0036872797475669444,0.14393290107447204,40.99334163612745,0.0
Souss-Massa,2006.0,6.0,2006-06,2.9073765028675194,0.18453070418258075,43.18584568952727,0.0
