Annee,Mois,nom_fr,mean
2021.0,8.0,Guelmim-Oued Noun,-2.190924559663614
2021.0,8.0,Laâyoune-Sakia El Hamra,24.685564838319525
2021.0,8.0,Souss-Massa,-6.316470523302558
2021.0,8.0,Dakhla-Oued Ed-Dahab,2.1104638145476637
2021.0,8.0,Tanger-Tétouan-Al Hoceima,1.390588130870843
2021.0,8.0,Drâa-Tafilalet,-2.5022129827076696
2021.0,8.0,Marrakech-Safi,18.076089938461195
2021.0,8.0,l'Oriental,18.653322142361457
2021.0,8.0,Béni Mellal-Khénifra,-7.276198783539932
2021.0,8.0,Casablanca-Settat,9.036930290213833
2021.0,8.0,Rabat-Salé-Kénitra,2.001803285473643
2021.0,9.0,Fès-Meknès,0.6925049511156149
2021.0,9.0,Guelmim-Oued Noun,-1.5066968512556047
2021.0,9.0,Laâyoune-Sakia El Hamra,22.676952494593852
2021.0,9.0,Souss-Massa,0.8727689397579268
2021.0,9.0,Dakhla-Oued Ed-Dahab,1.4094112469722566
2021.0,9.0,Tanger-Tétouan-Al Hoceima,0.7332336065507861
2021.0,9.0,Drâa-Tafilalet,-0.18005958776441497
2021.0,9.0,Marrakech-Safi,3.0322347912422813
2021.0,9.0,l'Oriental,57.07930285864749
2021.0,9.0,Béni Mellal-Khénifra,-2.892723758122659
2021.0,9.0,Casablanca-Settat,48.754818219833325
2021.0,9.0,Rabat-Salé-Kénitra,4.5188697810672815
2021.0,10.0,Fès-Meknès,7.946930746030807
2021.0,10.0,Guelmim-Oued Noun,73.6883916669423
2021.0,10.0,Laâyoune-Sakia El Hamra,5.384675912113126
2021.0,10.0,Souss-Massa,6.4791702822202
2021.0,10.0,Dakhla-Oued Ed-Dahab,0.5976394588113136
2021.0,10.0,Tanger-Tétouan-Al Hoceima,1.7743100258151658
2021.0,10.0,Drâa-Tafilalet,3.2152992887614027
2021.0,10.0,Marrakech-Safi,20.992585816115653
2021.0,10.0,l'Oriental,9.482570403897258
2021.0,10.0,Béni Mellal-Khénifra,7.5058653207009005
2021.0,10.0,Casablanca-Settat,27.926164118579074
2021.0,10.0,Rabat-Salé-Kénitra,5.1438081380032195
2021.0,11.0,Fès-Meknès,7.044365326439403
2021.0,11.0,Guelmim-Oued Noun,-13.715464947766204
2021.0,11.0,Laâyoune-Sakia El Hamra,0.38080918498027283
2021.0,11.0,Souss-Massa,2.431228985395186
2021.0,11.0,Dakhla-Oued Ed-Dahab,-3.8911456164958302
2021.0,11.0,Tanger-Tétouan-Al Hoceima,1.8124878553293202
2021.0,11.0,Drâa-Tafilalet,4.050816203017858
2021.0,11.0,Marrakech-Safi,6.256865444261366
2021.0,11.0,l'Oriental,24.633443195817133
2021.0,11.0,Béni Mellal-Khénifra,20.611512994391173
2021.0,11.0,Casablanca-Settat,-3.8388841959403344
2021.0,11.0,Rabat-Salé-Kénitra,15.685755370275624
2021.0,12.0,Fès-Meknès,2.4650433314495643
2021.0,12.0,Guelmim-Oued Noun,-9.862987494311149
2021.0,12.0,Laâyoune-Sakia El Hamra,-1.6780743955042512
2021.0,12.0,Souss-Massa,11.639483907319518
2021.0,12.0,Dakhla-Oued Ed-Dahab,-0.32352553616703505
2021.0,12.0,Tanger-Tétouan-Al Hoceima,0.957143769276859
2021.0,12.0,Drâa-Tafilalet,12.975752688619695
2021.0,12.0,Marrakech-Safi,5.320609683681865
2021.0,12.0,l'Oriental,12.920207457735097
2021.0,12.0,Béni Mellal-Khénifra,3.296000850356674
2021.0,12.0,Casablanca-Settat,38.1370037562453
2021.0,12.0,Rabat-Salé-Kénitra,-1.0493185505400549
2022.0,1.0,Fès-Meknès,2.68076360338943
2022.0,1.0,Guelmim-Oued Noun,4.7620237210818654
2022.0,1.0,Laâyoune-Sakia El Hamra,8.019934317513385
2022.0,1.0,Souss-Massa,0.36488176476087714
2022.0,1.0,Dakhla-Oued Ed-Dahab,-4.05230309924281
2022.0,1.0,Tanger-Tétouan-Al Hoceima,3.7194035437991637
2022.0,1.0,Drâa-Tafilalet,-3.1243770670012467
2022.0,1.0,Marrakech-Safi,5.070751081555262
2022.0,1.0,l'Oriental,-3.7204180602847483
2022.0,1.0,Béni Mellal-Khénifra,3.624994935883114
2022.0,1.0,Casablanca-Settat,3.810783241592398
2022.0,1.0,Rabat-Salé-Kénitra,1.0836725341554148
2022.0,2.0,Fès-Meknès,5.877872896722062
2022.0,2.0,Guelmim-Oued Noun,-10.319678221647864
2022.0,2.0,Laâyoune-Sakia El Hamra,10.363919494735
2022.0,2.0,Souss-Massa,13.05467590338162
2022.0,2.0,Dakhla-Oued Ed-Dahab,5.023709701644413
2022.0,2.0,Tanger-Tétouan-Al Hoceima,0.5254358274844897
2022.0,2.0,Drâa-Tafilalet,3.1224538151464682
2022.0,2.0,Marrakech-Safi,12.253293479597863
2022.0,2.0,l'Oriental,15.507897004339835
2022.0,2.0,Béni Mellal-Khénifra,33.726477784790205
2022.0,2.0,Casablanca-Settat,20.126444028963583
2022.0,2.0,Rabat-Salé-Kénitra,1.4227983840101466
2022.0,3.0,Fès-Meknès,5.8021106261402515
2022.0,3.0,Guelmim-Oued Noun,9.651099335324785
2022.0,3.0,Laâyoune-Sakia El Hamra,-4.934448545339122
2022.0,3.0,Souss-Massa,6.274379298204606
2022.0,3.0,Dakhla-Oued Ed-Dahab,2.6955435643876777
2022.0,3.0,Tanger-Tétouan-Al Hoceima,-7.968472192378355
2022.0,3.0,Drâa-Tafilalet,17.242195658711235
2022.0,3.0,Marrakech-Safi,10.806731807350074
2022.0,3.0,l'Oriental,17.935919627692325
2022.0,3.0,Béni Mellal-Khénifra,1.9352942561998545
2022.0,3.0,Casablanca-Settat,1.9369844534012106
2022.0,3.0,Rabat-Salé-Kénitra,1.0892874823179965
2022.0,4.0,Fès-Meknès,4.545596922603093
2022.0,4.0,Guelmim-Oued Noun,27.616858743750328
2022.0,4.0,Laâyoune-Sakia El Hamra,24.467387761935473
2022.0,4.0,Souss-Massa,-0.9204507792432979
2022.0,4.0,Dakhla-Oued Ed-Dahab,40.230223385995856
2022.0,4.0,Tanger-Tétouan-Al Hoceima,0.8505855196427886
2022.0,4.0,Drâa-Tafilalet,16.480325523371953
2022.0,4.0,Marrakech-Safi,3.066713452896229
2022.0,4.0,l'Oriental,28.325713777140017
2022.0,4.0,Béni Mellal-Khénifra,2.783139344529953
2022.0,4.0,Casablanca-Settat,2.4620109619413304
2022.0,4.0,Rabat-Salé-Kénitra,1.1609652343682857
2022.0,5.0,Fès-Meknès,58.92992246540758
2022.0,5.0,Guelmim-Oued Noun,13.153955243229609
2022.0,5.0,Laâyoune-Sakia El Hamra,9.594993606964373
2022.0,5.0,Souss-Massa,2.8943217116455084
2022.0,5.0,Dakhla-Oued Ed-Dahab,0.6935915239308675
2022.0,5.0,Tanger-Tétouan-Al Hoceima,1.0697651466206324
2022.0,5.0,Drâa-Tafilalet,13.81575940890296
2022.0,5.0,Marrakech-Safi,16.005409091361283
2022.0,5.0,l'Oriental,30.224919074885808
2022.0,5.0,Béni Mellal-Khénifra,43.109265721973884
2022.0,5.0,Casablanca-Settat,11.189266675368213
2022.0,5.0,Rabat-Salé-Kénitra,3.176835477101345
2022.0,6.0,Fès-Meknès,-1.7836763080355313
2022.0,6.0,Guelmim-Oued Noun,21.508112745621858
2022.0,6.0,Laâyoune-Sakia El Hamra,-16.077302535074054
2022.0,6.0,Souss-Massa,-3.2287520371207785
2022.0,6.0,Dakhla-Oued Ed-Dahab,6.375077228997233
2022.0,6.0,Tanger-Tétouan-Al Hoceima,1.5818967056124922
2022.0,6.0,Drâa-Tafilalet,12.11637202866781
2022.0,6.0,Marrakech-Safi,15.371354837905937
2022.0,6.0,l'Oriental,2.2139365420016213
2022.0,6.0,Béni Mellal-Khénifra,3.24897789979291
2022.0,6.0,Casablanca-Settat,27.23260978629478
2022.0,6.0,Rabat-Salé-Kénitra,-3.3737752578160065
2022.0,7.0,Fès-Meknès,5.465335921718077
2022.0,7.0,Guelmim-Oued Noun,16.467172665991367
2022.0,7.0,Laâyoune-Sakia El Hamra,13.299421754249547
2022.0,7.0,Souss-Massa,12.522396506258856
2022.0,7.0,Dakhla-Oued Ed-Dahab,-2.8854226283527638
2022.0,7.0,Tanger-Tétouan-Al Hoceima,2.3383284924910543
2022.0,7.0,Drâa-Tafilalet,-2.8638078694569686
2022.0,7.0,Marrakech-Safi,8.078788654660729
2022.0,7.0,l'Oriental,40.186716886784254
2022.0,7.0,Béni Mellal-Khénifra,8.075665793744566
2022.0,7.0,Casablanca-Settat,8.07083576258519
2022.0,7.0,Rabat-Salé-Kénitra,2.5114803420423613
2022.0,8.0,Fès-Meknès,-2.1852715504821125
2022.0,8.0,Guelmim-Oued Noun,-11.645092487109611
2022.0,8.0,Laâyoune-Sakia El Hamra,-0.3616316926753256
2022.0,8.0,Souss-Massa,-9.522054618745607
2022.0,8.0,Dakhla-Oued Ed-Dahab,-1.380769240629756
2022.0,8.0,Tanger-Tétouan-Al Hoceima,16.300900515510765
2022.0,8.0,Drâa-Tafilalet,-6.91119306681863
2022.0,8.0,Marrakech-Safi,20.040662721291184
2022.0,8.0,l'Oriental,1.3367262795557884
2022.0,8.0,Béni Mellal-Khénifra,2.6523410381103583
2022.0,8.0,Casablanca-Settat,5.104607977449558
2022.0,8.0,Rabat-Salé-Kénitra,8.601094505830643
2022.0,9.0,Fès-Meknès,1.5343197005465763
2022.0,9.0,Guelmim-Oued Noun,-1.5647014122948457
2022.0,9.0,Laâyoune-Sakia El Hamra,8.641540847168681
2022.0,9.0,Souss-Massa,-8.43947381111875
2022.0,9.0,Dakhla-Oued Ed-Dahab,8.306545405690638
2022.0,9.0,Tanger-Tétouan-Al Hoceima,-1.4803161526863755
2022.0,9.0,Drâa-Tafilalet,20.04810617618376
2022.0,9.0,Marrakech-Safi,42.249644421792
2022.0,9.0,l'Oriental,-3.4232538976212785
2022.0,9.0,Béni Mellal-Khénifra,10.040948703003396
2022.0,9.0,Casablanca-Settat,11.121311336913365
2022.0,9.0,Rabat-Salé-Kénitra,9.47466831332581
2022.0,10.0,Fès-Meknès,-27.470204788051706
2022.0,10.0,Guelmim-Oued Noun,8.29918864425504
2022.0,10.0,Laâyoune-Sakia El Hamra,-10.151880744668835
2022.0,10.0,Souss-Massa,-3.5745702545149673
2022.0,10.0,Dakhla-Oued Ed-Dahab,4.223871417035703
2022.0,10.0,Tanger-Tétouan-Al Hoceima,18.751558082425824
2022.0,10.0,Drâa-Tafilalet,29.124098401893626
2022.0,10.0,Marrakech-Safi,-1.3134426186223762
2022.0,10.0,l'Oriental,67.85246546940563
2022.0,10.0,Béni Mellal-Khénifra,2.528217386754403
2022.0,10.0,Casablanca-Settat,37.3187706921963
2022.0,10.0,Rabat-Salé-Kénitra,-1.4673922211105044
2022.0,11.0,Fès-Meknès,-4.562417422132594
2022.0,11.0,Guelmim-Oued Noun,-1.6379216113403738
2022.0,11.0,Laâyoune-Sakia El Hamra,13.914363179306859
2022.0,11.0,Souss-Massa,8.174777136493647
2022.0,11.0,Dakhla-Oued Ed-Dahab,4.824788319102509
2022.0,11.0,Tanger-Tétouan-Al Hoceima,4.834364145725126
2022.0,11.0,Drâa-Tafilalet,-3.428992473906172
2022.0,11.0,Marrakech-Safi,34.215501090696534
2022.0,11.0,l'Oriental,36.01015967853549
2022.0,11.0,Béni Mellal-Khénifra,15.851403710267427
2022.0,11.0,Casablanca-Settat,16.357070490948974
2022.0,11.0,Rabat-Salé-Kénitra,20.9575993391396
2022.0,12.0,Fès-Meknès,10.814296243228995
2022.0,12.0,Guelmim-Oued Noun,9.863313885990502
2022.0,12.0,Laâyoune-Sakia El Hamra,-7.5541926353764595
2022.0,12.0,Souss-Massa,1.5425566678333873
2022.0,12.0,Dakhla-Oued Ed-Dahab,5.930355527836988
2022.0,12.0,Tanger-Tétouan-Al Hoceima,0.9872597054515163
2022.0,12.0,Drâa-Tafilalet,12.981764588933649
2022.0,12.0,Marrakech-Safi,-2.347269979405351
2022.0,12.0,l'Oriental,22.428164344291872
2022.0,12.0,Béni Mellal-Khénifra,2.4448225705725464
2022.0,12.0,Casablanca-Settat,3.874415672641193
2022.0,12.0,Rabat-Salé-Kénitra,3.601086438740187
2023.0,1.0,Fès-Meknès,3.425820447502308
2023.0,1.0,Guelmim-Oued Noun,31.27352854216854
2023.0,1.0,Laâyoune-Sakia El Hamra,-1.926496788260534
2023.0,1.0,Souss-Massa,5.460874389440837
2023.0,1.0,Dakhla-Oued Ed-Dahab,-3.994853093139985
2023.0,1.0,Tanger-Tétouan-Al Hoceima,0.7072498266054675
2023.0,1.0,Drâa-Tafilalet,8.98749605930611
2023.0,1.0,Marrakech-Safi,5.82309633922668
2023.0,1.0,l'Oriental,28.79188993986848
2023.0,1.0,Béni Mellal-Khénifra,2.02335924619415
2023.0,1.0,Casablanca-Settat,1.262829247341453
2023.0,1.0,Rabat-Salé-Kénitra,1.1606852162263026
2023.0,2.0,Fès-Meknès,9.018957502464545
2023.0,2.0,Guelmim-Oued Noun,16.77183525085691
2023.0,2.0,Laâyoune-Sakia El Hamra,6.191868939305635
2023.0,2.0,Souss-Massa,-1.5359535804875513
2023.0,2.0,Dakhla-Oued Ed-Dahab,13.395538109876258
2023.0,2.0,Tanger-Tétouan-Al Hoceima,1.8990996239399924
2023.0,2.0,Drâa-Tafilalet,3.973298235943451
2023.0,2.0,Marrakech-Safi,20.384515908537097
2023.0,2.0,l'Oriental,14.201993788483705
2023.0,2.0,Béni Mellal-Khénifra,2.6417184945454975
2023.0,2.0,Casablanca-Settat,1.0994611434983974
2023.0,2.0,Rabat-Salé-Kénitra,0.812387556119632
2023.0,3.0,Fès-Meknès,2.685355980246286
2023.0,3.0,Guelmim-Oued Noun,10.953398817928395
2023.0,3.0,Laâyoune-Sakia El Hamra,21.630105935179902
2023.0,3.0,Souss-Massa,7.909033789058851
