nom_fr,year,month,date,P,NDVI,LST,ET_PET,P_mean,P_sd,NDVI_mean,NDVI_sd,NDVI_min,NDVI_max,LST_mean,LST_sd,LST_min,LST_max,Z_P,Z_NDVI,Z_LST,VCI,TCI,PC1_raw,CDAI,Severite
Laâyoune-Sakia El Hamra,2006,2,2006-02,8.204307232235236,0.2163434883290107,26.03631789824229,0,4.600779210035607,3.0402127550234517,0.12887281507395904,0.02870391733846392,0.08685162097072989,0.2163434883290107,28.87856056688584,1.8741514277422544,25.3109098943097,32.09482601294416,1.1852881073028163,3.047342710182589,1.5165491040750811,99.99227810362584,89.30681155356375,3.1716770806744434,2.5291247142454707,Normal
Souss-Massa,2006,2,2006-02,34.957836876552584,0.27502391447810287,22.285748721902813,0,26.803460771656805,18.683036356479217,0.23098247028741495,0.04320618639225954,0.16740200354485696,0.3012278166628712,25.304833012840465,2.3320534582556345,20.71535645576178,29.88267510791509,0.43645882549855813,1.0193319028632903,1.2946033806600272,80.41338743789503,82.86957601577683,1.5901965354302354,1.2680374628204307,Normal
Dakhla-Oued Ed-Dahab,2006,2,2006-02,2.707506209193403,0.11145,29.54006052972544,0,1.9367197083669505,1.2665478321903427,0.11319424271380794,0.03310445651739227,0.052727950310559,0.1675409937888199,30.827737996915463,1.8410483128109425,27.336440627195927,35.588912033045446,0.6085727528296105,-0.05268906054662362,0.699426222674176,51.14134577051048,73.2973660386858,0.8099897700772303,0.6458933534786937,Normal
Tanger-Tétouan-Al Hoceima,2006,2,2006-02,115.7282130327153,0.5597289082088328,13.942113697090782,0,83.1535018693837,48.3638471306952,0.5246417449604153,0.02899062999613627,0.4616809015805489,0.5700455743371898,17.099586492054563,2.2016484537134904,13.942113697090782,23.373757173180177,0.6735343256565983,1.2102932310575447,1.434140309565823,90.47132889476318,99.99989397405211,1.9210676478330955,1.531877155930052,Normal
Drâa-Tafilalet,2006,2,2006-02,32.69523069835989,0.12579033361904152,21.084026934182543,0,27.294220156404524,16.4645397908674,0.14793473260520054,0.01313145351115015,0.11823576284037716,0.17155155282301485,23.376317636959683,2.439979753896031,18.733640296988344,28.2993003892379,0.3280389619484668,-1.686363125556193,0.9394711981183173,14.166823934767848,75.42883442009386,0.009469236411516226,0.007550856920246798,Normal
Marrakech-Safi,2006,2,2006-02,51.8188801477684,0.41142086552795626,17.434529817517895,0,37.05270970136137,26.819264033865828,0.3096639144772464,0.07585331622442573,0.18859903238121223,0.4633666678041223,22.25871998375398,2.973834668498418,17.167090458038412,28.528328232945015,0.5505807477700041,1.3414964053732803,1.6222119599782492,81.09169176152167,97.6459508253117,2.0254296315380693,1.6150963694572391,Normal
l'Oriental,2006,2,2006-02,31.833592262175987,0.1918985900652913,17.37749192793766,0,20.87238512114789,9.638257621017472,0.19397715194821025,0.02893304699521576,0.1497124326181644,0.28738923031764996,19.957920945544625,2.4618841713759405,15.8960896350599,26.127380396121413,1.1372602364483144,-0.0718404073813108,1.0481520810805525,30.63921752265761,85.52078247454375,1.3606242273330222,1.0849743755809278,Normal
Béni Mellal-Khénifra,2006,2,2006-02,82.44776340949869,0.4037518450974872,13.919982077484365,0,56.38258023179338,33.593929421992755,0.37977153632904925,0.0567499716116777,0.26828572206650925,0.47277544092628165,18.6405784407725,3.268401387159966,13.919982077484365,26.887279331571666,0.7758896808493428,0.4225607183123839,1.4443135356119876,66.24269401752501,99.99992288298716,1.6187854866529152,1.2908345576231155,Normal
Casablanca-Settat,2006,2,2006-02,70.37816520811243,0.6447995203269613,17.098281543466285,0,42.25201807250884,23.10781165037193,0.5389648644947487,0.11081693166807548,0.336852030174242,0.6864617670812141,21.581236986892726,3.17866950889346,17.098281543466285,29.78776753892434,1.2171705205651049,0.9550404819835112,1.4103244866708466,88.08069386387615,99.99992119466366,2.13073932437739,1.6990712950360085,Normal
Rabat-Salé-Kénitra,2006,2,2006-02,103.59833809158972,0.6044622321221785,16.18969904201297,0,59.96714116389728,34.120227050101505,0.5578578599093803,0.06890339951553127,0.3846462492734669,0.6427042567539951,19.68922542134215,2.635388765163243,16.18969904201297,26.70807515672846,1.2787487276572107,0.6763726106473643,1.327897585961065,85.17754098802705,99.99990492838074,1.984904710483297,1.582781421631379,Normal
Fès-Meknès,2006,3,2006-03,53.35745621063973,0.40295322322951177,25.16991396387975,0,52.062543346947365,23.902419161651046,0.3797889757729592,0.04351768163253365,0.2689876041199178,0.4443311498070181,23.18548804460741,2.3469651019696425,18.759903530166422,28.18083310400167,0.05417497094896239,0.5322950715103145,-0.8455285157870268,76.39743957538295,31.95986044198966,-0.25389115269307594,-0.20245515942240383,Normal
Guelmim-Oued Noun,2006,3,2006-03,2.7156401086954167,0.24932461179063545,36.975516133654565,0,6.764149211366701,3.945530261245714,0.18034999166308785,0.0494989811435598,0.12310341669778414,0.29408024116795234,33.37134720995015,2.140293686272858,27.79094224341605,37.36290564902845,-1.0261001271329893,1.3934553506768848,-1.6839599849405584,73.81925214645581,4.047122771431253,-1.069326896893935,-0.8526911831663446,Sécheresse modérée
Laâyoune-Sakia El Hamra,2006,3,2006-03,1.6419909410811306,0.22930933216005925,38.298192272761945,0,2.872682610130431,1.3068530265296323,0.12777864219654003,0.02721988559493856,0.10926944238606892,0.22930933216005925,34.29761879495218,1.6862637130678193,30.30268662705762,38.298192272761945,-0.9417215586341948,3.730018982239898,-2.3724482990454225,99.99167012979451,0,-0.34697315972872594,-0.276679614957257,Normal
Souss-Massa,2006,3,2006-03,13.760808829115197,0.2831043567574187,34.53764283018134,0,30.955445079060485,14.779367430060974,0.2329818856184532,0.04672703749159967,0.17529582596025262,0.339095105382109,31.274956442389783,2.211187897385424,25.751859865275502,36.079743165379455,-1.163421664108012,1.0726652882279606,-1.4755355669454673,65.81344547614292,14.93141234507712,-1.1756581291546977,-0.9374806937522346,Sécheresse modérée
Dakhla-Oued Ed-Dahab,2006,3,2006-03,0.01143099787039699,0.07084596273291925,39.00744901443469,0,0.7746628498091187,0.6486899422977594,0.11669946249402773,0.02641491919062134,0.07084596273291925,0.16923726708074535,36.26661884308248,1.781231275713726,31.035651324140087,39.054921900398625,-1.176574203131988,-1.7358940010457728,-1.5387278500676365,0,0.5919843496245775,-2.557750483428209,-2.039573952823724,Sécheresse exceptionnelle
Tanger-Tétouan-Al Hoceima,2006,3,2006-03,98.84111906633925,0.5653764377056067,21.89666783202232,0,94.8059103167278,55.17806017729399,0.5250098130237474,0.03432046477397862,0.4536268210119231,0.5724993091400381,21.304113608886823,2.1623992194606383,16.714808398884614,24.924345586215505,0.07313067434132021,1.1761677747576678,-0.27402628423223957,94.00006548757246,36.87996043028472,0.4295520400261311,0.3425287798383408,Normal
Drâa-Tafilalet,2006,3,2006-03,23.471749354192365,0.14700911968967725,34.46629365665668,0,34.99800739570379,14.74070148144157,0.15508010868315658,0.01288841457208174,0.13725356981165254,0.18318368750137348,30.16451344434097,2.0322023541992813,26.405363369074575,34.95433243192679,-0.78193416073332,-0.6262204670978158,-2.1168070214202066,21.235361093137787,5.70873751920595,-2.1496574122889385,-1.714156753759061,Sécheresse extrême
Marrakech-Safi,2006,3,2006-03,24.176221165511578,0.4418346125295953,27.92788172295605,0,48.9938776385123,19.82810573974516,0.30729984025895263,0.07671589973792557,0.20763280130119424,0.4485204834450927,27.402085063876022,2.583134953958528,22.06266604735924,32.42137215038495,-1.25164031293489,1.7536752189602955,-0.20354982161279192,97.2204502526107,43.3788355886728,-0.09455984384898856,-0.07540289631339599,Normal
l'Oriental,2006,3,2006-03,17.209523918419645,0.20639060511303955,30.027447076982636,0,25.184591579485485,9.54035448986908,0.19994921780788755,0.03302627728397673,0.14811472518332228,0.30261229512415666,26.09599868821842,2.3201623175953556,22.01336767497095,31.231016776244036,-0.835929909054698,0.19503824938444184,-1.6944712699406383,37.717168131006694,13.057216436819314,-1.523901926811498,-1.2151735271756248,Sécheresse modérée
Béni Mellal-Khénifra,2006,3,2006-03,55.462984753120104,0.459224540561546,24.35471616234136,0,67.13050934589569,26.86529113815022,0.40194491722010967,0.06072331571286672,0.3053198563700233,0.5017452538462479,23.72994317140798,2.8169414009288745,18.801338633713716,28.97672845861277,-0.4342973442118051,0.9432887955638972,-0.22179126293765417,78.34875290750509,45.42339736824308,0.02939074010195224,0.02343644868979105,Normal
Casablanca-Settat,2006,3,2006-03,36.6941047004188,0.6459184132493657,23.45348613867468,0,43.35888254124019,16.9689133349549,0.5097463707142637,0.104409568819642,0.30826135959474066,0.6629973138717699,26.1701494985057,3.2315024962150827,20.83424512551919,32.35467338420937,-0.39276397429011367,1.3042103714682212,0.8406811887080172,95.18277786783186,77.26431100674735,0.9070663603925725,0.7233031267614788,Normal
Rabat-Salé-Kénitra,2006,3,2006-03,65.56616414035618,0.6232478544572797,22.575749160166733,0,67.0579275613875,32.04240854794622,0.5522833001779673,0.06982956953456682,0.3846748157382053,0.6436668462540922,24.159814506128335,2.6056162540987393,19.560601855226754,29.81516663781168,-0.04655590789310181,1.0162536408617515,0.6079426866752934,92.11242021689117,70.59695434606863,0.841833610575919,0.6712859271717881,Normal
Fès-Meknès,2006,4,2006-04,37.360430850247546,0.3983474717260569,28.39907899721508,0,46.11514463539771,21.28941684173791,0.3648644913883577,0.03742925229803416,0.26760622542859785,0.4225174387397904,28.096292547209888,2.5791522116867727,23.23250388813381,34.526942459821505,-0.41122374794158495,0.8945671709145462,-0.11739766603661214,84.39208776065878,54.25553468778827,0.08775413248497801,0.06997595896418761,Normal
Guelmim-Oued Noun,2006,4,2006-04,2.6138961729125247,0.18957908496434395,37.14598118767789,0,2.4944639190456814,1.462552815676756,0.16239016372224208,0.02963167340343241,0.12841219182324068,0.2334929238881956,37.258690277789526,2.007148693544613,33.454669756881586,40.90453161916372,0.08166013055164735,0.9175628008559388,0.0561538317884125,58.20388909585004,50.451209107568005,0.5235059225807891,0.4174484769967201,Normal
Laâyoune-Sakia El Hamra,2006,4,2006-04,2.2660682509709407,0.17635647925157472,36.94565445163859,0,2.6488417591050544,0.7633802614642231,0.1217745473750962,0.01583270512366257,0.10804450259355317,0.17635647925157472,37.442250504643006,1.8541045966065923,33.00597301119228,40.37096617966945,-0.5014191844571985,3.4474166890725297,0.26783605084270545,99.98536342112868,46.507946428203645,1.488744083734026,1.1871383370963464,Normal
Souss-Massa,2006,4,2006-04,21.2916031286959,0.2351372098218197,36.505256533512245,0,15.753361982817305,8.634334646846336,0.2145895738318532,0.03251753039008515,0.16835195083920246,0.2811028696614511,36.69327663966701,1.913860327395239,32.05172541504541,40.44655936457542,0.641420719997391,0.6318941119904862,0.09824128932682444,59.227310029190704,46.949089878958766,0.771176383000411,0.6149431987174513,Normal
Dakhla-Oued Ed-Dahab,2006,4,2006-04,0.15856729360310504,0.09717981366459628,38.2013359991294,0,0.3887895606784647,0.29720004960672897,0.1087718944099379,0.03064864995661365,0.04283416149068323,0.18634099378881988,39.60929954338657,1.8772849170276151,34.39219281834448,42.65675927661367,-0.7746373776855089,-0.37822484062924167,0.7499999235526059,37.86709287243559,53.909880318505174,-0.19275471215483217,-0.1537043948353005,Normal
Tanger-Tétouan-Al Hoceima,2006,4,2006-04,52.23441193355816,0.5462628942201654,26.19601426728265,0,66.68029480109347,27.3252276313473,0.5142380287114507,0.02797818532219648,0.45258109534692714,0.5567660604216754,25.37092619360913,2.071355916986645,21.72381385940817,31.446406242976703,-0.528664685338727,1.144636978414312,-0.39833235172535514,89.91010151597249,54.00192015017874,-0.04807283118721555,-0.038333721355228056,Normal
Drâa-Tafilalet,2006,4,2006-04,23.733332123830863,0.15746175106041638,36.210484387085394,0,24.210522357395437,10.673009109588328,0.15970671619643187,0.01236130522445768,0.14171611656886654,0.18922325729104864,36.20308252892468,2.0078681104480354,30.601056330195117,40.0185650854762,-0.04470999965097753,-0.1816123051127057,-0.00368642647502399,33.136746555542246,40.43613607092992,-0.11703709242507797,-0.09332646275350094,Normal
Marrakech-Safi,2006,4,2006-04,34.2582056566671,0.2897009623506823,31.64744106435456,0,29.33850378916761,14.216095150889378,0.2547683797272345,0.03745464352832619,0.20344954538086457,0.31709920548418535,32.66694845415443,2.2993163339255727,28.33455273545247,37.33661753494283,0.3460656259881397,0.9326635987612332,0.4433958802264006,75.88568969097045,63.198502537552294,0.9468026296667215,0.7549891963445123,Normal
l'Oriental,2006,4,2006-04,35.121605350383085,0.19506197462596225,32.85322996119485,0,31.487542357257944,16.645983187852902,0.19386363211828384,0.02825573135546003,0.1454625726255938,0.271305859350547,31.90275663461627,2.61823812740006,28.08817394066642,37.587287729520106,0.21831471004830952,0.04241059955600317,-0.363020199206405,39.41049398953381,49.836783618718826,-0.07318900855988428,-0.058361594087808284,Normal
Béni Mellal-Khénifra,2006,4,2006-04,39.332853702733914,0.3949790171413536,29.51459101532072,0,49.11233681427156,21.74762356465394,0.36644485052686143,0.04564930016848695,0.28575499706253144,0.44478304346229647,29.364335318479142,2.805194630696818,22.516849659624977,34.78922140925965,-0.44968054015023873,0.6250734733977394,-0.05356337674304335,68.6779186184618,42.97967991499246,-0.023813308426752045,-0.018988952953950013,Normal
Casablanca-Settat,2006,4,2006-04,29.45954343188964,0.4538378061066342,30.113668092013334,0,32.930858345119304,16.858328196076588,0.38223964024649215,0.07009801163104828,0.26345462827378907,0.5148885171602124,32.15250706902679,2.956435161809431,24.78166200871581,37.103545757718386,-0.20591098197017776,1.0214008100114114,0.6896274957593258,75.71596934648143,56.72730026803602,0.7951014149445409,0.6340212410401408,Normal
Rabat-Salé-Kénitra,2006,4,2006-04,34.003345803387994,0.5371587540413402,28.579935060990476,0,48.00472547902227,22.808746427463536,0.47439526755327777,0.06018052078794721,0.3410991442609406,0.5675663385603288,29.36563698476833,2.5824058058578743,22.44904432132968,35.45948206735682,-0.6138601137138999,1.042920294910982,0.3042519196617281,86.56925055386436,52.87709647400165,0.29900181420540145,0.2384268192114652,Normal
Fès-Meknès,2006,5,2006-05,56.59530410346924,0.30156605578493806,32.491849897378415,0,33.317825367428135,18.478162908614397,0.2994434422490039,0.03055143766560891,0.24112257001166845,0.3541952186742659,33.28704562134433,2.6451809624134595,27.67111892822664,37.40013156982573,1.2597290570043247,0.06947671527495942,0.30062053797649535,53.45071634607153,50.44989464266039,1.027314757994966,0.8191903140409476,Normal
Guelmim-Oued Noun,2006,5,2006-05,1.3385762011340232,0.15920513711418144,40.395997541268585,0,2.3617233969362155,1.6442261251933337,0.1457898244834792,0.01855265796922255,0.11899221896374287,0.18589761427699691,40.04574512141479,2.324869978580499,36.10638357654064,43.7396702845063,-0.6222667187470259,0.7230938366328552,-0.15065462717517214,60.09516638463843,43.80378322970801,-0.14928224772182108,-0.11903904858784906,Normal
Laâyoune-Sakia El Hamra,2006,5,2006-05,0.3395487239007145,0.1534275565024083,40.26587128159018,0,0.7615760834176681,0.4421871808343062,0.1174903865747998,0.01080578884209928,0.10758452667654687,0.1534275565024083,39.65273383909053,2.03083201040019,35.17776011564165,42.576017933861536,-0.9544088517461868,3.3257331281171747,-0.30191440717877316,99.97819119033578,31.225507227274253,0.7780043730968977,0.6203879013345209,Normal
Souss-Massa,2006,5,2006-05,5.978511921824117,0.19816547400049028,40.05099747230344,0,7.814218567061556,5.71115169082259,0.19068583659819552,0.02225283468669031,0.15904750035039741,0.24499057167384944,40.833210070437424,1.883759323751541,36.08935976311374,44.06661271720133,-0.32142494975002817,0.33612065642892786,0.4152401998872076,45.51085033702531,50.33825847297996,0.22066100380098896,0.17595713056154563,Normal
Dakhla-Oued Ed-Dahab,2006,5,2006-05,0.05515063993933973,0.13047173913043478,42.23572962593661,0,0.02550294978236352,0.02595974874468993,0.09379542522694696,0.03336058882317648,0.01969875776397515,0.1452832298136646,41.21138198937909,1.7265914327700789,35.94684475974787,44.299353778448975,1.14206383307314,1.099390484319264,-0.5932773771002036,88.19893070025729,24.70660824467396,0.8693052866983626,0.6931920964493505,Normal
Tanger-Tétouan-Al Hoceima,2006,5,2006-05,31.71146448774575,0.45378329113235377,29.407295068048477,0,30.16091883221875,17.010399369832182,0.46449399601761504,0.03266312176331006,0.37782272970045894,0.5217944156235943,29.85441133860625,2.0486605316067488,25.551630859033395,33.589831789237145,0.0911528072807556,-0.32791430540152544,0.21824810097117692,52.75709958865628,52.033179491131506,0.042022776046392436,0.033509351285387956,Normal
Drâa-Tafilalet,2006,5,2006-05,30.36055684632599,0.1519018987494779,39.84382126303653,0,17.182679539574597,9.850086696242178,0.1559009656381178,0.01040547245237917,0.13638402617524892,0.17512755214171108,40.60320184585573,1.915787079195311,36.32309077652773,44.17988833360013,1.3378437889058148,-0.38432343239979777,0.3963804699727698,40.04247919959171,55.18866332242586,0.9228940124596076,0.7359242432853289,Normal
Marrakech-Safi,2006,5,2006-05,13.96934336290164,0.22243665420469053,35.61683965276075,0,15.89321787584794,12.979780924026084,0.20987552023574377,0.02043909338843218,0.17771346339236962,0.2525956408468129,37.39801216027418,2.379551465630154,32.826278898344604,41.42504827394755,-0.14822087708623286,0.6145641457881846,0.7485328782505376,59.716771941269705,67.54689668706062,0.6763886460019146,0.5393585782934454,Normal
l'Oriental,2006,5,2006-05,44.91602327766463,0.17109463699032168,36.4172374509164,0,22.257154812483023,9.689041774895584,0.17233826447425052,0.01797329152779482,0.13701059691920753,0.2077397890130435,37.02220418029234,2.471745512799086,31.75181164735827,42.13028143419498,2.3386077789334117,-0.06919308475053827,0.24475283812323145,48.18268213453933,55.047021342418326,1.6125622790191403,1.2858721141497986,Normal
Béni Mellal-Khénifra,2006,5,2006-05,42.27414030473117,0.3009036242549235,33.8399362274123,0,31.46121691312578,20.05854695673136,0.30012137482123347,0.03035864012585758,0.2501515290136224,0.3834054754721371,34.606404626445226,2.84489459252722,28.043258802144617,38.76630232025299,0.5390681296571547,0.02576694576723712,0.26941890959553716,38.083890346966655,45.941821371322746,0.5278164010031572,0.4208856924606332,Normal
Casablanca-Settat,2006,5,2006-05,12.297095561568687,0.27600274904558403,34.92377979417724,0,13.448865171913438,10.79881977797091,0.27031233586533576,0.02698479080238974,0.23509665607563585,0.3316774824915264,37.64737784223405,2.8549006070046907,32.45491808007863,43.371044826810135,-0.1066569897475562,0.21087483026714185,0.9540080104275002,42.349873676221655,77.38328337781367,0.642696836658731,0.5124924171080285,Normal
Rabat-Salé-Kénitra,2006,5,2006-05,32.75822131697331,0.3575883975241029,33.70297919096568,0,24.01668216339041,15.414765835942552,0.353453474885689,0.04099405229565434,0.28911135959056516,0.45932856137387446,35.11442208513144,2.6588784457174643,29.651182274201823,39.405281701049766,0.5670886763132197,0.1008664039503163,0.5308414517553846,40.22684812777781,58.460514031026165,0.7485955726798155,0.5969370511819767,Normal
Fès-Meknès,2006,6,2006-06,17.98914786510449,0.2436910474822725,36.61073974677577,0,9.612113422459052,4.8091557393189905,0.24306763708460777,0.01833632413021838,0.21338869188133916,0.2854328994255446,39.093247192714344,1.6890652189654447,36.1498579999622,42.112547576682495,1.741892942695942,0.03399865715928139,1.4697522736624185,42.05494256854155,92.27041810704344,2.065575697155406,1.6471092144442625,Normal
Guelmim-Oued Noun,2006,6,2006-06,0.09670539833281794,0.1474837507627575,41.68793426572955,0,0.3608873218814508,0.4447225317293458,0.13490418842262117,0.01434027083935801,0.11168301851565132,0.1668131576790317,41.324717602646786,1.947497252328274,36.44027469811532,44.801732380942866,-0.5940376407764553,0.8772192994856637,-0.18650432633398265,64.92680793029646,37.23985110423029,-0.08108567271696515,-0.06465846731032522,Normal
Laâyoune-Sakia El Hamra,2006,6,2006-06,0.00368727974756694,0.14393290107447204,40.99334163612745,0,0.2694632248159171,0.3829260689730705,0.11359959867614788,0.00973209229418239,0.10086037884401632,0.14393290107447204,39.8281577872034,1.8698287449117237,35.48211817741443,42.74379911454248,-0.6940659479807864,3.1168325866018214,-0.6231500355820309,99.97678873129452,24.105370134456994,0.6390072503708142,0.509550306789494,Normal
Souss-Massa,2006,6,2006-06,2.9073765028675194,0.18453070418258077,43.18584568952727,0,2.1772649178362227,1.959284409610976,0.17489582267989218,0.01739350534001681,0.15103952263316808,0.2184946580934524,44.19683774693854,1.2262628618074936,40.46109863662471,45.7095784295696,0.3726419612435253,0.553935581950917,0.824449707235759,49.64220603859668,48.084931849058336,1.0277756239795908,0.8195578128505747,Normal
Dakhla-Oued Ed-Dahab,2006,6,2006-06,0.00413587838262486,0.10038260869565216,41.2448469598133,0,0.3869526980713705,0.6723432769584707,0.0932061514572384,0.03387740998277579,0.00892919254658385,0.153227950310559,40.20281098926717,2.3035676566208725,35.45572395419066,43.33553975555302,-0.5693770322513264,0.21183606545076655,-0.4523574410984326,63.37343454833514,26.532220996284657,-0.5513824980376095,-0.4396775167580381,Normal
Tanger-Tétouan-Al Hoceima,2006,6,2006-06,7.859338940005741,0.3851674912342308,34.05666862279937,0,5.191925383171835,3.4086310077753392,0.3933571944387479,0.02444040569737087,0.33484325517909874,0.44455375916416834,35.17935962843084,1.3545469644642256,32.64158334373824,38.85954828318139,0.7825468790107637,-0.3350886767562194,0.8288313621340794,45.86584478501848,77.2418626185737,0.8694919691433809,0.6933409587620646,Normal
Drâa-Tafilalet,2006,6,2006-06,8.995288900932087,0.14785045548449488,42.741360630457415,0,5.5933576355686485,3.2915321871872507,0.14770125911433898,0.00921784918441272,0.12793325003846062,0.16449311421727017,44.979537599351424,1.505157147530775,41.26232464041788,47.67967723440489,1.033540330732882,0.0161855946187735,1.4870055080732008,54.463438389184134,76.9524322745082,1.6172139371319443,1.2895813894625336,Normal
Marrakech-Safi,2006,6,2006-06,2.203615415844274,0.19953763120455423,39.33519976936137,0,3.370572893999113,2.591529859124305,0.18862189664490964,0.01466689203765469,0.16413488115882688,0.21958718850242284,40.78747621142095,1.474646570946053,37.24078552386652,43.65299240814493,-0.4502967519537522,0.7442431928741512,0.9848301760386444,63.83209019127686,67.33697123330322,0.6968561606908794,0.5556795642962309,Normal
l'Oriental,2006,6,2006-06,9.28061635818323,0.153941350723259,40.12979627828307,0,7.08540612368128,2.8621728514839684,0.15558312227914853,0.01207053626817067,0.1346702768210855,0.1797867993728928,42.26068320597437,1.7715543074295663,37.77599889536957,45.11080256722886,0.7669733270524827,-0.13601479830011984,1.2028346626207054,42.704540062996074,67.90910460419596,1.193414556517869,0.9516398335822427,Normal
Béni Mellal-Khénifra,2006,6,2006-06,12.89275604973649,0.25945390132553275,37.29601053966123,0,8.70993241441487,4.774388167067606,0.2561794275866907,0.01976331257444042,0.21978786703058645,0.3074669921851094,39.84227762019859,1.7351216023072105,35.996293491377365,43.39030720821181,0.8760962638466574,0.1656844583370536,1.4674862425501216,45.2348386701864,82.42192481307985,1.5754624785941322,1.2562883892743426,Normal
Casablanca-Settat,2006,6,2006-06,2.815595347280956,0.23706047329265537,39.79853869918367,0,1.7035432634330203,1.5619947201830349,0.2352525095926968,0.01466810237567479,0.21048438675435108,0.2720399878450201,41.44341005286428,1.5674015600341638,38.13303302166666,43.9527769298443,0.7119435613185845,0.12325818661838898,1.049425619842279,43.16710316718113,71.3816820471273,1.1832945586380264,0.9435700534328149,Normal
Rabat-Salé-Kénitra,2006,6,2006-06,6.179979658949432,0.29229112903225823,37.609145693614295,0,3.935765832785659,2.531485189543595,0.2869178136929839,0.02629365620961331,0.24939462395619097,0.35211784682868336,40.10148685629919,2.0146134270607465,35.40847633279884,43.856966348957634,0.8865206225316234,0.20435786093946737,1.2371312179335252,41.75524127117902,73.95183338336528,1.453048896631404,1.1586746639087657,Normal
Fès-Meknès,2006,7,2006-07,3.96048651189501,0.21968643490261228,41.11054726577186,0,2.011808998700835,1.369767473349977,0.2214192368063562,0.01331093465692328,0.1974751584238394,0.2460732199757657,41.54305936325047,1.591970002352433,38.10120179571907,44.816261173351606,1.422633805450486,-0.13017883029293173,0.2716835724539389,45.69463535394298,55.18504276252521,1.0177239998398782,0.8115425545555381,Normal
Guelmim-Oued Noun,2006,7,2006-07,0.4304774108247159,0.13854740434794485,43.157170703829216,0,0.17453330317722293,0.2834044439898275,0.12880709784732516,0.01090972243841863,0.11170128097705802,0.15209311378063553,42.69070372141098,2.2797800814758946,38.58901547995516,46.91656211643069,0.9031054843186574,0.8928097442991912,-0.20461051757073384,66.4477859244783,45.14399092928367,0.8678291556805836,0.6920150158880043,Normal
Laâyoune-Sakia El Hamra,2006,7,2006-07,0.07881756657784104,0.13781966469062618,40.03905783117238,0,0.08753454485793617,0.14470664845609962,0.11173354126884602,0.0077440656259588,0.1034991432011856,0.13781966469062618,39.59726191664897,1.9001817040928957,36.17017997754194,43.36080045520305,-0.06023896187976215,3.3685307797931276,-0.2325019305110688,99.97087140082309,46.195429376467295,1.411979637525719,1.1259256558736062,Normal
Souss-Massa,2006,7,2006-07,0.28669968823188724,0.1717420277286239,44.088967287503465,0,0.2034918760075974,0.2706752495034682,0.1640255062995521,0.01504289270312121,0.1400071853428638,0.1975509016900852,45.023317612921026,1.3848863076867768,42.1431644626615,47.14716393088275,0.30740827754635053,0.5129679232153769,0.6746765566469056,55.13951904392044,61.11492519750104,0.8709559160149459,0.6945083235722395,Normal
Dakhla-Oued Ed-Dahab,2006,7,2006-07,0.07241576283704555,0.09479068322981368,40.17674879313319,0,0.2652486108978126,0.2769214425803894,0.0959901337792642,0.02571670779742876,0.03512049689440993,0.1436248447204969,39.83126052011749,1.6717101729122985,36.562818564791215,43.60919147476874,-0.6963449499032142,-0.04664090593938529,-0.20666756631254224,54.98829189945974,48.712122595201066,-0.5976942375266033,-0.4766069272629705,Normal
Tanger-Tétouan-Al Hoceima,2006,7,2006-07,1.267701110605963,0.3401754244412904,38.11786171390522,0,0.44968687680094344,0.6758777472101855,0.355531696183931,0.01921990077425652,0.31383072234919374,0.38948219374205606,38.10149623916684,1.2519810394418096,35.62278781370962,40.81785431389688,1.2102991068747708,-0.7989776806344939,-0.01307166340608103,34.81917759080474,51.97214323782022,0.3828356445601219,0.30527669290506937,Normal
Drâa-Tafilalet,2006,7,2006-07,2.3748022979879884,0.1408916673259927,44.60036447654442,0,0.9446280766015857,0.845438283016085,0.13999885514773133,0.00735033613490755,0.12408658447067096,0.154639942418848,45.70663189721799,1.4046953523519683,42.143479416490415,48.17069593634086,1.6916364566367674,0.12146548972383824,0.7875497123424492,54.98441265457905,59.23672269554973,1.6385486269896563,1.3065938689859622,Normal
Marrakech-Safi,2006,7,2006-07,0.8862648477608274,0.1870310554860064,41.684561893372354,0,0.41155354474556066,0.6731936693023214,0.17776779495785114,0.01173019994954278,0.15982528444359093,0.2000005113532145,41.81297248325585,1.574883154134309,38.514983139888734,44.82707273659144,0.7051630528659664,0.7896933187840782,0.08153658228319755,67.70092676993252,49.78550789757279,0.8759764223002042,0.6985117218379202,Normal
l'Oriental,2006,7,2006-07,2.6037723463714846,0.14901408113529294,44.34139678424325,0,1.0911758526326427,0.8309722373029216,0.14861011635323057,0.00949387173485872,0.13144728369045913,0.16778620332599456,44.029384195689715,1.4677352886661952,40.73411197970277,47.80872713577191,1.820273200279544,0.04255005685184532,-0.21258096808251944,48.32825190122061,49.01079951287771,1.0429733907880818,0.8316766530285038,Normal
Béni Mellal-Khénifra,2006,7,2006-07,3.530724099949627,0.24252100611360664,41.066671238944835,0,1.5808075157973676,1.601000642092336,0.23817904745753615,0.01544900494785905,0.20652708713266343,0.26438247570468654,42.030095395096325,1.5386756807686572,38.109885087143184,44.85892652786904,1.2179361662240984,0.2810510237212525,0.6261385477088999,62.20284676070701,56.18945598844553,1.3094532593007522,1.0441701711772566,Normal
