nom_fr,year,month,day_of_year,date,NDVI_median,NDWI_median,NDDI_median,NDDI_mean
Dakhla-Oued Ed-Dahab,2003,12,345,2003-12-11,0.08589895436225421,-0.07778223821209988,5.526625454139603,7.464741600707828
Tanger-Tétouan-Al Hoceima,2003,12,345,2003-12-11,0.44263575860318305,0.12503546176368213,0.8562961071868115,1.8901094394201547
Drâa-Tafilalet,2003,12,345,2003-12-11,0.10436238028845188,-0.07575863284564142,-3.4762248226716443,-2.5751100814531305
Marrakech-Safi,2003,12,345,2003-12-11,0.42268853051701233,0.07839651045783524,0.6855810142279657,0.802393011655823
l'Oriental,2003,12,345,2003-12-11,0.3114148228673468,-0.08896943092349527,3.3778289246093482,6.252597571785784
Béni Mellal-Khénifra,2003,12,345,2003-12-11,0.2698668666169738,-0.010392208631169238,1.108207298677269,1.3894961958602041
Casablanca-Settat,2003,12,345,2003-12-11,0.5165249262667708,0.13656806644443426,0.7154972127708826,0.5831806616376803
Rabat-Salé-Kénitra,2003,12,345,2003-12-11,0.4180534307277378,0.07814363344527173,0.8406794746152394,0.7106962934335032
Fès-Meknès,2003,12,353,2003-12-19,0.3554163071071163,-0.01939934110322129,1.3476998553481856,1.4545272980922326
Guelmim-Oued Noun,2003,12,353,2003-12-19,0.11879485560019133,-0.05737152255840057,3.5539631739797644,4.042912248982959
Laâyoune-Sakia El Hamra,2003,12,353,2003-12-19,0.09639023986087365,-0.10257212409637916,12.040037887923797,3.771094858548158
Souss-Massa,2003,12,353,2003-12-19,0.24416709631103092,-0.021538749496283396,1.5247825550234109,2.0735325929650914
Dakhla-Oued Ed-Dahab,2003,12,353,2003-12-19,0.09056687433511958,-0.0865940191574666,8.965872069363293,5.99656095915639
Tanger-Tétouan-Al Hoceima,2003,12,353,2003-12-19,0.4422613120058779,0.07781556411126732,0.7935807911531497,1.1788997971561357
Drâa-Tafilalet,2003,12,353,2003-12-19,0.11247297713107356,-0.0737986529775751,-3.7900085309628175,-3.4887209196964166
Marrakech-Safi,2003,12,353,2003-12-19,0.4649092345887732,0.11524245903347656,0.5930030664937881,0.574785028630207
l'Oriental,2003,12,353,2003-12-19,0.3483221092032304,-0.0325046065676627,1.6382553982145005,3.0394887038607608
Béni Mellal-Khénifra,2003,12,353,2003-12-19,0.1958844394402247,0.05751772638290395,0.6066760988985075,0.522861907286361
Casablanca-Settat,2003,12,353,2003-12-19,0.5683280005650064,0.13939979451072412,0.641803022287754,0.6501913722580339
Rabat-Salé-Kénitra,2003,12,353,2003-12-19,0.28952872249725264,0.10151824839882141,0.6696551951598065,0.6668235313837401
Fès-Meknès,2003,12,361,2003-12-27,0.14571680345396826,0.04890548648272267,0.6990110609727223,0.2500145200523224
Guelmim-Oued Noun,2003,12,361,2003-12-27,0.12892086734815547,-0.058963100184388134,3.1997878364741332,4.775641956790414
Laâyoune-Sakia El Hamra,2003,12,361,2003-12-27,0.10933808910912204,-0.10200831750387823,7.521251701061519,8.889965531491807
Souss-Massa,2003,12,361,2003-12-27,0.2793124149392102,-0.015918281100514586,1.6013090870738442,1.00091560617924
Dakhla-Oued Ed-Dahab,2003,12,361,2003-12-27,0.09585658296493046,-0.07943560861527177,7.1708042298419485,6.4219541772256115
Tanger-Tétouan-Al Hoceima,2003,12,361,2003-12-27,0.5317278912702287,0.10942256897337412,0.7269135402303737,0.7538047372036052
Drâa-Tafilalet,2003,12,361,2003-12-27,0.11919344748660213,-0.09813113552387163,1.785491354863306,2.206456662554743
Marrakech-Safi,2003,12,361,2003-12-27,0.49207910740804267,0.08998126105538021,0.759950354062066,0.7314293605605277
l'Oriental,2003,12,361,2003-12-27,0.310246647302086,-0.06588979591084634,1.55238821586965,2.4450520141341694
Béni Mellal-Khénifra,2003,12,361,2003-12-27,0.3014916447940817,-0.005947919159269505,1.111767592230401,1.3090039758610876
Casablanca-Settat,2003,12,361,2003-12-27,0.5551221560592382,0.17152107954939863,0.6585233655059118,1.0777256922971348
Rabat-Salé-Kénitra,2003,12,361,2003-12-27,0.47632122142569566,0.11035608119895902,0.8419840111139106,2.252670007976204
Fès-Meknès,2004,1,1,2004-01-01,0.42853532753035506,-0.008465702153203606,0.9673973128081237,0.9543850880990934
Guelmim-Oued Noun,2004,1,1,2004-01-01,0.1160471133615508,-0.08065391721854406,3.824425441735716,3.8701044543473957
Laâyoune-Sakia El Hamra,2004,1,1,2004-01-01,0.08167547999751044,-0.08586399545581241,6.608742013119144,5.8787099382974795
Souss-Massa,2004,1,1,2004-01-01,0.26953031568327385,-0.016716438796528038,1.3540110962677303,1.387817586419834
Dakhla-Oued Ed-Dahab,2004,1,1,2004-01-01,0.09046171861424462,-0.08300678174230722,6.322544272131867,1.4852752040533512
Tanger-Tétouan-Al Hoceima,2004,1,1,2004-01-01,0.5314311355178657,0.08639204579851231,0.9564598361844432,1.9442927371061214
Drâa-Tafilalet,2004,1,1,2004-01-01,0.11523248875474512,-0.08251461434928205,2.783098968308265,-3.799202522494417
Marrakech-Safi,2004,1,1,2004-01-01,0.4695058036917902,0.07911718032538188,0.7668703901567948,0.6712475726624352
l'Oriental,2004,1,1,2004-01-01,0.3136677643329764,-0.047012740409450006,1.3382444342724804,1.4951585550725692
Béni Mellal-Khénifra,2004,1,1,2004-01-01,0.3075057232798864,-0.025669624655375645,1.129633283285839,1.504423559062374
Casablanca-Settat,2004,1,1,2004-01-01,0.5314525232516297,0.15560749608510943,0.6483042405387256,0.6437789574212265
Rabat-Salé-Kénitra,2004,1,1,2004-01-01,0.4785898292434792,0.0871759539075306,1.2282709758947048,0.9150391705117203
Fès-Meknès,2004,1,9,2004-01-09,0.47267898283434767,0.033151809870567976,0.8886977995893596,1.5706732622851993
Guelmim-Oued Noun,2004,1,9,2004-01-09,0.11308098528418797,-0.06708789149298974,3.4409908934322524,6.257354311429339
Laâyoune-Sakia El Hamra,2004,1,9,2004-01-09,0.09829663391211778,-0.1025457798521697,-6.671868047860871,6.447243988966549
Souss-Massa,2004,1,9,2004-01-09,0.2660177380475226,-0.011607088042148155,1.0637033458105547,1.6105968026283681
Dakhla-Oued Ed-Dahab,2004,1,9,2004-01-09,0.09269367837949505,-0.08012217828808742,5.811361752942317,1.5154918724641029
Tanger-Tétouan-Al Hoceima,2004,1,9,2004-01-09,0.6070252548571787,0.10930497002374118,0.6936608085419964,0.8042570051656659
Drâa-Tafilalet,2004,1,9,2004-01-09,0.12325269681207529,-0.09029810215372674,1.6577719647341609,-0.21456464719174081
Marrakech-Safi,2004,1,9,2004-01-09,0.4721532940161529,0.08567655096391273,0.675784231900107,0.6418696272956018
l'Oriental,2004,1,9,2004-01-09,0.32791258763161574,-0.016577280690167992,1.271336709935186,2.1918790040444107
Béni Mellal-Khénifra,2004,1,9,2004-01-09,0.3402693585583493,-0.014150918617244738,1.0607544021379978,1.2562329102071872
Casablanca-Settat,2004,1,9,2004-01-09,0.5468728348389938,0.15652083607240241,0.6354869581867839,0.7309562953185919
Rabat-Salé-Kénitra,2004,1,9,2004-01-09,0.5074918044455377,0.1021410908520768,0.8085752606313443,0.8994445252181474
Fès-Meknès,2004,1,17,2004-01-17,0.46518081537641126,0.019632643735005655,0.8639564684043086,1.0400546193499494
Guelmim-Oued Noun,2004,1,17,2004-01-17,0.11347377832140283,-0.0820653124904488,3.1337888950432373,-2.3932383223424325
Laâyoune-Sakia El Hamra,2004,1,17,2004-01-17,0.0848702662378502,-0.10145667857872528,-6.529421687434726,9.560815712861737
Souss-Massa,2004,1,17,2004-01-17,0.26492822939405564,-0.03088496053615886,1.0986858649696152,1.8323778109409936
Dakhla-Oued Ed-Dahab,2004,1,17,2004-01-17,0.09290886024339055,-0.09602099518825559,5.463549487201733,7.055475831388939
Tanger-Tétouan-Al Hoceima,2004,1,17,2004-01-17,0.5334459415406397,0.0931869945565438,0.8675915339475814,1.690241665165261
Drâa-Tafilalet,2004,1,17,2004-01-17,0.12340514430144058,-0.08967939407008213,3.840962262771426,-5.65772054011207
Marrakech-Safi,2004,1,17,2004-01-17,0.46107204653500045,0.07072744319061845,0.7861915064865648,1.2458550402965243
l'Oriental,2004,1,17,2004-01-17,0.34436328544080436,-0.0619894925415524,1.523051307582675,1.232255211483497
Béni Mellal-Khénifra,2004,1,17,2004-01-17,0.340074195779659,0.0037380935942047267,0.7538416371553582,1.0289625170057646
Casablanca-Settat,2004,1,17,2004-01-17,0.5243436829376548,0.16830001750962867,0.6387352715918365,0.4908425949587351
Rabat-Salé-Kénitra,2004,1,17,2004-01-17,0.4443385787300581,0.06626874924262845,0.9355795703039046,1.6442580930658581
Fès-Meknès,2004,1,25,2004-01-25,0.5079574186328947,0.05836910822535972,0.731114580632845,0.9033306958888653
Guelmim-Oued Noun,2004,1,25,2004-01-25,0.12127084692240225,-0.09597183851972663,3.953472710062432,12.098962657282506
Laâyoune-Sakia El Hamra,2004,1,25,2004-01-25,0.10706106982940972,-0.11104619301450741,-6.98750026171874,4.305479377022577
Souss-Massa,2004,1,25,2004-01-25,0.2617598476500093,-0.02014663803514359,1.418470913146862,1.898877062465608
Dakhla-Oued Ed-Dahab,2004,1,25,2004-01-25,0.09596950138965472,-0.09989607051158605,5.922025685357826,2.8279991811197407
Tanger-Tétouan-Al Hoceima,2004,1,25,2004-01-25,0.5643492435104256,0.1103939323533777,0.6044113902807201,0.8747971182994103
Drâa-Tafilalet,2004,1,25,2004-01-25,0.12322661529062771,-0.08913437865679488,2.85231335969596,1.1442200759850436
Marrakech-Safi,2004,1,25,2004-01-25,0.46469162986149143,0.07004596951880004,0.7562588042757226,0.66925706700777
l'Oriental,2004,1,25,2004-01-25,0.34504041568041577,0.07738018705688245,0.8947887598197457,1.7754205042834152
Béni Mellal-Khénifra,2004,1,25,2004-01-25,0.33784313300126434,0.005837647780808645,0.9325302441522149,1.166647370106837
Casablanca-Settat,2004,1,25,2004-01-25,0.6126496979560002,0.15495680984982807,0.38845424706265774,0.5345856744899746
Rabat-Salé-Kénitra,2004,1,25,2004-01-25,0.5657446878498732,0.14557971864534228,0.8360650259227648,0.48299463143008675
Fès-Meknès,2004,2,33,2004-02-02,0.5082579051977499,0.05067620229002868,0.7108168983153865,1.1447966503545786
Guelmim-Oued Noun,2004,2,33,2004-02-02,0.11619969862067335,-0.08673649658293936,5.338585732049277,14.833325381906535
Laâyoune-Sakia El Hamra,2004,2,33,2004-02-02,0.08931311047444057,-0.10000462308502377,-9.610695356246898,8.59438451084123
Souss-Massa,2004,2,33,2004-02-02,0.24194656369903614,-0.017198703400510322,1.6276929178041069,2.946544027467039
Dakhla-Oued Ed-Dahab,2004,2,33,2004-02-02,0.08854894119431131,-0.07058686962004976,9.110960845404211,9.086288988227563
Tanger-Tétouan-Al Hoceima,2004,2,33,2004-02-02,0.4463991128349959,0.10949612626723518,0.8626671417559197,1.3145260666843133
Drâa-Tafilalet,2004,2,33,2004-02-02,0.11930599561491514,-0.09558656953387987,3.0816311148159796,-2.4620923436024795
Marrakech-Safi,2004,2,33,2004-02-02,0.4136632759186639,0.04349894246849411,0.7275510680079232,0.8343336462225965
l'Oriental,2004,2,33,2004-02-02,0.21867206959924806,-0.007803082997267727,1.2724926153172484,1.5300820416305818
Béni Mellal-Khénifra,2004,2,33,2004-02-02,0.3160292784989374,-0.01374919486679618,1.2337941650252013,1.4137429905543082
Casablanca-Settat,2004,2,33,2004-02-02,0.6180593599067713,0.14743958668364432,0.644218271189953,0.5392489530100985
Rabat-Salé-Kénitra,2004,2,33,2004-02-02,0.6104677036346762,0.11041818883181316,0.7877130979874787,0.6571479246706058
Fès-Meknès,2004,2,41,2004-02-10,0.5184602590680665,0.07616543943195078,0.7219467203127208,0.9223938247964171
Guelmim-Oued Noun,2004,2,41,2004-02-10,0.11258888670103827,-0.08805965757702355,5.236488261859761,3.585735226324409
Laâyoune-Sakia El Hamra,2004,2,41,2004-02-10,0.08195253161324224,-0.09008484352569723,-11.142500066867232,10.666386989350574
Souss-Massa,2004,2,41,2004-02-10,0.2339319033069995,-0.03504502552085815,1.5760970486954464,3.0578244956625027
Dakhla-Oued Ed-Dahab,2004,2,41,2004-02-10,0.09237077324629064,-0.08632421898124602,6.613929506015865,4.890765903578205
Tanger-Tétouan-Al Hoceima,2004,2,41,2004-02-10,0.5688755608752065,0.1223374682523018,0.6803188654311986,0.8424066390388761
Drâa-Tafilalet,2004,2,41,2004-02-10,0.11930792938690153,-0.09969352420236743,2.7590784070434995,-6.647809472380264
Marrakech-Safi,2004,2,41,2004-02-10,0.41014875179828786,0.023305962612871958,0.9129647208303449,0.968110464156584
l'Oriental,2004,2,41,2004-02-10,0.37482746463504774,0.05501180123195873,1.4259886689928691,3.049182549393752
Béni Mellal-Khénifra,2004,2,41,2004-02-10,0.31734126349536973,-0.005291127941036963,1.1179277268396677,1.1375678713386081
Casablanca-Settat,2004,2,41,2004-02-10,0.5383634059238118,0.1409844998753937,0.6606035959877219,0.6415631555150756
Rabat-Salé-Kénitra,2004,2,41,2004-02-10,0.5314762060228517,0.11752863877196218,0.7549576441371482,0.9912401442113776
Fès-Meknès,2004,2,49,2004-02-18,0.5665492069702088,0.10159316216212484,0.6350392208384991,0.48857628161988037
Guelmim-Oued Noun,2004,2,49,2004-02-18,0.12135806523856643,-0.08235941161127401,5.380526191607739,7.726603147799954
Laâyoune-Sakia El Hamra,2004,2,49,2004-02-18,0.10718926965895774,-0.08752813740906758,9.933089466693374,5.701641286540873
Souss-Massa,2004,2,49,2004-02-18,0.1952346871857341,-0.027278607851207143,1.5095624357691069,1.691763876606986
Dakhla-Oued Ed-Dahab,2004,2,49,2004-02-18,0.09305517034155344,-0.0860711992625645,8.789893427414762,4.392184484291637
Tanger-Tétouan-Al Hoceima,2004,2,49,2004-02-18,0.3806919808867791,0.13085612210123532,0.7112061831237786,1.1991080159298342
Drâa-Tafilalet,2004,2,49,2004-02-18,0.12100808253181415,-0.09728253016203628,3.7203111969972595,6.843236349614449
Marrakech-Safi,2004,2,49,2004-02-18,0.39849201429942727,0.03189365660478406,0.8531911514541224,1.0532645951741206
l'Oriental,2004,2,49,2004-02-18,0.35920560788158784,0.05326289456728046,1.1206283967342303,1.7354639603865543
Béni Mellal-Khénifra,2004,2,49,2004-02-18,0.3381574032654624,0.0246445149827198,0.8597356057336051,0.9378829494371929
Casablanca-Settat,2004,2,49,2004-02-18,0.4740535369898378,0.15394052307814682,0.56820900675142,0.6231458098818204
Rabat-Salé-Kénitra,2004,2,49,2004-02-18,0.47309518689042407,0.1456129022372151,0.9428047619069421,-0.10264635925419836
Fès-Meknès,2004,2,57,2004-02-26,0.5273655197787863,0.06762143054080032,0.8551015300826564,2.7660682309739135
Guelmim-Oued Noun,2004,2,57,2004-02-26,0.1153170602790927,-0.08821362077499613,5.130053256585517,5.442929408742706
Laâyoune-Sakia El Hamra,2004,2,57,2004-02-26,0.08949917576172091,-0.09791761218571124,-6.984093933440369,7.18929476483908
Souss-Massa,2004,2,57,2004-02-26,0.24274443988666677,-0.017202518690506235,1.3628687148601668,0.3966159333136083
Dakhla-Oued Ed-Dahab,2004,2,57,2004-02-26,0.0915496853863341,-0.08428190586513763,5.573960345675248,3.213723351199384
Tanger-Tétouan-Al Hoceima,2004,2,57,2004-02-26,0.5670059575242816,0.15167935838910337,0.718730460471056,0.641029781130023
Drâa-Tafilalet,2004,2,57,2004-02-26,0.11337565139903483,-0.07478860358258449,3.9425220555997607,2.996405305762692
Marrakech-Safi,2004,2,57,2004-02-26,0.41422714235444863,0.04347436730218049,0.8548880090459401,0.5899121953648081
l'Oriental,2004,2,57,2004-02-26,0.40473748429133966,0.031572270589255776,0.8030025772773743,1.5597903239388922
Béni Mellal-Khénifra,2004,2,57,2004-02-26,0.3496054971976361,0.06476099082056178,0.6142157048235104,0.7409055401531239
Casablanca-Settat,2004,2,57,2004-02-26,0.5663946605061593,0.15817943839745077,0.64084820082905,0.5245101948570956
Rabat-Salé-Kénitra,2004,2,57,2004-02-26,0.5307540449151336,0.12135001664038589,0.8750861660396985,1.493806706035758
Fès-Meknès,2004,3,65,2004-03-05,0.5045964913226093,0.11954243437399875,0.5584724146766077,0.7730663173995742
Guelmim-Oued Noun,2004,3,65,2004-03-05,0.11328097518063726,-0.07421324272699092,4.2820444518560645,15.391651459621269
Laâyoune-Sakia El Hamra,2004,3,65,2004-03-05,0.08641471455718511,-0.09019014293486058,6.239725200033837,7.462146675287072
Souss-Massa,2004,3,65,2004-03-05,0.2665425073180535,-0.02743028408286384,1.1492251218170775,1.4966798921385336
Dakhla-Oued Ed-Dahab,2004,3,65,2004-03-05,0.08717200271319087,-0.07094090954285438,5.862662951827512,7.8254520155199705
Tanger-Tétouan-Al Hoceima,2004,3,65,2004-03-05,0.5393256468606988,0.1325477430833099,0.6685715963933645,0.629855156481783
Drâa-Tafilalet,2004,3,65,2004-03-05,0.12164609496690246,-0.08733811245189924,2.578742771649404,1.6982865904130424
Marrakech-Safi,2004,3,65,2004-03-05,0.40224306972400986,0.035191690292579965,0.8593153325646701,0.6306173157040528
l'Oriental,2004,3,65,2004-03-05,0.3208040621026851,0.012078155408002321,1.4559162282939422,2.5976169082386313
Béni Mellal-Khénifra,2004,3,65,2004-03-05,0.3531017538278417,0.03376156248071567,0.7174535433051575,1.0465302328699764
Casablanca-Settat,2004,3,65,2004-03-05,0.515598429690592,0.1446292673052707,0.6452021548487866,0.594989686624511
Rabat-Salé-Kénitra,2004,3,65,2004-03-05,0.4005317706672814,0.11730101077318077,0.8027604627906822,0.3327830896367559
Fès-Meknès,2004,3,73,2004-03-13,0.5576378097899743,0.1382898868413106,0.6602569213131134,0.7517430055959768
Guelmim-Oued Noun,2004,3,73,2004-03-13,0.10739002895217864,-0.09178555118553954,5.160869575321157,5.905384039990957
Laâyoune-Sakia El Hamra,2004,3,73,2004-03-13,0.09187423555004745,-0.10359116045316671,-9.538073383325962,2.246427688399925
Souss-Massa,2004,3,73,2004-03-13,0.2463202419087736,-0.03987489603600894,1.4914140205267623,1.2835101741101929
Dakhla-Oued Ed-Dahab,2004,3,73,2004-03-13,0.08551747641162696,-0.08595689418281913,6.137524536491127,1.6906446818741276
Tanger-Tétouan-Al Hoceima,2004,3,73,2004-03-13,0.3915675394906703,0.10156597702454832,0.5963016151280801,0.7150926293958102
Drâa-Tafilalet,2004,3,73,2004-03-13,0.12325578552709338,-0.09606908351621243,2.8273917526786816,2.873111498749473
Marrakech-Safi,2004,3,73,2004-03-13,0.3464838952994518,0.014387039677392674,0.9515900965907977,0.9173004659656345
l'Oriental,2004,3,73,2004-03-13,0.19461227262385447,0.023244817567669385,1.114190882896576,1.3251359690902555
Béni Mellal-Khénifra,2004,3,73,2004-03-13,0.36838790379818337,0.03852242744063325,0.7192286592773539,0.8913715974545772
Casablanca-Settat,2004,3,73,2004-03-13,0.46777390679393255,0.11731683933068039,0.8061855336277715,-1.7610761161124562
Rabat-Salé-Kénitra,2004,3,73,2004-03-13,0.4914063175894041,0.11717342880859888,0.7779596100408063,0.005620732932869496
Fès-Meknès,2004,3,81,2004-03-21,0.5236060477536274,0.13703083632147464,0.659893575411847,0.7223497336852236
Guelmim-Oued Noun,2004,3,81,2004-03-21,0.10339893302211092,-0.09022692352044068,5.401887056985303,10.064131110139284
Laâyoune-Sakia El Hamra,2004,3,81,2004-03-21,0.0817758316466992,-0.10534864285011458,-8.930629357172066,0.7625541740996821
Souss-Massa,2004,3,81,2004-03-21,0.2229118573985757,-0.05475155078313823,1.8001223239915545,3.518021787477056
Dakhla-Oued Ed-Dahab,2004,3,81,2004-03-21,0.08254658747942831,-0.08989868044933928,-7.589430993729744,-1.6178904795394915
Tanger-Tétouan-Al Hoceima,2004,3,81,2004-03-21,0.6153095232720238,0.11737727836286684,0.7554777218308109,0.9759410460928116
Drâa-Tafilalet,2004,3,81,2004-03-21,0.11908059275505949,-0.09567254006144542,2.8237224603732,-1.1008282402396967
Marrakech-Safi,2004,3,81,2004-03-21,0.3477947195435657,0.01184385923254673,0.9718453399722347,1.1131517540321612
l'Oriental,2004,3,81,2004-03-21,0.34390877893350874,0.03930564716867035,0.700447991083694,1.128116497121907
Béni Mellal-Khénifra,2004,3,81,2004-03-21,0.4006901775544639,0.06698286213661982,0.6870056524584329,0.7148488698953502
Casablanca-Settat,2004,3,81,2004-03-21,0.5666504071343997,0.13291199934766332,0.7271282264567762,0.6265056130259504
Rabat-Salé-Kénitra,2004,3,81,2004-03-21,0.5187973516174964,0.13325768230252644,0.7709095684935638,0.7638484439121289
Fès-Meknès,2004,3,89,2004-03-29,0.5039664856200087,0.1388052175992196,0.6048569367441933,0.6933951535113173
Guelmim-Oued Noun,2004,3,89,2004-03-29,0.10550491649585589,-0.07431643752755132,4.249478138931968,8.774245745276009
Laâyoune-Sakia El Hamra,2004,3,89,2004-03-29,0.09432339750568007,-0.10187335860912376,-9.5815475855212,7.034089673361667
Souss-Massa,2004,3,89,2004-03-29,0.22739565769915734,-0.03515878495022096,1.5754599933444544,2.51007647345172
Dakhla-Oued Ed-Dahab,2004,3,89,2004-03-29,0.08925714886359197,-0.07890999876799512,6.461123880839249,7.763092812985213
Tanger-Tétouan-Al Hoceima,2004,3,89,2004-03-29,0.5432576970156755,0.1643105537702389,0.5326446505568145,0.581689488124086
Drâa-Tafilalet,2004,3,89,2004-03-29,0.12293039462743556,-0.09961163661198343,3.959144218915857,10.953281844793874
Marrakech-Safi,2004,3,89,2004-03-29,0.38690349723295764,0.047979569183381865,0.911210477957536,0.9168381134390963
l'Oriental,2004,3,89,2004-03-29,0.39826089264598163,0.05430504356787349,0.6610247097403721,0.7978160484986172
Béni Mellal-Khénifra,2004,3,89,2004-03-29,0.3806425437797037,0.06485642836375641,0.6943845972891366,0.7925754265585573
Casablanca-Settat,2004,3,89,2004-03-29,0.46758697523055565,0.09588607383230238,0.737744291935244,0.5272105915158132
Rabat-Salé-Kénitra,2004,3,89,2004-03-29,0.5277739975064404,0.13694613108837544,0.6759893047473432,0.4682217661693024
Fès-Meknès,2004,4,97,2004-04-06,0.5279956867778374,0.1285184766089252,0.6077062440640091,0.7750342121615204
Guelmim-Oued Noun,2004,4,97,2004-04-06,0.0929296839246654,-0.07065419328930646,4.114654015447436,2.646537777890806
Laâyoune-Sakia El Hamra,2004,4,97,2004-04-06,0.08938043122850729,-0.09757195904164431,-9.358612548148814,10.14529256935527
Souss-Massa,2004,4,97,2004-04-06,0.2693165260834672,-0.04272335756447105,1.2452479720838792,1.6721786492413608
Dakhla-Oued Ed-Dahab,2004,4,97,2004-04-06,0.08358604153464802,-0.09778778919647017,-10.408103215573842,3.8266829835877094
Tanger-Tétouan-Al Hoceima,2004,4,97,2004-04-06,0.5951941223160194,0.14179042307729017,0.7123703249598572,0.9499961262945377
Drâa-Tafilalet,2004,4,97,2004-04-06,0.12300870314472179,-0.09270324939421495,3.9534009163845463,-2.13943384269281
Marrakech-Safi,2004,4,97,2004-04-06,0.3707919052042736,-0.0036970901841696215,1.1347223344698034,1.6807722669553011
l'Oriental,2004,4,97,2004-04-06,0.35930493483377646,0.03147375269090847,0.6915161289888356,1.1410101403509034
Béni Mellal-Khénifra,2004,4,97,2004-04-06,0.3877161159506811,0.04977649473535483,0.7188517047638839,0.8631751411296578
Casablanca-Settat,2004,4,97,2004-04-06,0.3903762656107263,0.06315334886530227,0.6493305199639265,1.0037321179575343
Rabat-Salé-Kénitra,2004,4,97,2004-04-06,0.47710103985474295,0.06184866529000298,0.8462300519487013,0.8806879666525739
Fès-Meknès,2004,4,105,2004-04-14,0.5083318051837935,0.10080375660102381,0.6900541380500497,0.7523968757754894
Guelmim-Oued Noun,2004,4,105,2004-04-14,0.11317349784248472,-0.08994334150610644,6.513630767567552,5.279998970010353
Laâyoune-Sakia El Hamra,2004,4,105,2004-04-14,0.08571064999920791,-0.10062709114478682,-6.759997243451839,3.8068830370241176
Souss-Massa,2004,4,105,2004-04-14,0.24600419890208455,-0.05116297554564082,1.599098615583798,2.460186609494153
Dakhla-Oued Ed-Dahab,2004,4,105,2004-04-14,0.0893547750586811,-0.0803881143568342,6.268866935352504,1.932428977953176
Tanger-Tétouan-Al Hoceima,2004,4,105,2004-04-14,0.5481636441978976,0.09466742753855885,0.7559893339451788,0.9095590459948355
Drâa-Tafilalet,2004,4,105,2004-04-14,0.12115688666769557,-0.08390807201546584,3.4779410303003124,10.512244854684171
Marrakech-Safi,2004,4,105,2004-04-14,0.3705668789298933,-0.019745228403777307,1.2102510981289225,1.1310234922959306
l'Oriental,2004,4,105,2004-04-14,0.36761343909230554,0.02409326989509914,0.8670282509459144,0.9339855710910655
Béni Mellal-Khénifra,2004,4,105,2004-04-14,0.3788781088586285,0.07578867125568553,0.6235654423580839,0.18386819395387316
Casablanca-Settat,2004,4,105,2004-04-14,0.4446866564689354,0.04668123525215949,0.8174417360607521,1.0043965062575253
Rabat-Salé-Kénitra,2004,4,105,2004-04-14,0.4768251985636398,0.07840100648519766,0.6432207974211263,0.7580148674639721
Fès-Meknès,2004,4,113,2004-04-22,0.5038815387819042,0.11913191853263155,0.6974387659386782,0.9956619122119331
Guelmim-Oued Noun,2004,4,113,2004-04-22,0.10526265286727088,-0.08999055862221968,6.056726999239787,7.074289683042085
Laâyoune-Sakia El Hamra,2004,4,113,2004-04-22,0.0887416245726605,-0.10176204800048264,-8.99149074029395,6.389622007931036
Souss-Massa,2004,4,113,2004-04-22,0.22627490595725264,-0.038764637088462374,1.9127094170748709,3.383257739824511
Dakhla-Oued Ed-Dahab,2004,4,113,2004-04-22,0.08632871638132246,-0.08570006847225775,9.024298110039622,5.798234785140627
Tanger-Tétouan-Al Hoceima,2004,4,113,2004-04-22,0.5691991738758955,0.1415479471520521,0.6994388786540093,0.5916116639032452
Drâa-Tafilalet,2004,4,113,2004-04-22,0.12069400126176905,-0.0919466637899175,3.8327700942229765,12.408901408597279
Marrakech-Safi,2004,4,113,2004-04-22,0.3240457796634276,-0.03487517417931233,1.1840258035687405,1.5604921737994486
l'Oriental,2004,4,113,2004-04-22,0.40655987426888135,0.030104823867339703,0.698126765722193,1.276522910414271
Béni Mellal-Khénifra,2004,4,113,2004-04-22,0.3685207007733323,0.041315840827908665,0.6803736861362293,0.7899215716961829
Casablanca-Settat,2004,4,113,2004-04-22,0.36673936204397817,0.0506932027200329,0.8053404594625322,1.5171849265081556
Rabat-Salé-Kénitra,2004,4,113,2004-04-22,0.4568850425690168,0.07234221669245919,0.9012287347538147,0.8486901908533814
Fès-Meknès,2004,4,121,2004-04-30,0.23798127237580055,0.060247153136324755,0.6626257870913524,0.5364720904569166
Guelmim-Oued Noun,2004,4,121,2004-04-30,0.12060228453122494,-0.08982021785908262,4.850937679878768,10.807161776891158
Laâyoune-Sakia El Hamra,2004,4,121,2004-04-30,0.10729518922470244,-0.10174348245882676,-9.323091895536699,5.692714817018845
Souss-Massa,2004,4,121,2004-04-30,0.2305526103988821,-0.054251977832288335,1.9326678714183292,2.892967669728742
Dakhla-Oued Ed-Dahab,2004,4,121,2004-04-30,0.08689777608590162,-0.08597066450369702,6.720299837201323,5.464214695237347
Tanger-Tétouan-Al Hoceima,2004,4,121,2004-04-30,0.40609531308262103,0.15218038872870818,0.5292360543374809,0.48362743868825503
Drâa-Tafilalet,2004,4,121,2004-04-30,0.11901097960251822,-0.08781807281615692,3.2076675272340127,-0.6646663324383708
Marrakech-Safi,2004,4,121,2004-04-30,0.3480731056126583,-0.035454169172199575,1.160401716302517,1.3291533177645127
l'Oriental,2004,4,121,2004-04-30,0.3294040282011424,0.04568386268130398,1.065884855775079,0.6344130057246236
Béni Mellal-Khénifra,2004,4,121,2004-04-30,0.36328469725401946,0.025347147518691677,0.7307959547425534,1.0835624210424113
