nom_fr,year,month,date,NDDI_median,nom_affich
Souss-Massa,2004,1,2004-01-17,1.0986858649696152,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,1,2004-01-17,5.463549487201733,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,1,2004-01-17,0.8675915339475814,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,1,2004-01-17,3.840962262771426,Drâa-Tafilalet
Marrakech-Safi,2004,1,2004-01-17,0.7861915064865648,Marrakech-Safi
l'Oriental,2004,1,2004-01-17,1.523051307582675,L'Oriental
Béni Mellal-Khénifra,2004,1,2004-01-17,0.7538416371553582,Béni Mellal-Khénifra
Casablanca-Settat,2004,1,2004-01-17,0.6387352715918365,Casablanca-Settat
Rabat-Salé-Kénitra,2004,1,2004-01-17,0.9355795703039046,Rabat-Salé-Kénitra
Fès-Meknès,2004,1,2004-01-25,0.731114580632845,Fès-Meknès
Guelmim-Oued Noun,2004,1,2004-01-25,3.953472710062432,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,1,2004-01-25,-6.98750026171874,Laâyoune-Sakia El Hamra
Souss-Massa,2004,1,2004-01-25,1.418470913146862,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,1,2004-01-25,5.922025685357826,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,1,2004-01-25,0.6044113902807201,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,1,2004-01-25,2.85231335969596,Drâa-Tafilalet
Marrakech-Safi,2004,1,2004-01-25,0.7562588042757226,Marrakech-Safi
l'Oriental,2004,1,2004-01-25,0.8947887598197457,L'Oriental
Béni Mellal-Khénifra,2004,1,2004-01-25,0.9325302441522147,Béni Mellal-Khénifra
Casablanca-Settat,2004,1,2004-01-25,0.38845424706265774,Casablanca-Settat
Rabat-Salé-Kénitra,2004,1,2004-01-25,0.8360650259227648,Rabat-Salé-Kénitra
Fès-Meknès,2004,2,2004-02-02,0.7108168983153865,Fès-Meknès
Guelmim-Oued Noun,2004,2,2004-02-02,5.338585732049277,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,2,2004-02-02,-9.610695356246898,Laâyoune-Sakia El Hamra
Souss-Massa,2004,2,2004-02-02,1.6276929178041069,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,2,2004-02-02,9.110960845404213,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,2,2004-02-02,0.8626671417559197,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,2,2004-02-02,3.0816311148159796,Drâa-Tafilalet
Marrakech-Safi,2004,2,2004-02-02,0.7275510680079232,Marrakech-Safi
l'Oriental,2004,2,2004-02-02,1.2724926153172484,L'Oriental
Béni Mellal-Khénifra,2004,2,2004-02-02,1.2337941650252011,Béni Mellal-Khénifra
Casablanca-Settat,2004,2,2004-02-02,0.644218271189953,Casablanca-Settat
Rabat-Salé-Kénitra,2004,2,2004-02-02,0.7877130979874787,Rabat-Salé-Kénitra
Fès-Meknès,2004,2,2004-02-10,0.7219467203127208,Fès-Meknès
Guelmim-Oued Noun,2004,2,2004-02-10,5.236488261859761,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,2,2004-02-10,-11.142500066867232,Laâyoune-Sakia El Hamra
Souss-Massa,2004,2,2004-02-10,1.5760970486954464,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,2,2004-02-10,6.613929506015865,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,2,2004-02-10,0.6803188654311986,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,2,2004-02-10,2.7590784070434995,Drâa-Tafilalet
Marrakech-Safi,2004,2,2004-02-10,0.9129647208303447,Marrakech-Safi
l'Oriental,2004,2,2004-02-10,1.4259886689928691,L'Oriental
Béni Mellal-Khénifra,2004,2,2004-02-10,1.1179277268396677,Béni Mellal-Khénifra
Casablanca-Settat,2004,2,2004-02-10,0.6606035959877219,Casablanca-Settat
Rabat-Salé-Kénitra,2004,2,2004-02-10,0.7549576441371482,Rabat-Salé-Kénitra
Fès-Meknès,2004,2,2004-02-18,0.6350392208384991,Fès-Meknès
Guelmim-Oued Noun,2004,2,2004-02-18,5.380526191607739,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,2,2004-02-18,9.933089466693374,Laâyoune-Sakia El Hamra
Souss-Massa,2004,2,2004-02-18,1.5095624357691069,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,2,2004-02-18,8.789893427414762,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,2,2004-02-18,0.7112061831237786,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,2,2004-02-18,3.720311196997259,Drâa-Tafilalet
Marrakech-Safi,2004,2,2004-02-18,0.8531911514541224,Marrakech-Safi
l'Oriental,2004,2,2004-02-18,1.1206283967342303,L'Oriental
Béni Mellal-Khénifra,2004,2,2004-02-18,0.8597356057336051,Béni Mellal-Khénifra
Casablanca-Settat,2004,2,2004-02-18,0.56820900675142,Casablanca-Settat
Rabat-Salé-Kénitra,2004,2,2004-02-18,0.942804761906942,Rabat-Salé-Kénitra
Fès-Meknès,2004,2,2004-02-26,0.8551015300826564,Fès-Meknès
Guelmim-Oued Noun,2004,2,2004-02-26,5.130053256585517,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,2,2004-02-26,-6.984093933440369,Laâyoune-Sakia El Hamra
Souss-Massa,2004,2,2004-02-26,1.3628687148601668,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,2,2004-02-26,5.573960345675248,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,2,2004-02-26,0.718730460471056,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,2,2004-02-26,3.9425220555997607,Drâa-Tafilalet
Marrakech-Safi,2004,2,2004-02-26,0.8548880090459401,Marrakech-Safi
l'Oriental,2004,2,2004-02-26,0.8030025772773743,L'Oriental
Béni Mellal-Khénifra,2004,2,2004-02-26,0.6142157048235104,Béni Mellal-Khénifra
Casablanca-Settat,2004,2,2004-02-26,0.64084820082905,Casablanca-Settat
Rabat-Salé-Kénitra,2004,2,2004-02-26,0.8750861660396985,Rabat-Salé-Kénitra
Fès-Meknès,2004,3,2004-03-05,0.5584724146766077,Fès-Meknès
Guelmim-Oued Noun,2004,3,2004-03-05,4.2820444518560645,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,3,2004-03-05,6.239725200033837,Laâyoune-Sakia El Hamra
Souss-Massa,2004,3,2004-03-05,1.1492251218170777,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,3,2004-03-05,5.862662951827512,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,3,2004-03-05,0.6685715963933645,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,3,2004-03-05,2.578742771649404,Drâa-Tafilalet
Marrakech-Safi,2004,3,2004-03-05,0.8593153325646701,Marrakech-Safi
l'Oriental,2004,3,2004-03-05,1.4559162282939422,L'Oriental
Béni Mellal-Khénifra,2004,3,2004-03-05,0.7174535433051575,Béni Mellal-Khénifra
Casablanca-Settat,2004,3,2004-03-05,0.6452021548487866,Casablanca-Settat
Rabat-Salé-Kénitra,2004,3,2004-03-05,0.8027604627906822,Rabat-Salé-Kénitra
Fès-Meknès,2004,3,2004-03-13,0.6602569213131134,Fès-Meknès
Guelmim-Oued Noun,2004,3,2004-03-13,5.160869575321157,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,3,2004-03-13,-9.538073383325962,Laâyoune-Sakia El Hamra
Souss-Massa,2004,3,2004-03-13,1.4914140205267623,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,3,2004-03-13,6.137524536491127,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,3,2004-03-13,0.5963016151280801,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,3,2004-03-13,2.8273917526786816,Drâa-Tafilalet
Marrakech-Safi,2004,3,2004-03-13,0.9515900965907976,Marrakech-Safi
l'Oriental,2004,3,2004-03-13,1.114190882896576,L'Oriental
Béni Mellal-Khénifra,2004,3,2004-03-13,0.7192286592773539,Béni Mellal-Khénifra
Casablanca-Settat,2004,3,2004-03-13,0.8061855336277715,Casablanca-Settat
Rabat-Salé-Kénitra,2004,3,2004-03-13,0.7779596100408063,Rabat-Salé-Kénitra
Fès-Meknès,2004,3,2004-03-21,0.659893575411847,Fès-Meknès
Guelmim-Oued Noun,2004,3,2004-03-21,5.401887056985303,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,3,2004-03-21,-8.930629357172066,Laâyoune-Sakia El Hamra
Souss-Massa,2004,3,2004-03-21,1.8001223239915545,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,3,2004-03-21,-7.589430993729744,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,3,2004-03-21,0.7554777218308109,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,3,2004-03-21,2.8237224603732,Drâa-Tafilalet
Marrakech-Safi,2004,3,2004-03-21,0.9718453399722348,Marrakech-Safi
l'Oriental,2004,3,2004-03-21,0.700447991083694,L'Oriental
Béni Mellal-Khénifra,2004,3,2004-03-21,0.6870056524584329,Béni Mellal-Khénifra
Casablanca-Settat,2004,3,2004-03-21,0.7271282264567762,Casablanca-Settat
Rabat-Salé-Kénitra,2004,3,2004-03-21,0.7709095684935638,Rabat-Salé-Kénitra
Fès-Meknès,2004,3,2004-03-29,0.6048569367441933,Fès-Meknès
Guelmim-Oued Noun,2004,3,2004-03-29,4.249478138931968,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,3,2004-03-29,-9.5815475855212,Laâyoune-Sakia El Hamra
Souss-Massa,2004,3,2004-03-29,1.5754599933444544,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,3,2004-03-29,6.461123880839249,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,3,2004-03-29,0.5326446505568145,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,3,2004-03-29,3.959144218915857,Drâa-Tafilalet
Marrakech-Safi,2004,3,2004-03-29,0.911210477957536,Marrakech-Safi
l'Oriental,2004,3,2004-03-29,0.6610247097403721,L'Oriental
Béni Mellal-Khénifra,2004,3,2004-03-29,0.6943845972891366,Béni Mellal-Khénifra
Casablanca-Settat,2004,3,2004-03-29,0.737744291935244,Casablanca-Settat
Rabat-Salé-Kénitra,2004,3,2004-03-29,0.6759893047473432,Rabat-Salé-Kénitra
Fès-Meknès,2004,4,2004-04-06,0.6077062440640091,Fès-Meknès
Guelmim-Oued Noun,2004,4,2004-04-06,4.114654015447436,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,4,2004-04-06,-9.358612548148814,Laâyoune-Sakia El Hamra
Souss-Massa,2004,4,2004-04-06,1.2452479720838792,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,4,2004-04-06,-10.408103215573842,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,4,2004-04-06,0.7123703249598572,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,4,2004-04-06,3.9534009163845463,Drâa-Tafilalet
Marrakech-Safi,2004,4,2004-04-06,1.1347223344698034,Marrakech-Safi
l'Oriental,2004,4,2004-04-06,0.6915161289888356,L'Oriental
Béni Mellal-Khénifra,2004,4,2004-04-06,0.7188517047638839,Béni Mellal-Khénifra
Casablanca-Settat,2004,4,2004-04-06,0.6493305199639265,Casablanca-Settat
Rabat-Salé-Kénitra,2004,4,2004-04-06,0.8462300519487013,Rabat-Salé-Kénitra
Fès-Meknès,2004,4,2004-04-14,0.6900541380500497,Fès-Meknès
Guelmim-Oued Noun,2004,4,2004-04-14,6.513630767567552,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,4,2004-04-14,-6.759997243451839,Laâyoune-Sakia El Hamra
Souss-Massa,2004,4,2004-04-14,1.599098615583798,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,4,2004-04-14,6.268866935352504,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,4,2004-04-14,0.7559893339451788,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,4,2004-04-14,3.4779410303003124,Drâa-Tafilalet
Marrakech-Safi,2004,4,2004-04-14,1.2102510981289225,Marrakech-Safi
l'Oriental,2004,4,2004-04-14,0.8670282509459144,L'Oriental
Béni Mellal-Khénifra,2004,4,2004-04-14,0.6235654423580839,Béni Mellal-Khénifra
Casablanca-Settat,2004,4,2004-04-14,0.8174417360607521,Casablanca-Settat
Rabat-Salé-Kénitra,2004,4,2004-04-14,0.6432207974211263,Rabat-Salé-Kénitra
Fès-Meknès,2004,4,2004-04-22,0.6974387659386782,Fès-Meknès
Guelmim-Oued Noun,2004,4,2004-04-22,6.056726999239787,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,4,2004-04-22,-8.99149074029395,Laâyoune-Sakia El Hamra
Souss-Massa,2004,4,2004-04-22,1.9127094170748709,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,4,2004-04-22,9.024298110039622,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,4,2004-04-22,0.6994388786540093,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,4,2004-04-22,3.832770094222977,Drâa-Tafilalet
Marrakech-Safi,2004,4,2004-04-22,1.1840258035687403,Marrakech-Safi
l'Oriental,2004,4,2004-04-22,0.698126765722193,L'Oriental
Béni Mellal-Khénifra,2004,4,2004-04-22,0.6803736861362293,Béni Mellal-Khénifra
Casablanca-Settat,2004,4,2004-04-22,0.8053404594625322,Casablanca-Settat
Rabat-Salé-Kénitra,2004,4,2004-04-22,0.9012287347538148,Rabat-Salé-Kénitra
Fès-Meknès,2004,4,2004-04-30,0.6626257870913524,Fès-Meknès
Guelmim-Oued Noun,2004,4,2004-04-30,4.850937679878768,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,4,2004-04-30,-9.3230918955367,Laâyoune-Sakia El Hamra
Souss-Massa,2004,4,2004-04-30,1.9326678714183292,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,4,2004-04-30,6.720299837201323,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,4,2004-04-30,0.5292360543374809,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,4,2004-04-30,3.2076675272340127,Drâa-Tafilalet
Marrakech-Safi,2004,4,2004-04-30,1.160401716302517,Marrakech-Safi
l'Oriental,2004,4,2004-04-30,1.065884855775079,L'Oriental
Béni Mellal-Khénifra,2004,4,2004-04-30,0.7307959547425534,Béni Mellal-Khénifra
Casablanca-Settat,2004,4,2004-04-30,1.1056135573255068,Casablanca-Settat
Rabat-Salé-Kénitra,2004,4,2004-04-30,0.7005825659115718,Rabat-Salé-Kénitra
Fès-Meknès,2004,5,2004-05-08,0.622044174031739,Fès-Meknès
Guelmim-Oued Noun,2004,5,2004-05-08,5.469212117140746,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,5,2004-05-08,-9.509179808465092,Laâyoune-Sakia El Hamra
Souss-Massa,2004,5,2004-05-08,1.841928339739686,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,5,2004-05-08,6.527195094449199,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,5,2004-05-08,0.6307972108027521,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,5,2004-05-08,3.713334844768287,Drâa-Tafilalet
Marrakech-Safi,2004,5,2004-05-08,1.5164176229732065,Marrakech-Safi
l'Oriental,2004,5,2004-05-08,1.0959789716376365,L'Oriental
Béni Mellal-Khénifra,2004,5,2004-05-08,1.01426472155574,Béni Mellal-Khénifra
Casablanca-Settat,2004,5,2004-05-08,1.2131339668334589,Casablanca-Settat
Rabat-Salé-Kénitra,2004,5,2004-05-08,0.6587290685727205,Rabat-Salé-Kénitra
Fès-Meknès,2004,5,2004-05-16,0.9997072463516536,Fès-Meknès
Guelmim-Oued Noun,2004,5,2004-05-16,8.1490645871051,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,5,2004-05-16,-7.011522528579521,Laâyoune-Sakia El Hamra
Souss-Massa,2004,5,2004-05-16,2.3891564951237583,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,5,2004-05-16,6.7528051032781455,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,5,2004-05-16,0.7433078066948626,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,5,2004-05-16,3.684014748669675,Drâa-Tafilalet
Marrakech-Safi,2004,5,2004-05-16,2.035645900610555,Marrakech-Safi
l'Oriental,2004,5,2004-05-16,1.5782411521840487,L'Oriental
Béni Mellal-Khénifra,2004,5,2004-05-16,0.747972161791331,Béni Mellal-Khénifra
Casablanca-Settat,2004,5,2004-05-16,1.889848564056404,Casablanca-Settat
Rabat-Salé-Kénitra,2004,5,2004-05-16,1.1710419044884997,Rabat-Salé-Kénitra
Fès-Meknès,2004,5,2004-05-24,0.8592706406924107,Fès-Meknès
Guelmim-Oued Noun,2004,5,2004-05-24,6.2909611298912855,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,5,2004-05-24,-6.367964526932378,Laâyoune-Sakia El Hamra
Souss-Massa,2004,5,2004-05-24,3.019821356281323,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,5,2004-05-24,10.329211507863045,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,5,2004-05-24,0.8293062176752606,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,5,2004-05-24,2.478128444701844,Drâa-Tafilalet
Marrakech-Safi,2004,5,2004-05-24,1.805370266628794,Marrakech-Safi
l'Oriental,2004,5,2004-05-24,2.400545395665404,L'Oriental
Béni Mellal-Khénifra,2004,5,2004-05-24,0.8573398616580149,Béni Mellal-Khénifra
Casablanca-Settat,2004,5,2004-05-24,2.17744167670418,Casablanca-Settat
Rabat-Salé-Kénitra,2004,5,2004-05-24,1.5000683951653724,Rabat-Salé-Kénitra
Fès-Meknès,2004,6,2004-06-01,1.452971695342351,Fès-Meknès
Guelmim-Oued Noun,2004,6,2004-06-01,5.913950797524771,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,6,2004-06-01,-9.064410558317178,Laâyoune-Sakia El Hamra
Souss-Massa,2004,6,2004-06-01,3.210479792200134,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,6,2004-06-01,-7.758374567690352,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,6,2004-06-01,0.8084183654089493,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,6,2004-06-01,3.284129114103627,Drâa-Tafilalet
Marrakech-Safi,2004,6,2004-06-01,2.822725950964048,Marrakech-Safi
l'Oriental,2004,6,2004-06-01,2.4373079630119667,L'Oriental
Béni Mellal-Khénifra,2004,6,2004-06-01,0.8556368572807413,Béni Mellal-Khénifra
Casablanca-Settat,2004,6,2004-06-01,2.415592252646814,Casablanca-Settat
Rabat-Salé-Kénitra,2004,6,2004-06-01,1.4530311578034467,Rabat-Salé-Kénitra
Fès-Meknès,2004,6,2004-06-09,2.0759512663433077,Fès-Meknès
Guelmim-Oued Noun,2004,6,2004-06-09,7.172386240619986,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,6,2004-06-09,-9.281010244858548,Laâyoune-Sakia El Hamra
Souss-Massa,2004,6,2004-06-09,3.8364315393835366,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,6,2004-06-09,-7.77345386081134,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,6,2004-06-09,1.2807864932398347,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,6,2004-06-09,3.7855540383276862,Drâa-Tafilalet
Marrakech-Safi,2004,6,2004-06-09,2.8147751513687407,Marrakech-Safi
l'Oriental,2004,6,2004-06-09,2.470562125200197,L'Oriental
Béni Mellal-Khénifra,2004,6,2004-06-09,1.3211522671427496,Béni Mellal-Khénifra
Casablanca-Settat,2004,6,2004-06-09,2.52078929200735,Casablanca-Settat
Rabat-Salé-Kénitra,2004,6,2004-06-09,1.1930303728413445,Rabat-Salé-Kénitra
Fès-Meknès,2004,6,2004-06-17,1.3136587053884354,Fès-Meknès
Guelmim-Oued Noun,2004,6,2004-06-17,5.470366972565757,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,6,2004-06-17,-9.744230380669702,Laâyoune-Sakia El Hamra
Souss-Massa,2004,6,2004-06-17,4.4108157380879405,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,6,2004-06-17,-7.691054946617044,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,6,2004-06-17,1.0796569931725817,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,6,2004-06-17,1.8914956071024775,Drâa-Tafilalet
Marrakech-Safi,2004,6,2004-06-17,3.6608308382186583,Marrakech-Safi
l'Oriental,2004,6,2004-06-17,2.656294015940925,L'Oriental
Béni Mellal-Khénifra,2004,6,2004-06-17,1.3473526958534126,Béni Mellal-Khénifra
Casablanca-Settat,2004,6,2004-06-17,2.162096078428972,Casablanca-Settat
Rabat-Salé-Kénitra,2004,6,2004-06-17,2.2691542750892584,Rabat-Salé-Kénitra
Fès-Meknès,2004,6,2004-06-25,2.0948253331343913,Fès-Meknès
Guelmim-Oued Noun,2004,6,2004-06-25,-8.458044995842805,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,6,2004-06-25,-6.997675335642008,Laâyoune-Sakia El Hamra
Souss-Massa,2004,6,2004-06-25,6.07449420668154,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,6,2004-06-25,-8.017063545192942,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,6,2004-06-25,1.4064419412960525,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,6,2004-06-25,3.763981181862424,Drâa-Tafilalet
Marrakech-Safi,2004,6,2004-06-25,3.364212674326193,Marrakech-Safi
l'Oriental,2004,6,2004-06-25,3.3155765038391833,L'Oriental
Béni Mellal-Khénifra,2004,6,2004-06-25,1.251168484715678,Béni Mellal-Khénifra
Casablanca-Settat,2004,6,2004-06-25,3.4235333281553357,Casablanca-Settat
Rabat-Salé-Kénitra,2004,6,2004-06-25,2.49113664646715,Rabat-Salé-Kénitra
Fès-Meknès,2004,7,2004-07-03,1.9178537645273284,Fès-Meknès
Guelmim-Oued Noun,2004,7,2004-07-03,10.100972167791893,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,7,2004-07-03,-7.201437394536245,Laâyoune-Sakia El Hamra
Souss-Massa,2004,7,2004-07-03,5.342751043754338,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,7,2004-07-03,-7.725821925085218,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,7,2004-07-03,1.5659080990589835,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,7,2004-07-03,3.6684957472352897,Drâa-Tafilalet
Marrakech-Safi,2004,7,2004-07-03,3.928431762402583,Marrakech-Safi
l'Oriental,2004,7,2004-07-03,3.3418965594439505,L'Oriental
Béni Mellal-Khénifra,2004,7,2004-07-03,1.29084304362658,Béni Mellal-Khénifra
Casablanca-Settat,2004,7,2004-07-03,3.301072951107575,Casablanca-Settat
Rabat-Salé-Kénitra,2004,7,2004-07-03,2.5670731533694444,Rabat-Salé-Kénitra
Fès-Meknès,2004,7,2004-07-11,1.874469849,Fès-Meknès
Guelmim-Oued Noun,2004,7,2004-07-11,-10.925586647380442,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,7,2004-07-11,-6.770999312995739,Laâyoune-Sakia El Hamra
Souss-Massa,2004,7,2004-07-11,7.243986323029429,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,7,2004-07-11,-7.762339150247077,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,7,2004-07-11,1.3519083132207887,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,7,2004-07-11,2.736714171661676,Drâa-Tafilalet
Marrakech-Safi,2004,7,2004-07-11,4.084670684210435,Marrakech-Safi
l'Oriental,2004,7,2004-07-11,3.968313333647153,L'Oriental
Béni Mellal-Khénifra,2004,7,2004-07-11,1.4312915058400622,Béni Mellal-Khénifra
Casablanca-Settat,2004,7,2004-07-11,3.878883425441977,Casablanca-Settat
Rabat-Salé-Kénitra,2004,7,2004-07-11,2.3061950526477624,Rabat-Salé-Kénitra
Fès-Meknès,2004,7,2004-07-19,2.3872638901515155,Fès-Meknès
Guelmim-Oued Noun,2004,7,2004-07-19,-8.222252591277977,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,7,2004-07-19,-7.049728817156515,Laâyoune-Sakia El Hamra
Souss-Massa,2004,7,2004-07-19,8.087384739810995,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,7,2004-07-19,-7.442033940870846,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,7,2004-07-19,1.590046199898336,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,7,2004-07-19,5.272414361839281,Drâa-Tafilalet
Marrakech-Safi,2004,7,2004-07-19,4.322617548143965,Marrakech-Safi
l'Oriental,2004,7,2004-07-19,4.231015417434887,L'Oriental
Béni Mellal-Khénifra,2004,7,2004-07-19,1.2444806292743642,Béni Mellal-Khénifra
Casablanca-Settat,2004,7,2004-07-19,3.318152743792002,Casablanca-Settat
Rabat-Salé-Kénitra,2004,7,2004-07-19,2.3510777905055393,Rabat-Salé-Kénitra
Fès-Meknès,2004,7,2004-07-27,2.0277243780152827,Fès-Meknès
Guelmim-Oued Noun,2004,7,2004-07-27,-11.221805479184322,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,7,2004-07-27,-10.500105986019756,Laâyoune-Sakia El Hamra
Souss-Massa,2004,7,2004-07-27,6.0787848389821075,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,7,2004-07-27,-7.671628415740193,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,7,2004-07-27,1.4832724547214813,Tanger-Tétouan-Al Hoceima
Drâa-Tafilalet,2004,7,2004-07-27,4.3206866576246865,Drâa-Tafilalet
Marrakech-Safi,2004,7,2004-07-27,4.256928433093666,Marrakech-Safi
l'Oriental,2004,7,2004-07-27,3.698210834866296,L'Oriental
Béni Mellal-Khénifra,2004,7,2004-07-27,1.5047276518962789,Béni Mellal-Khénifra
Casablanca-Settat,2004,7,2004-07-27,2.990312477777344,Casablanca-Settat
Rabat-Salé-Kénitra,2004,7,2004-07-27,2.980733096791067,Rabat-Salé-Kénitra
Fès-Meknès,2004,8,2004-08-04,2.0349824337386653,Fès-Meknès
Guelmim-Oued Noun,2004,8,2004-08-04,-11.996488136477431,Guelmim-Oued Noun
Laâyoune-Sakia El Hamra,2004,8,2004-08-04,-9.845785994120996,Laâyoune-Sakia El Hamra
Souss-Massa,2004,8,2004-08-04,8.768918046940428,Souss-Massa
Dakhla-Oued Ed-Dahab,2004,8,2004-08-04,-7.261149013797746,Dakhla-Oued Ed-Dahab
Tanger-Tétouan-Al Hoceima,2004,8,2004-08-04,1.433328232539291,Tanger-Tétouan-Al Hoceima
